"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","provenance.long","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z"
"laube14a","exp1","Acer","negundo","","yes","7","","16","timeonly",18,2239,"","110","14-Mar-2012",48.403008,11.711811,7,16,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.44733216416818,0.522249097258486,0.804257149092585
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",39,1003,"","33","14-Dec-2011",48.403008,11.711811,7,8,3.61875,39,"ramped","exp","fldest",1003,51.6913728053825,"Acer_negundo",6,-1.44733216416818,-1.00803446073276,-0.426623959474744
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",40,1003,"","33","14-Dec-2011",48.403008,11.711811,7,12,3.61875,40,"ramped","exp","fldest",1003,51.6913728053825,"Acer_negundo",6,-1.44733216416818,-0.242892681737139,-0.426623959474744
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",23,1780,"","73","30-Jan-2012",48.403008,11.711811,7,8,5.82916666666667,23,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.44733216416818,-1.00803446073276,0.273250025621685
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",21,1780,"","73","30-Jan-2012",48.403008,11.711811,7,12,5.82916666666667,21,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.44733216416818,-0.242892681737139,0.273250025621685
"laube14a","exp1","Acer","negundo","","yes","7","","16","timeonly",19,1780,"","73","30-Jan-2012",48.403008,11.711811,7,16,5.82916666666667,19,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.44733216416818,0.522249097258486,0.273250025621685
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",22,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,22,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",45.33333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,10,12,2.36041666666667,45.33333333,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",20.83333333,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,20.83333333,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",44.4,949,"0","0","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,2.36041666666667,44.4,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",16.8,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,16.8,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",27,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,27,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",68,949,"0","0","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,2.36041666666667,68,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",22.33333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,22.33333333,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",43.16666667,965,"0","0","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,2.38541666666667,43.16666667,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",32,949,"0","0","21-Jan-2015",42.531705,-72.18992,15,12,2.36041666666667,32,"exp","exp","bothest",949,60.337337283142,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.825044211122475
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",19,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,19,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",39,965,"0","0","26-Jan-2015",45.932675,-74.02507,15,12,2.38541666666667,39,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",31,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,31,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",75,965,"0","0","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,2.38541666666667,75,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",26,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,26,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",56.83333333,965,"0","0","26-Jan-2015",45.932675,-74.02507,10,12,2.38541666666667,56.83333333,"exp","exp","bothest",965,62.1705815212995,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.817128576983778
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",48,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,48,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",11.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,8.33333333333333,8,3.86041666666667,11.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",11.33333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,11.33333333,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.342190528661979
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",43.75,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,43.75,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.342190528661979
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",34.5,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,34.5,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",12.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,10,12,3.88541666666667,12.66666667,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.342190528661979
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","12","timeonly",32.75,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,15,12,3.88541666666667,32.75,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.0351292418212253,-0.242892681737139,-0.342190528661979
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","12","timeonly",8.833333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,10,12,3.86041666666667,8.833333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.917756068288069,-0.242892681737139,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",17.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,17.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",36.33333333,1669,"1.5","30","21-Jan-2015",42.531705,-72.18992,13.3333333333333,8,3.86041666666667,36.33333333,"exp","exp","bothest",1669,76.2718839215756,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.350106162800676
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","20","10","8","timeonly",18.66666667,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,13.3333333333333,8,3.88541666666667,18.66666667,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-0.32933818397684,-1.00803446073276,-0.342190528661979
"flynn18","exp1","Acer","pensylvanicum",NA,"yes","15","5","8","timeonly",14.33333333,1685,"1.5","30","26-Jan-2015",45.932675,-74.02507,8.33333333333333,8,3.88541666666667,14.33333333,"exp","exp","bothest",1685,78.1051281597331,"Acer_pensylvanicum",7,-1.21196501044368,-1.00803446073276,-0.342190528661979
