"chillutah","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo","mat"
2136,109.586103113999,429.81453844638,3,1953,50.1667,11.0333,"50.1667 11.0333","1950-1960",83,9.09836936185298
2160,114.179058589886,259.349683838781,3,1954,50.1667,11.0333,"50.1667 11.0333","1950-1960",116,7.32586940147145
1668,97.8067145026324,221.193119781285,3,1955,50.1667,11.0333,"50.1667 11.0333","1950-1960",119,5.69902161174737
1944,99.5664854389897,284.17949702659,3,1956,50.1667,11.0333,"50.1667 11.0333","1950-1960",128,6.64217376457932
2688,125.988893479303,252.76456923253,3,1957,50.1667,11.0333,"50.1667 11.0333","1950-1960",95,7.57065200469578
2148,109.761846447389,313.878745457472,3,1958,50.1667,11.0333,"50.1667 11.0333","1950-1960",118,5.87554334693224
2532,117.453598226234,423.960579705583,3,1959,50.1667,11.0333,"50.1667 11.0333","1950-1960",106,9.39510848565513
2520,116.120505551996,354.549703260851,3,1960,50.1667,11.0333,"50.1667 11.0333","1950-1960",100,8.20391286010651
1812,104.497452432277,306.488409012102,4,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110,7.228260708001
1860,96.6030477357254,381.025201810318,4,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111,7.7470650442309
1488,94.9035243129049,379.236772125766,4,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93,8.46434763689404
1860,103.891363224959,235.704051909307,4,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118,7.07978245045018
1536,94.8934331167299,225.362770659774,4,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122,5.30880422916506
1704,94.3200893066053,285.518066509812,4,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116,6.54434767980938
2556,119.202589040664,265.010490452304,4,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98,7.57989113492405
1584,93.0266612658948,362.291228357214,4,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125,6.09934768975591
2256,105.829041340878,386.647234407942,4,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96,8.96195632142379
2400,107.176293734148,331.865849844594,4,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102,7.9799998216331
3144,136.036463087722,325.899189270101,5,1951,49.9833,7.96667,"49.9833 7.96667","1950-1960",110,7.83260852057973
2700,128.638755606963,524.105312524997,5,1952,49.9833,7.96667,"49.9833 7.96667","1950-1960",106,9.86934760548984
2376,113.143977006428,518.706738400469,5,1953,49.9833,7.96667,"49.9833 7.96667","1950-1960",90,10.4049997674301
2700,122.571080143977,344.653226115488,5,1954,49.9833,7.96667,"49.9833 7.96667","1950-1960",97,8.77369545606653
1884,105.318197701363,322.690489429648,5,1955,49.9833,7.96667,"49.9833 7.96667","1950-1960",110,7.21999983862042
2088,104.046115794955,384.614238080638,5,1956,49.9833,7.96667,"49.9833 7.96667","1950-1960",103,8.34706503081986
2736,135.309071500973,346.826981097501,5,1957,49.9833,7.96667,"49.9833 7.96667","1950-1960",86,8.96554327786536
2412,115.616289962241,360.382175469708,5,1958,49.9833,7.96667,"49.9833 7.96667","1950-1960",119,7.07891288525222
2772,130.960944911143,453.777250298599,5,1960,49.9833,7.96667,"49.9833 7.96667","1950-1960",96,9.6720650012038
1968,111.187748167614,311.84456833079,6,1951,48.5833,12.1833,"48.5833 12.1833","1950-1960",111,7.37076070481587
2160,111.034426433876,404.802533783391,6,1952,48.5833,12.1833,"48.5833 12.1833","1950-1960",108,8.23565198983187
1680,101.276373578385,394.751499579447,6,1953,48.5833,12.1833,"48.5833 12.1833","1950-1960",111,8.6207606768762
2064,109.286903980547,243.648895091132,6,1954,48.5833,12.1833,"48.5833 12.1833","1950-1960",119,7.27913027208136
1692,99.5240494436987,252.033309761653,6,1955,48.5833,12.1833,"48.5833 12.1833","1950-1960",121,5.74804334978209
1992,100.949828701479,300.546294628754,6,1956,48.5833,12.1833,"48.5833 12.1833","1950-1960",120,6.94010854052866
2616,129.232339993459,270.240437810046,6,1957,48.5833,12.1833,"48.5833 12.1833","1950-1960",104,7.83369547707717
1860,106.450278827783,377.117490017307,6,1958,48.5833,12.1833,"48.5833 12.1833","1950-1960",120,6.40195637864425
2448,112.979283285522,400.07073817042,6,1959,48.5833,12.1833,"48.5833 12.1833","1950-1960",95,9.09358675326423
2400,110.280596369134,363.536733382804,6,1960,48.5833,12.1833,"48.5833 12.1833","1950-1960",100,8.40771720337722
2052,114.73349559611,286.153014996555,7,1951,49.1667,11.45,"49.1667 11.45","1950-1960",111,6.93663027973684
2100,106.944204412312,391.548717268922,7,1952,49.1667,11.45,"49.1667 11.45","1950-1960",108,8.07782590640304
1908,104.425043310695,403.32060400836,7,1953,49.1667,11.45,"49.1667 11.45","1950-1960",100,8.70315197938243
2148,110.873567361487,235.754267670775,7,1954,49.1667,11.45,"49.1667 11.45","1950-1960",121,7.02391288648157
1668,99.3574869626884,238.242990941861,7,1955,49.1667,11.45,"49.1667 11.45","1950-1960",120,5.69108682931603
1968,101.901801829093,277.045016494056,7,1956,49.1667,11.45,"49.1667 11.45","1950-1960",126,6.51271724573377
2640,124.218920182019,248.992387130854,7,1957,49.1667,11.45,"49.1667 11.45","1950-1960",109,7.46641287659092
2004,108.390438593618,331.597833595539,7,1958,49.1667,11.45,"49.1667 11.45","1950-1960",127,5.84293465200893
2424,115.268949125969,390.337288623849,7,1959,49.1667,11.45,"49.1667 11.45","1950-1960",102,9.05217371071162
2412,113.557028359784,349.044015780237,7,1960,49.1667,11.45,"49.1667 11.45","1950-1960",106,8.12641286183877
3372,140.81259443272,348.116578859362,8,1951,51.5833,6.25,"51.5833 6.25","1950-1960",111,8.34380416132753
3024,137.907371682403,585.576442684142,8,1952,51.5833,6.25,"51.5833 6.25","1950-1960",101,10.5888041111479
2640,119.872688795641,467.727559693512,8,1953,51.5833,6.25,"51.5833 6.25","1950-1960",102,9.86119543175901
2460,121.359226006456,391.237176503074,8,1954,51.5833,6.25,"51.5833 6.25","1950-1960",121,9.33043457405723
1980,112.794215664462,316.37076819363,8,1955,51.5833,6.25,"51.5833 6.25","1950-1960",110,7.56369548311214
2148,109.888216494237,379.372101136008,8,1956,51.5833,6.25,"51.5833 6.25","1950-1960",120,8.6805432842356
3024,136.401004867124,413.839965249896,8,1957,51.5833,6.25,"51.5833 6.25","1950-1960",92,9.87597804012425
2424,117.569593726878,380.759931611559,8,1958,51.5833,6.25,"51.5833 6.25","1950-1960",118,7.79760852136204
2376,114.386492632564,561.115872144608,8,1959,51.5833,6.25,"51.5833 6.25","1950-1960",100,11.0867388826269
2676,131.14017577073,501.649423246623,8,1960,51.5833,6.25,"51.5833 6.25","1950-1960",99,10.2445649884074
1980,109.122062992583,255.710267527158,9,1951,49.3167,12.75,"49.3167 12.75","1950-1960",113,6.38260855298975
1872,98.1305971860499,346.301052051065,9,1952,49.3167,12.75,"49.3167 12.75","1950-1960",106,7.19760853477308
1860,99.6142960471738,353.837790299151,9,1953,49.3167,12.75,"49.3167 12.75","1950-1960",95,7.97793460428796
1812,102.60655440466,200.596111075731,9,1954,49.3167,12.75,"49.3167 12.75","1950-1960",120,6.37043464021838
1608,95.7021582876448,208.875379537729,9,1955,49.3167,12.75,"49.3167 12.75","1950-1960",121,4.87489119538551
1644,93.0593336449278,245.771602563651,9,1956,49.3167,12.75,"49.3167 12.75","1950-1960",122,5.60173900522616
2472,117.865306446619,215.371738734351,9,1957,49.3167,12.75,"49.3167 12.75","1950-1960",103,6.87391288983433
1752,96.6280073648506,312.855209493636,9,1958,49.3167,12.75,"49.3167 12.75","1950-1960",123,5.15141292833521
2412,109.791356370786,325.400640884041,9,1959,49.3167,12.75,"49.3167 12.75","1950-1960",94,8.30228242312518
2364,109.20329159974,274.957974774971,9,1960,49.3167,12.75,"49.3167 12.75","1950-1960",102,6.95086940985335
2988,134.894084579595,323.673631690218,10,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",113,7.74978243547451
2304,119.125458762229,473.393689676317,10,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",104,9.19923892481576
2172,110.615087637501,485.765248932139,10,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",101,9.81913021530794
2304,118.789081240859,300.948709145566,10,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",118,8.09413025386469
1764,101.643196459336,311.410056272082,10,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",118,6.87239115073791
2040,102.081519515062,345.580412851642,10,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",115,7.69021721941459
2652,129.595964909129,310.498000126496,10,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",103,8.39684763840278
2220,111.761473290961,371.382173795926,10,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",123,6.63467376474696
2568,118.525953771968,470.631376913392,10,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",104,9.98782586371121
2508,123.108806545484,419.154084935709,10,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",100,9.10749979643151
2508,126.584366258669,317.532358572275,11,1951,49.5,10.8,"49.5 10.8","1950-1960",114,7.43543461641378
2148,113.54015971385,443.555417418838,11,1952,49.5,10.8,"49.5 10.8","1950-1960",108,8.70826067492042
2028,106.137486518947,453.882069766212,11,1953,49.5,10.8,"49.5 10.8","1950-1960",100,9.38293457288376
2220,116.160491972973,284.154687002759,11,1954,49.5,10.8,"49.5 10.8","1950-1960",114,7.72217374043944
1992,102.221079448301,310.197470290996,11,1956,49.5,10.8,"49.5 10.8","1950-1960",126,7.0697824506737
2652,126.80103565717,294.293199119965,11,1957,49.5,10.8,"49.5 10.8","1950-1960",100,8.04771721142385
2136,112.318735085014,364.658111352419,11,1958,49.5,10.8,"49.5 10.8","1950-1960",123,6.44576072549124
2688,118.909771813005,439.233513148772,11,1959,49.5,10.8,"49.5 10.8","1950-1960",100,9.52576065664787
2508,119.498177285123,401.366631196124,11,1960,49.5,10.8,"49.5 10.8","1950-1960",102,8.79597806426413
3012,134.144227960819,328.14425802003,12,1951,49.8833,10.0333,"49.8833 10.0333","1950-1960",114,7.77260852192083
2172,111.444282879074,480.618652302321,12,1953,49.8833,10.0333,"49.8833 10.0333","1950-1960",96,9.74499978218228
2388,117.144494422247,307.361831967004,12,1954,49.8833,10.0333,"49.8833 10.0333","1950-1960",118,8.15847807851337
1764,103.545412338743,304.458668692796,12,1955,49.8833,10.0333,"49.8833 10.0333","1950-1960",118,6.88239115051439
2052,101.49317242695,348.211107625747,12,1956,49.8833,10.0333,"49.8833 10.0333","1950-1960",117,7.78489113034195
2736,130.490983164534,314.895679354552,12,1957,49.8833,10.0333,"49.8833 10.0333","1950-1960",95,8.48684763639113
2292,112.163158081007,380.328776032994,12,1958,49.8833,10.0333,"49.8833 10.0333","1950-1960",119,6.7876085439373
2580,117.182810107139,498.330445677368,12,1959,49.8833,10.0333,"49.8833 10.0333","1950-1960",96,10.2272823800981
2544,122.747812214414,439.861436346642,12,1960,49.8833,10.0333,"49.8833 10.0333","1950-1960",98,9.34521718242246
2508,126.584366258669,317.532358572275,13,1951,49.3333,10.8,"49.3333 10.8","1950-1960",115,7.43543461641378
2148,113.54015971385,443.555417418838,13,1952,49.3333,10.8,"49.3333 10.8","1950-1960",112,8.70826067492042
2028,106.137486518947,453.882069766212,13,1953,49.3333,10.8,"49.3333 10.8","1950-1960",103,9.38293457288376
2220,116.160491972973,284.154687002759,13,1954,49.3333,10.8,"49.3333 10.8","1950-1960",124,7.72217374043944
1584,99.4330253322767,277.845355853065,13,1955,49.3333,10.8,"49.3333 10.8","1950-1960",121,6.32326072822932
1992,102.221079448301,310.197470290996,13,1956,49.3333,10.8,"49.3333 10.8","1950-1960",128,7.0697824506737
2652,126.80103565717,294.293199119965,13,1957,49.3333,10.8,"49.3333 10.8","1950-1960",118,8.04771721142385
2136,112.318735085014,364.658111352419,13,1958,49.3333,10.8,"49.3333 10.8","1950-1960",130,6.44576072549124
2688,118.909771813005,439.233513148772,13,1959,49.3333,10.8,"49.3333 10.8","1950-1960",105,9.52576065664787
2508,119.498177285123,401.366631196124,13,1960,49.3333,10.8,"49.3333 10.8","1950-1960",110,8.79597806426413
2184,118.779883175,311.848712508347,14,1951,48.4833,10.6667,"48.4833 10.6667","1950-1960",115,7.48456505009823
2316,114.241412010294,423.79134116541,14,1952,48.4833,10.6667,"48.4833 10.6667","1950-1960",101,8.69293458830646
1788,103.600402011947,421.856479565847,14,1953,48.4833,10.6667,"48.4833 10.6667","1950-1960",106,9.00369545092563
2100,116.790941518622,238.162013610933,14,1954,48.4833,10.6667,"48.4833 10.6667","1950-1960",114,7.16326070945386
1776,101.756692814313,275.907301039954,14,1955,48.4833,10.6667,"48.4833 10.6667","1950-1960",112,6.15880421016608
2004,103.253860099566,312.240078559283,14,1956,48.4833,10.6667,"48.4833 10.6667","1950-1960",113,7.08282592864302
2604,125.221815705089,272.643116278468,14,1957,48.4833,10.6667,"48.4833 10.6667","1950-1960",110,7.9163041708829
1992,107.094969485604,358.374738045866,14,1958,48.4833,10.6667,"48.4833 10.6667","1950-1960",115,6.39119550931956
2328,114.101749886979,401.752024111232,14,1959,48.4833,10.6667,"48.4833 10.6667","1950-1960",110,9.25641283658131
2484,118.708754873747,367.92976897502,14,1960,48.4833,10.6667,"48.4833 10.6667","1950-1960",116,8.47097807152845
1860,106.191938685966,254.438420348451,15,1951,49.3833,12.7167,"49.3833 12.7167","1950-1960",116,6.32684768467089
1824,97.0585647211437,345.890034015527,15,1952,49.3833,12.7167,"49.3833 12.7167","1950-1960",108,7.1702172310375
1812,97.9101544926336,368.944365995314,15,1953,49.3833,12.7167,"49.3833 12.7167","1950-1960",94,8.12858677483366
1812,102.928084760933,201.556613847232,15,1954,49.3833,12.7167,"49.3833 12.7167","1950-1960",122,6.43315203012089
1584,95.8191095981697,206.527283951148,15,1955,49.3833,12.7167,"49.3833 12.7167","1950-1960",124,4.87576076058347
1584,91.9953434852177,246.320685366676,15,1956,49.3833,12.7167,"49.3833 12.7167","1950-1960",126,5.58608683166297
2472,117.577797138868,221.525208423417,15,1957,49.3833,12.7167,"49.3833 12.7167","1950-1960",104,6.92999984510243
1812,98.695596432411,311.265954994424,15,1958,49.3833,12.7167,"49.3833 12.7167","1950-1960",126,5.16467379760402
2340,109.148036474144,338.624713227494,15,1959,49.3833,12.7167,"49.3833 12.7167","1950-1960",96,8.43858676790462
2352,109.156655158798,293.767843724114,15,1960,49.3833,12.7167,"49.3833 12.7167","1950-1960",108,7.14880418803786
2424,125.123376481299,291.000141819197,16,1951,49.9333,11.2833,"49.9333 11.2833","1950-1960",116,7.08010853739941
2064,108.297786079746,382.814989242218,16,1952,49.9333,11.2833,"49.9333 11.2833","1950-1960",111,7.92804330105529
2088,108.645317943523,418.005631813669,16,1953,49.9333,11.2833,"49.9333 11.2833","1950-1960",104,8.9357606698354
2052,111.838946168508,240.064727986368,16,1954,49.9333,11.2833,"49.9333 11.2833","1950-1960",129,7.04206505998888
1656,97.3808714218174,221.407792443657,16,1955,49.9333,11.2833,"49.9333 11.2833","1950-1960",123,5.5244563982579
1956,99.3978535127627,260.141542280665,16,1956,49.9333,11.2833,"49.9333 11.2833","1950-1960",148,6.18489116610473
2592,123.871242686245,231.743428235159,16,1957,49.9333,11.2833,"49.9333 11.2833","1950-1960",111,7.24489114241189
2556,117.226708384911,389.804204936572,16,1959,49.9333,11.2833,"49.9333 11.2833","1950-1960",105,9.00119545098151
2472,112.517268628018,332.160809495654,16,1960,49.9333,11.2833,"49.9333 11.2833","1950-1960",110,7.85184765058448
2988,134.894084579595,323.673631690218,17,1951,49.7,10.0167,"49.7 10.0167","1950-1960",116,7.74978243547451
2304,119.125458762229,473.393689676317,17,1952,49.7,10.0167,"49.7 10.0167","1950-1960",115,9.19923892481576
2172,110.615087637501,485.765248932139,17,1953,49.7,10.0167,"49.7 10.0167","1950-1960",102,9.81913021530794
2304,118.789081240859,300.948709145566,17,1954,49.7,10.0167,"49.7 10.0167","1950-1960",118,8.09413025386469
1764,101.643196459336,311.410056272082,17,1955,49.7,10.0167,"49.7 10.0167","1950-1960",121,6.87239115073791
2040,102.081519515062,345.580412851642,17,1956,49.7,10.0167,"49.7 10.0167","1950-1960",117,7.69021721941459
2652,129.595964909129,310.498000126496,17,1957,49.7,10.0167,"49.7 10.0167","1950-1960",96,8.39684763840278
2220,111.761473290961,371.382173795926,17,1958,49.7,10.0167,"49.7 10.0167","1950-1960",121,6.63467376474696
2568,118.525953771968,470.631376913392,17,1959,49.7,10.0167,"49.7 10.0167","1950-1960",98,9.98782586371121
2508,123.108806545484,419.154084935709,17,1960,49.7,10.0167,"49.7 10.0167","1950-1960",99,9.10749979643151
2652,128.313001800542,329.764742848191,18,1951,49.5833,11.2,"49.5833 11.2","1950-1960",117,7.62565200346643
2208,115.570818690702,432.959606513308,18,1952,49.5833,11.2,"49.5833 11.2","1950-1960",98,8.63989111123121
2052,106.851444443626,461.234297682771,18,1953,49.5833,11.2,"49.5833 11.2","1950-1960",90,9.43978239770007
2184,116.907894049161,301.789441705166,18,1954,49.5833,11.2,"49.5833 11.2","1950-1960",113,8.02021721203852
1764,102.133209584791,281.147896593135,18,1955,49.5833,11.2,"49.5833 11.2","1950-1960",102,6.53956507122063
2076,102.031153891772,295.24043020656,18,1956,49.5833,11.2,"49.5833 11.2","1950-1960",109,6.8339128907284
2592,125.251753319198,289.353392956531,18,1957,49.5833,11.2,"49.5833 11.2","1950-1960",112,7.91152156229414
2256,114.296869296457,357.193319433475,18,1958,49.5833,11.2,"49.5833 11.2","1950-1960",105,6.43804333435938
2544,119.689917939136,395.206150915889,18,1960,49.5833,11.2,"49.5833 11.2","1950-1960",83,8.70293458808294
2100,117.629088979052,279.756921106592,19,1951,48.1667,10.1167,"48.1667 10.1167","1950-1960",117,7.01423897365432
2220,110.674781778191,398.394273004152,19,1952,48.1667,10.1167,"48.1667 10.1167","1950-1960",106,8.46739111508688
1776,99.9003777267816,408.647196034274,19,1953,48.1667,10.1167,"48.1667 10.1167","1950-1960",108,8.69608676214905
2232,116.424647701532,228.866966283146,19,1954,48.1667,10.1167,"48.1667 10.1167","1950-1960",129,6.9838041917259
1884,103.673414491224,242.925927895187,19,1955,48.1667,10.1167,"48.1667 10.1167","1950-1960",121,5.63326074365203
1896,99.5548881438677,277.836736213548,19,1956,48.1667,10.1167,"48.1667 10.1167","1950-1960",117,6.57641289648397
2592,123.092683521842,224.066825561379,19,1957,48.1667,10.1167,"48.1667 10.1167","1950-1960",112,7.26380418546741
1944,104.573640040687,317.74448759646,19,1958,48.1667,10.1167,"48.1667 10.1167","1950-1960",124,5.75858682780729
2316,112.301665238773,353.873712266052,19,1959,48.1667,10.1167,"48.1667 10.1167","1950-1960",98,8.74423893498581
2448,119.742061500084,317.955039017754,19,1960,48.1667,10.1167,"48.1667 10.1167","1950-1960",106,7.96728243061301
1908,106.135083977587,335.393641321351,20,1951,48.8833,12.6,"48.8833 12.6","1950-1960",117,7.68228243698325
1944,103.048622721127,437.04448647009,20,1952,48.8833,12.6,"48.8833 12.6","1950-1960",107,8.43543459406204
1572,96.4212899244409,430.195201305068,20,1953,48.8833,12.6,"48.8833 12.6","1950-1960",100,9.18152153390743
1884,106.266714649789,274.548090487505,20,1954,48.8833,12.6,"48.8833 12.6","1950-1960",114,7.69695634969875
1596,97.1580266684256,266.511592483235,20,1955,48.8833,12.6,"48.8833 12.6","1950-1960",121,5.96347812757544
1788,94.6948081169734,330.027373383495,20,1956,48.8833,12.6,"48.8833 12.6","1950-1960",110,7.1846737524535
2520,121.341981627489,305.823851612908,20,1957,48.8833,12.6,"48.8833 12.6","1950-1960",105,8.14652155704148
1644,95.6866256024725,396.736846270127,20,1958,48.8833,12.6,"48.8833 12.6","1950-1960",118,6.68347811148219
2220,105.426663484279,431.327226402082,20,1959,48.8833,12.6,"48.8833 12.6","1950-1960",95,9.48782587488708
2316,108.056023815339,384.462148197381,20,1960,48.8833,12.6,"48.8833 12.6","1950-1960",100,8.57858676477538
2052,114.73349559611,286.153014996555,21,1951,49.0333,11.4833,"49.0333 11.4833","1950-1960",118,6.93663027973684
2100,106.944204412312,391.548717268922,21,1952,49.0333,11.4833,"49.0333 11.4833","1950-1960",109,8.07782590640304
1908,104.425043310695,403.32060400836,21,1953,49.0333,11.4833,"49.0333 11.4833","1950-1960",115,8.70315197938243
2148,110.873567361487,235.754267670775,21,1954,49.0333,11.4833,"49.0333 11.4833","1950-1960",133,7.02391288648157
1668,99.3574869626884,238.242990941861,21,1955,49.0333,11.4833,"49.0333 11.4833","1950-1960",127,5.69108682931603
1968,101.901801829093,277.045016494056,21,1956,49.0333,11.4833,"49.0333 11.4833","1950-1960",129,6.51271724573377
2640,124.218920182019,248.992387130854,21,1957,49.0333,11.4833,"49.0333 11.4833","1950-1960",121,7.46641287659092
2004,108.390438593618,331.597833595539,21,1958,49.0333,11.4833,"49.0333 11.4833","1950-1960",124,5.84293465200893
2424,115.268949125969,390.337288623849,21,1959,49.0333,11.4833,"49.0333 11.4833","1950-1960",106,9.05217371071162
2412,113.557028359784,349.044015780237,21,1960,49.0333,11.4833,"49.0333 11.4833","1950-1960",114,8.12641286183877
2088,115.447645529193,271.462295959708,22,1951,48.6333,10.0167,"48.6333 10.0167","1950-1960",119,6.83760854281971
2076,108.392984134136,382.437860948983,22,1952,48.6333,10.0167,"48.6333 10.0167","1950-1960",110,8.16815199134061
1860,102.49735604982,381.951221439651,22,1953,48.6333,10.0167,"48.6333 10.0167","1950-1960",110,8.53782589612124
2232,116.303460309516,217.995015231562,22,1954,48.6333,10.0167,"48.6333 10.0167","1950-1960",130,6.83478245592636
1716,100.555393294151,234.74640721705,22,1955,48.6333,10.0167,"48.6333 10.0167","1950-1960",123,5.64086943913413
1944,99.5491791783592,282.663722517737,22,1956,48.6333,10.0167,"48.6333 10.0167","1950-1960",127,6.72543463228351
2628,123.136154542731,239.461940347115,22,1957,48.6333,10.0167,"48.6333 10.0167","1950-1960",122,7.49054331083418
1968,104.458546661809,321.177535381176,22,1958,48.6333,10.0167,"48.6333 10.0167","1950-1960",125,5.89663030298265
2292,109.462986133355,370.394070471441,22,1959,48.6333,10.0167,"48.6333 10.0167","1950-1960",104,8.8796737145673
2388,113.3769927674,324.939829873542,22,1960,48.6333,10.0167,"48.6333 10.0167","1950-1960",105,7.99630416909476
3048,133.917464077607,273.864334861413,23,1951,50.6167,8.35,"50.6167 8.35","1950-1960",119,7.08728245028254
2340,121.28642942541,432.556419046094,23,1952,50.6167,8.35,"50.6167 8.35","1950-1960",118,8.8583693672174
2448,114.604749359378,425.062685389194,23,1953,50.6167,8.35,"50.6167 8.35","1950-1960",102,9.27923892302763
2604,120.903348667298,285.173429133058,23,1954,50.6167,8.35,"50.6167 8.35","1950-1960",126,7.90891286670028
1752,104.170067168658,254.933440540005,23,1955,50.6167,8.35,"50.6167 8.35","1950-1960",124,6.23065203464711
2160,105.666785975544,337.911367403061,23,1956,50.6167,8.35,"50.6167 8.35","1950-1960",126,7.64728243776557
2916,135.96538736384,288.4229091154,23,1957,50.6167,8.35,"50.6167 8.35","1950-1960",114,8.26532590221209
2256,114.086830999924,308.780034863436,23,1958,50.6167,8.35,"50.6167 8.35","1950-1960",127,6.26130420787503
2676,121.178745008626,427.967546655537,23,1959,50.6167,8.35,"50.6167 8.35","1950-1960",109,9.59576065508325
2772,124.968354657383,212.020715904883,24,1951,54.1167,10.1667,"54.1167 10.1667","1950-1960",120,6.39826072655294
2352,123.605846792868,350.026546335955,24,1952,54.1167,10.1667,"54.1167 10.1667","1950-1960",117,7.70434765388136
2676,128.103402109391,344.618014407561,24,1953,54.1167,10.1667,"54.1167 10.1667","1950-1960",109,8.50163024475636
2268,115.481682620689,263.626826364122,24,1954,54.1167,10.1667,"54.1167 10.1667","1950-1960",126,7.10869549328218
1776,100.515698983096,177.311560819907,24,1955,54.1167,10.1667,"54.1167 10.1667","1950-1960",128,5.32858683741854
2184,105.741755717251,245.836384453649,24,1956,54.1167,10.1667,"54.1167 10.1667","1950-1960",129,6.45369550792257
3120,141.419637432015,208.228954617087,24,1957,54.1167,10.1667,"54.1167 10.1667","1950-1960",120,7.14086940560652
2124,107.370399870204,226.942252912874,24,1958,54.1167,10.1667,"54.1167 10.1667","1950-1960",131,5.43684770456394
2640,121.506107183038,362.739909580613,24,1959,54.1167,10.1667,"54.1167 10.1667","1950-1960",106,8.9463041478606
2628,123.328927951155,269.763943729283,24,1960,54.1167,10.1667,"54.1167 10.1667","1950-1960",126,7.30956505400979
3132,135.444292787911,400.106272650211,25,1951,50.1167,8.91667,"50.1167 8.91667","1950-1960",120,8.75489110866076
2652,130.091072407248,587.238930363444,25,1952,50.1167,8.91667,"50.1167 8.91667","1950-1960",108,10.5027171565503
2304,108.109446104133,580.182076355362,25,1953,50.1167,8.91667,"50.1167 8.91667","1950-1960",94,10.9201084515687
2556,121.365084076167,412.308059632473,25,1954,50.1167,8.91667,"50.1167 8.91667","1950-1960",115,9.53608674337359
1740,104.713685344982,372.761868635728,25,1955,50.1167,8.91667,"50.1167 8.91667","1950-1960",119,7.95641286563857
2136,106.843965453498,457.34598219753,25,1956,50.1167,8.91667,"50.1167 8.91667","1950-1960",121,9.281630227322
