"chillutah","mat.lo","chillports","gdd","siteslist","year","lat","long","lat.long","cc","lo","mat"
2232,8.35096755527681,110.964825282777,85.4823846831374,3,1953,50.15,10.4333,"50.15 10.4333","1950-1960",107,7.39672114614581
2424,5.9680643827324,118.814458377407,29.97446545821,3,1954,50.15,10.4333,"50.15 10.4333","1950-1960",110,5.79426216557011
1764,6.00193534971726,101.347821053996,38.4780141206864,3,1955,50.15,10.4333,"50.15 10.4333","1950-1960",114,4.420491704473
2028,6.69967726960538,99.4270623098731,66.4733773460814,3,1956,50.15,10.4333,"50.15 10.4333","1950-1960",120,4.94639333206244
2772,8.79935464202877,130.668236531707,113.540309027536,3,1957,50.15,10.4333,"50.15 10.4333","1950-1960",123,7.64934409131891
2196,8.08419336769129,111.025136724946,105.879817562992,3,1958,50.15,10.4333,"50.15 10.4333","1950-1960",128,2.80278682259873
2556,9.23451592262474,117.161970075469,125.627353473755,3,1959,50.15,10.4333,"50.15 10.4333","1950-1960",112,8.52704898973347
2520,7.26741919239923,121.63094926472,70.4656271925881,3,1960,50.15,10.4333,"50.15 10.4333","1950-1960",100,7.07672115329836
2904,5.26677407582681,132.615704886656,31.5372493090361,4,1951,49.4167,9.28333,"49.4167 9.28333","1950-1960",108,5.54393430231292
2412,5.40354826631806,120.636392693952,51.0896408597514,4,1952,49.4167,9.28333,"49.4167 9.28333","1950-1960",101,7.57639327327736
2340,5.84580632094895,111.144840576047,44.8207118727827,4,1953,49.4167,9.28333,"49.4167 9.28333","1950-1960",92,7.50672114368711
2496,6.43483856584757,123.528276639932,41.883584782758,4,1954,49.4167,9.28333,"49.4167 9.28333","1950-1960",117,6.03098347175439
1692,6.02129018799432,102.595670638062,36.4607049650346,4,1955,49.4167,9.28333,"49.4167 9.28333","1950-1960",116,4.67262284637841
2112,6.71193533384752,105.049204870369,66.8258813278118,4,1956,49.4167,9.28333,"49.4167 9.28333","1950-1960",118,5.31918020897591
2652,7.82935466370996,129.80196514857,75.2118660577296,4,1957,49.4167,9.28333,"49.4167 9.28333","1950-1960",102,7.56918015868449
2304,7.14999984018505,112.264376788196,76.0049840095711,4,1958,49.4167,9.28333,"49.4167 9.28333","1950-1960",125,2.90885239399847
2640,7.83709659902078,119.719071222531,74.9791751748425,4,1959,49.4167,9.28333,"49.4167 9.28333","1950-1960",102,8.37852440288932
2664,7.97806433780539,126.198178055181,83.3388130610154,4,1960,49.4167,9.28333,"49.4167 9.28333","1950-1960",108,7.08131131713019
2892,4.85290311733561,133.250336052342,23.1816038110655,5,1951,50.5167,8.81667,"50.5167 8.81667","1950-1960",109,4.87967202207837
2364,6.98258048908845,120.379784928748,98.1848045553362,5,1952,50.5167,8.81667,"50.5167 8.81667","1950-1960",106,7.19950803579976
2328,6.22741921564504,112.157887930175,51.3301475080541,5,1953,50.5167,8.81667,"50.5167 8.81667","1950-1960",92,7.60327851857807
2604,6.85935468539115,120.192287810471,47.7772772003971,5,1954,50.5167,8.81667,"50.5167 8.81667","1950-1960",119,5.99327855456437
1692,7.54741918614074,101.932921106943,82.6743560067526,5,1955,50.5167,8.81667,"50.5167 8.81667","1950-1960",120,4.3926228526369
2112,6.19774179695354,105.278233194852,50.3763873430026,5,1956,50.5167,8.81667,"50.5167 8.81667","1950-1960",115,5.14393431125361
2844,8.31451594318834,134.865458953561,77.1608606855166,5,1957,50.5167,8.81667,"50.5167 8.81667","1950-1960",96,7.67770474642271
2244,4.90677408387344,114.901303795386,37.3663202560905,5,1958,50.5167,8.81667,"50.5167 8.81667","1950-1960",112,2.81999993696809
2544,7.14354822742603,118.760375784675,58.3146562819036,5,1959,50.5167,8.81667,"50.5167 8.81667","1950-1960",96,8.39672112379406
2676,5.97709664059502,125.080980626194,44.06883814188,5,1960,50.5167,8.81667,"50.5167 8.81667","1950-1960",97,6.79491788090863
3084,6.35967727720497,134.54833175012,49.5259869555803,6,1951,50,8.71667,"50 8.71667","1950-1960",109,6.44950805256357
2688,7.01677403671126,130.661396510976,93.765762779636,6,1952,50,8.71667,"50 8.71667","1950-1960",103,8.6662293144914
2232,7.59064499162618,109.760515808561,90.4077661561229,6,1953,50,8.71667,"50 8.71667","1950-1960",93,8.71360636261277
2556,7.31387080426418,121.14011693548,55.7117530522075,6,1954,50,8.71667,"50 8.71667","1950-1960",113,7.37147524507075
1812,7.99225788587524,106.609004350386,84.7752720752669,6,1955,50,8.71667,"50 8.71667","1950-1960",118,6.033770356938
2148,7.71129015021987,105.142995640226,88.1832508932442,6,1956,50,8.71667,"50 8.71667","1950-1960",115,6.5806555906158
2736,9.18838689139774,134.988604045898,105.59540352517,6,1957,50,8.71667,"50 8.71667","1950-1960",98,8.92590143983481
2268,6.95645145741442,111.329617586889,65.3857699834273,6,1958,50,8.71667,"50 8.71667","1950-1960",120,4.26852449475497
2568,8.86387076961898,119.521616127249,104.130439381916,6,1959,50,8.71667,"50 8.71667","1950-1960",103,9.14295061531126
2688,8.16709659164471,129.178242989388,89.2091154784141,6,1960,50,8.71667,"50 8.71667","1950-1960",99,8.19524571846132
2784,5.76290309699553,129.705199492298,47.8040074443446,7,1951,48.7167,9.21667,"48.7167 9.21667","1950-1960",110,5.53147528619796
2460,4.80774182802246,122.480728164248,33.1053653954073,7,1952,48.7167,9.21667,"48.7167 9.21667","1950-1960",99,7.46442606266527
2124,6.38838695398261,106.414210235251,63.7978742778603,7,1953,48.7167,9.21667,"48.7167 9.21667","1950-1960",94,7.45426212846622
2472,5.98032244697453,121.778604320162,38.9350894262998,7,1954,48.7167,9.21667,"48.7167 9.21667","1950-1960",118,5.66983593884306
1776,6.40387082460427,107.164249335362,54.2234304358715,7,1955,48.7167,9.21667,"48.7167 9.21667","1950-1960",118,4.65180317471262
2136,6.49225791940285,106.525297142865,63.8925467717832,7,1956,48.7167,9.21667,"48.7167 9.21667","1950-1960",115,5.13213103282891
2616,7.48741918748185,127.765737179931,76.9363514045842,7,1957,48.7167,9.21667,"48.7167 9.21667","1950-1960",86,7.94311457655591
2184,6.28999985940754,111.121422704148,59.9096684004529,7,1958,48.7167,9.21667,"48.7167 9.21667","1950-1960",122,3.0645900954355
2448,7.40064499587301,117.768702817707,64.4639910259804,7,1959,48.7167,9.21667,"48.7167 9.21667","1950-1960",95,8.30557358484776
2832,6.74451597828058,124.939777082904,58.3453878958582,7,1960,48.7167,9.21667,"48.7167 9.21667","1950-1960",98,7.00639328601785
1812,5.03838698415747,104.497452432277,28.7959727555823,8,1951,48.8333,12.9667,"48.8333 12.9667","1950-1960",110,4.74442612346201
1860,7.30354822384975,96.6030477357254,109.409714733843,8,1952,48.8333,12.9667,"48.8333 12.9667","1950-1960",111,5.70655724949768
1488,4.55322570467909,94.9035243129049,28.0923807324209,8,1953,48.8333,12.9667,"48.8333 12.9667","1950-1960",93,6.35672116939162
1860,5.82612890203393,103.891363224959,32.1762671210413,8,1954,48.8333,12.9667,"48.8333 12.9667","1950-1960",118,5.00131136362181
1536,6.82354823457858,94.8934331167299,79.3072657272458,8,1955,48.8333,12.9667,"48.8333 12.9667","1950-1960",122,2.78163928208781
1704,5.35774181572901,94.3200893066053,41.7379868343963,8,1956,48.8333,12.9667,"48.8333 12.9667","1950-1960",116,3.79967204621825
2556,7.17806435568679,119.202589040664,58.933148436922,8,1957,48.8333,12.9667,"48.8333 12.9667","1950-1960",98,6.58999985270202
1584,6.35032243870439,93.0266612658948,57.6623522231115,8,1958,48.8333,12.9667,"48.8333 12.9667","1950-1960",125,1.79885241880891
2256,6.23548373159382,105.829041340878,41.867475308394,8,1959,48.8333,12.9667,"48.8333 12.9667","1950-1960",96,7.11311459510786
2400,5.92999986745417,107.176293734148,42.8539988343284,8,1960,48.8333,12.9667,"48.8333 12.9667","1950-1960",102,5.66786872577228
2496,4.2980644200598,124.005572927623,16.7969683418156,9,1951,50.4167,10.3833,"50.4167 10.3833","1950-1960",110,4.13573761247709
2076,7.56903208888346,111.112084261446,130.210601705628,9,1952,50.4167,10.3833,"50.4167 10.3833","1950-1960",109,6.55229493551201
2088,6.74935468784984,111.542385209425,65.7930869269949,9,1953,50.4167,10.3833,"50.4167 10.3833","1950-1960",99,6.96655722133449
2208,5.80645148311892,115.603854629081,32.4573107344333,9,1954,50.4167,10.3833,"50.4167 10.3833","1950-1960",120,4.91573759504273
1692,7.51838692872515,98.6154351844325,91.3888480371032,9,1955,50.4167,10.3833,"50.4167 10.3833","1950-1960",122,3.61737696832565
1980,5.66258051859275,100.079484899651,43.9986394875129,9,1956,50.4167,10.3833,"50.4167 10.3833","1950-1960",123,4.2060654797576
2688,6.76999984867871,127.549037079856,53.8929126721751,9,1957,50.4167,10.3833,"50.4167 10.3833","1950-1960",112,7.01426213830099
1980,6.35838695465317,105.969936658638,54.9000016717753,9,1958,50.4167,10.3833,"50.4167 10.3833","1950-1960",123,2.01278684025661
2556,8.21419336478556,116.210000975239,91.6573992292567,9,1959,50.4167,10.3833,"50.4167 10.3833","1950-1960",105,8.00344244405994
2484,6.51741920916303,112.312039793085,54.9718324868097,9,1960,50.4167,10.3833,"50.4167 10.3833","1950-1960",101,6.11213101092421
1968,5.509354715566,111.187748167614,33.6293588878738,10,1951,48.5833,12.1833,"48.5833 12.1833","1950-1960",111,4.91180316890117
2160,6.77838694526544,111.034426433876,91.933731323074,10,1952,48.5833,12.1833,"48.5833 12.1833","1950-1960",108,6.22065559866243
1680,8.14516110826404,101.276373578385,78.5312332952453,10,1953,48.5833,12.1833,"48.5833 12.1833","1950-1960",111,6.41950805323412
2064,5.94903212509328,109.286903980547,35.7722821865257,10,1954,48.5833,12.1833,"48.5833 12.1833","1950-1960",119,5.29967201269064
1692,6.84741920178696,99.5240494436987,73.5080686627308,10,1955,48.5833,12.1833,"48.5833 12.1833","1950-1960",121,3.31295074562191
1992,6.16032244295122,100.949828701479,58.6771222616029,10,1956,48.5833,12.1833,"48.5833 12.1833","1950-1960",120,4.29459006794286
2616,7.37258048037127,129.232339993459,70.9758773436001,10,1957,48.5833,12.1833,"48.5833 12.1833","1950-1960",104,6.96819656556014
1860,5.46741923263236,106.450278827783,37.2253575049915,10,1958,48.5833,12.1833,"48.5833 12.1833","1950-1960",120,2.1601638861428
2448,6.11774179874168,112.979283285522,41.5436721663327,10,1959,48.5833,12.1833,"48.5833 12.1833","1950-1960",95,7.23655721529952
2400,6.22580631245529,110.280596369134,47.5344146621789,10,1960,48.5833,12.1833,"48.5833 12.1833","1950-1960",100,6.05163920899762
2052,4.95967730849741,114.73349559611,26.7893448437921,11,1951,49.1667,11.45,"49.1667 11.45","1950-1960",111,4.49065563733094
2100,6.6916127536566,106.944204412312,99.5510840087469,11,1952,49.1667,11.45,"49.1667 11.45","1950-1960",108,6.09901625711898
1908,6.54999985359609,104.425043310695,57.4437024164662,11,1953,49.1667,11.45,"49.1667 11.45","1950-1960",100,6.55803264030179
2148,5.56677406912129,110.873567361487,30.7895759249206,11,1954,49.1667,11.45,"49.1667 11.45","1950-1960",121,4.84393431795914
1668,6.09999986365438,99.3574869626884,58.1954163158358,11,1955,49.1667,11.45,"49.1667 11.45","1950-1960",120,3.40540975994873
1968,6.06677405794542,101.901801829093,53.9453540776925,11,1956,49.1667,11.45,"49.1667 11.45","1950-1960",126,3.75147532598406
2640,6.22161276416192,124.218920182019,52.6091233630064,11,1957,49.1667,11.45,"49.1667 11.45","1950-1960",109,6.55131132897661
2004,6.52387082192206,108.390438593618,66.8915548427582,11,1958,49.1667,11.45,"49.1667 11.45","1950-1960",127,1.75393438702602
2424,6.7048385598126,115.268949125969,54.2231029921586,11,1959,49.1667,11.45,"49.1667 11.45","1950-1960",102,7.3183604921596
2412,6.49322566131671,113.557028359784,53.5668663961388,11,1960,49.1667,11.45,"49.1667 11.45","1950-1960",106,5.76688511700171
2868,4.91999989002943,131.002109655042,22.351516186119,12,1951,51.2833,9.63333,"51.2833 9.63333","1950-1960",111,4.50016383383973
2340,4.53677409214358,118.542696235527,58.3104946745801,12,1952,51.2833,9.63333,"51.2833 9.63333","1950-1960",103,6.33786871079661
2544,5.21419343184079,118.776865993648,36.3786738918064,12,1953,51.2833,9.63333,"51.2833 9.63333","1950-1960",89,7.02983590844469
2556,5.85580632072543,121.107601745725,29.3681766037064,12,1954,51.2833,9.63333,"51.2833 9.63333","1950-1960",120,5.0939343123712
1824,6.75032242976369,105.803747577059,64.8488224048936,12,1955,51.2833,9.63333,"51.2833 9.63333","1950-1960",120,3.64229500055557
2232,5.09741924090251,107.621369587355,32.8926437339648,12,1956,51.2833,9.63333,"51.2833 9.63333","1950-1960",122,4.19442613575546
2916,7.74225789146318,137.769368372018,65.0984194173432,12,1957,51.2833,9.63333,"51.2833 9.63333","1950-1960",100,7.20540967501211
2232,5.60580632631337,115.632047142977,41.9940612061436,12,1958,51.2833,9.63333,"51.2833 9.63333","1950-1960",121,2.42327863436009
2844,6.54806436976838,126.13080176905,49.1871131157068,12,1959,51.2833,9.63333,"51.2833 9.63333","1950-1960",95,7.93754080618869
2604,4.64387086394333,122.415766432657,23.7580445890716,12,1960,51.2833,9.63333,"51.2833 9.63333","1950-1960",96,6.00344248876342
3216,5.59741922972664,137.197654664464,27.2194019821882,13,1951,51.8333,7.3,"51.8333 7.3","1950-1960",112,5.5099998768419
2844,6.30580631066715,132.985096681064,86.6353039879161,13,1952,51.8333,7.3,"51.8333 7.3","1950-1960",104,7.64803261593839
2724,6.40967727608738,121.125004766646,46.7140554228041,13,1953,51.8333,7.3,"51.8333 7.3","1950-1960",97,7.38737688405958
2580,6.84645145987311,122.144910514684,40.4074288831587,13,1954,51.8333,7.3,"51.8333 7.3","1950-1960",112,6.44754083949279
1920,6.5525804986997,110.441056882673,47.5788390107213,13,1955,51.8333,7.3,"51.8333 7.3","1950-1960",116,5.11393431192417
2172,5.92548373852286,109.059907251905,33.8486361972873,13,1956,51.8333,7.3,"51.8333 7.3","1950-1960",117,5.44508184550605
3144,9.16838689184477,140.029729329089,101.458776264481,13,1957,51.8333,7.3,"51.8333 7.3","1950-1960",95,8.40573751703515
2340,6.39354824418983,115.454452672112,54.4876021339974,13,1958,51.8333,7.3,"51.8333 7.3","1950-1960",115,3.9562294197681
2544,7.54935466996845,121.295557512285,66.7412089192995,13,1959,51.8333,7.3,"51.8333 7.3","1950-1960",96,9.15754077891957
2748,7.04677403604071,128.532307469686,68.5859947120142,13,1960,51.8333,7.3,"51.8333 7.3","1950-1960",98,7.42868835854604
2532,4.21645151865819,125.101233363107,14.6860792797871,14,1951,50.75,9.46667,"50.75 9.46667","1950-1960",112,3.78295073511659
2160,6.56612888549364,108.866034897315,102.361067969462,14,1952,50.75,9.46667,"50.75 9.46667","1950-1960",108,6.0498359303494
2244,7.68129015089043,110.559362087082,72.6143115834156,14,1953,50.75,9.46667,"50.75 9.46667","1950-1960",108,6.60754083591651
2256,6.85612887901164,116.896135214065,62.3343488314063,14,1954,50.75,9.46667,"50.75 9.46667","1950-1960",130,4.66950809234967
1680,7.78354821312091,98.0529193824539,100.045997025057,14,1955,50.75,9.46667,"50.75 9.46667","1950-1960",127,3.24918025524401
1992,5.39645149228313,101.998184353889,42.9122769185875,14,1956,50.75,9.46667,"50.75 9.46667","1950-1960",125,3.85639335642584
2796,7.02483855266004,130.937336361937,69.1386841228108,14,1957,50.75,9.46667,"50.75 9.46667","1950-1960",120,6.55622936165357
2100,9.68258042873875,107.238752175724,136.923795797589,14,1958,50.75,9.46667,"50.75 9.46667","1950-1960",138,1.52819668715362
2676,8.22548368711385,119.926507373202,94.1939849365993,14,1959,50.75,9.46667,"50.75 9.46667","1950-1960",106,7.58606540420871
2532,8.00516111139328,118.349057572034,74.8196649721689,14,1960,50.75,9.46667,"50.75 9.46667","1950-1960",113,5.59803266175946
2760,5.84193535329353,129.879578225205,43.8206358529643,15,1951,48.9833,9.58333,"48.9833 9.58333","1950-1960",112,5.28885234080133
2388,6.5070966287486,122.023721445684,82.2436837060029,15,1952,48.9833,9.58333,"48.9833 9.58333","1950-1960",105,7.11049164434681
2124,6.86064500794295,108.190131644037,66.5023303684136,15,1953,48.9833,9.58333,"48.9833 9.58333","1950-1960",98,7.20622934712494
2496,6.3377417938243,122.092803016267,46.2828261773387,15,1954,48.9833,9.58333,"48.9833 9.58333","1950-1960",122,5.52442610602765
1728,7.5180643480872,105.84660505763,89.7410326938244,15,1955,48.9833,9.58333,"48.9833 9.58333","1950-1960",121,4.22836056122648
2112,6.2290321188348,106.183433954712,59.8815906200208,15,1956,48.9833,9.58333,"48.9833 9.58333","1950-1960",123,5.0113113633983
2664,8.05161272325823,125.930150128112,75.0009227739117,15,1957,48.9833,9.58333,"48.9833 9.58333","1950-1960",96,7.29442606646507
2220,6.48064501643662,110.213695550653,62.9860727734851,15,1958,48.9833,9.58333,"48.9833 9.58333","1950-1960",124,2.6040983024496
2520,8.05806433601725,119.204428361849,87.8107532756465,15,1959,48.9833,9.58333,"48.9833 9.58333","1950-1960",104,7.94508178962669
2604,7.43354822094402,125.490065476784,75.223920042689,15,1960,48.9833,9.58333,"48.9833 9.58333","1950-1960",106,6.68196706376115
1980,4.59516118761272,109.122062992583,18.8103250568824,16,1951,49.3167,12.75,"49.3167 12.75","1950-1960",113,3.82131138999687
1872,5.11612891790367,98.1305971860499,68.3379797107971,16,1952,49.3167,12.75,"49.3167 12.75","1950-1960",106,5.21983594890134
1860,4.5103224798316,99.6142960471738,36.3177176736254,16,1953,49.3167,12.75,"49.3167 12.75","1950-1960",95,5.84639331194587
1812,4.98516117889554,102.60655440466,21.943737842995,16,1954,49.3167,12.75,"49.3167 12.75","1950-1960",120,4.09967203951273
1608,5.8329030954309,95.7021582876448,66.162109641038,16,1955,49.3167,12.75,"49.3167 12.75","1950-1960",121,2.39426224156603
1644,5.04322569372673,93.0593336449278,37.6054847838388,16,1956,49.3167,12.75,"49.3167 12.75","1950-1960",122,2.64147535079449
2472,6.35967727720497,117.865306446619,45.649319185529,16,1957,49.3167,12.75,"49.3167 12.75","1950-1960",103,5.84737691848127
1752,5.12322569193859,96.6280073648506,34.8552611409207,16,1958,49.3167,12.75,"49.3167 12.75","1950-1960",123,0.801803260766825
2412,5.28967730112134,109.791356370786,27.4260168792196,16,1959,49.3167,12.75,"49.3167 12.75","1950-1960",94,6.55491788627305
2364,4.96870956636004,109.20329159974,32.5167757854486,16,1960,49.3167,12.75,"49.3167 12.75","1950-1960",102,4.56049170134375
2988,5.94129018978246,134.894084579595,38.6890547479741,17,1951,49.7167,10.2167,"49.7167 10.2167","1950-1960",113,5.49540971323359
2304,6.33032243915143,119.125458762229,82.971509258748,17,1952,49.7167,10.2167,"49.7167 10.2167","1950-1960",104,7.33786868844487
2172,7.87612885621286,110.615087637501,85.2419960659028,17,1953,49.7167,10.2167,"49.7167 10.2167","1950-1960",101,7.62393425582129
2304,6.60322565885801,118.789081240859,45.4553675034431,17,1954,49.7167,10.2167,"49.7167 10.2167","1950-1960",118,5.98032773518171
1764,6.62225791649713,101.643196459336,56.9388492366708,17,1955,49.7167,10.2167,"49.7167 10.2167","1950-1960",118,4.69360645246677
2040,6.48451598409203,102.081519515062,59.6419665646117,17,1956,49.7167,10.2167,"49.7167 10.2167","1950-1960",115,5.01721300261065
2652,7.81032240607085,129.595964909129,79.2319896930236,17,1957,49.7167,10.2167,"49.7167 10.2167","1950-1960",103,7.64721294382557
2220,7.03709661690218,111.761473290961,71.5387894604247,17,1958,49.7167,10.2167,"49.7167 10.2167","1950-1960",123,2.7349179716567
2568,8.55419335718597,118.525953771968,102.246839482286,17,1959,49.7167,10.2167,"49.7167 10.2167","1950-1960",104,8.38213096018575
2508,7.14645145316758,123.108806545484,70.0817306434309,17,1960,49.7167,10.2167,"49.7167 10.2167","1950-1960",100,6.9618031230801
1764,5.14709665914697,103.691774984512,28.7402622795844,18,1951,48.75,13.5167,"48.75 13.5167","1950-1960",114,4.34393432913501
1872,6.23741921542152,96.6935335590259,86.8768703471844,18,1952,48.75,13.5167,"48.75 13.5167","1950-1960",109,5.34639332312175
1608,6.53161275723288,91.5749816875772,57.8065886835644,18,1953,48.75,13.5167,"48.75 13.5167","1950-1960",100,6.35475395632083
1836,6.2751611500618,98.8857865693022,49.9727984440716,18,1954,48.75,13.5167,"48.75 13.5167","1950-1960",131,4.48131137524472
1644,5.7848385803762,93.8881556367687,60.1877841584813,18,1955,48.75,13.5167,"48.75 13.5167","1950-1960",121,2.54999994300306
1536,5.53709665042979,89.4542627203408,48.3758101263643,18,1956,48.75,13.5167,"48.75 13.5167","1950-1960",120,3.36557369526537
2520,5.83580632117246,118.311348162201,36.5763759325463,18,1957,48.75,13.5167,"48.75 13.5167","1950-1960",110,6.1168851091786
1548,7.20354822608492,89.2983435574319,86.4465768047493,18,1958,48.75,13.5167,"48.75 13.5167","1950-1960",129,1.21114751391235
2220,8.24741917049452,105.974347352977,85.9839654095438,18,1959,48.75,13.5167,"48.75 13.5167","1950-1960",107,6.87622935450101
2352,5.70612890471614,109.244655606359,38.9005716073413,18,1960,48.75,13.5167,"48.75 13.5167","1950-1960",102,5.21016381796999
2820,5.84064503074173,130.578284563272,43.393708661728,19,1951,51.5833,9.3,"51.5833 9.3","1950-1960",115,4.55983596365349
2364,6.54580630530273,116.732943388282,113.493125617994,19,1952,51.5833,9.3,"51.5833 9.3","1950-1960",107,6.58475395117993
2556,6.72612888191737,120.381908976346,59.1919934808,19,1953,51.5833,9.3,"51.5833 9.3","1950-1960",98,7.00540967948246
2448,6.29709663344247,121.21960393401,41.8323963251011,19,1954,51.5833,9.3,"51.5833 9.3","1950-1960",125,5.14360644240848
1884,7.82548369605455,103.794298537959,90.6001507672132,19,1955,51.5833,9.3,"51.5833 9.3","1950-1960",124,3.57622942826176
2232,5.25838697924008,108.487453308919,34.2041659590613,19,1956,51.5833,9.3,"51.5833 9.3","1950-1960",121,4.32999990321696
2940,6.9216127485157,138.716834341719,55.7367850822073,19,1957,51.5833,9.3,"51.5833 9.3","1950-1960",105,7.34032770478335
2196,6.78999984823167,115.657017729849,68.4644748996376,19,1958,51.5833,9.3,"51.5833 9.3","1950-1960",126,2.58327863078381
2688,8.12999981828034,126.063800295648,90.7392654167742,19,1959,51.5833,9.3,"51.5833 9.3","1950-1960",105,7.93688506849843
2580,6.92290307106751,124.206746344912,63.5320110330129,19,1960,51.5833,9.3,"51.5833 9.3","1950-1960",104,6.23081953286148
1896,4.66741925051376,106.298675759716,28.3177373964778,20,1951,50,12.0833,"50 12.0833","1950-1960",115,3.32442615520148
1836,2.41322575251181,96.9502944674694,21.3429575379183,20,1952,50,12.0833,"50 12.0833","1950-1960",101,4.78622940121616
2040,8.06580627132808,102.218374253976,76.3903920153959,20,1953,50,12.0833,"50 12.0833","1950-1960",118,5.47737692675141
1956,4.01322571674903,102.648352417381,13.0975402909629,20,1954,50,12.0833,"50 12.0833","1950-1960",94,3.88196712634603
1620,5.91483857747047,95.1754168567259,66.749611673968,20,1955,50,12.0833,"50 12.0833","1950-1960",122,2.17475404975111
1692,6.39806437312115,92.6206758495848,62.0592391722273,20,1956,50,12.0833,"50 12.0833","1950-1960",129,2.37573765181616
2472,4.67129021816917,118.900262323653,28.9983952473525,20,1957,50,12.0833,"50 12.0833","1950-1960",88,5.54426217115805
1860,4.76709666764063,100.797482575841,29.2957591352066,20,1958,50,12.0833,"50 12.0833","1950-1960",124,0.958688503161806
2412,6.10806437960315,113.138329105616,40.3447181869318,20,1959,50,12.0833,"50 12.0833","1950-1960",103,6.49213100243054
2352,7.28516112748654,106.364940992232,55.9382462810399,20,1960,50,12.0833,"50 12.0833","1950-1960",115,4.4044261310616
2508,6.23903211861128,126.584366258669,50.5139947414701,21,1951,49.3333,10.8,"49.3333 10.8","1950-1960",115,4.95327857781018
2148,8.44096755326515,113.54015971385,155.652134474516,21,1952,49.3333,10.8,"49.3333 10.8","1950-1960",112,6.67065558860414
2028,7.8870965979032,106.137486518947,77.1981459966163,21,1953,49.3333,10.8,"49.3333 10.8","1950-1960",103,7.10540967724729
2220,6.29741921408042,116.160491972973,44.5875222443927,21,1954,49.3333,10.8,"49.3333 10.8","1950-1960",124,5.43737692764548
1584,7.34354822295568,99.4330253322767,85.8850357759471,21,1955,49.3333,10.8,"49.3333 10.8","1950-1960",121,4.02442613955526
1992,7.51612886425949,102.221079448301,86.7305710166671,21,1956,49.3333,10.8,"49.3333 10.8","1950-1960",128,4.28311465836329
2652,6.80903210587079,126.80103565717,67.4727963095871,21,1957,49.3333,10.8,"49.3333 10.8","1950-1960",118,7.11081951319194
2136,8.66387077408933,112.318735085014,128.497993481765,21,1958,49.3333,10.8,"49.3333 10.8","1950-1960",130,2.40327863480713
2688,8.13806433422912,118.909771813005,91.3840152942249,21,1959,49.3333,10.8,"49.3333 10.8","1950-1960",105,7.71721294226094
2508,8.20451594564703,119.498177285123,85.498214330824,21,1960,49.3333,10.8,"49.3333 10.8","1950-1960",110,6.41426215171203
