"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","complex","complex.wname","force.z","photo.z","chill.z"
"falusi90","exp1","Fagus","sylvatica","mean","yes","24","13","13","73.9",108,0,"16","0","",46.03333,18.9583333333333,13,0,108,"exp","exp","exp",0,0,16,"Fagus_sylvatica",0.520644898437179,-0.297754732027524,-1.52292384433365
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","88.97",235.09,0,"","0","",38.2666,17.125,9,0,235.09,"exp","exp","exp",0,0,16,"Fagus_sylvatica",0.217582256956579,-0.943139822649012,-1.52292384433365
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","88.5",59.58,633,"","","01-Mar-1991",38.2666,17.125,9,1.00416666666667,59.58,"exp","exp","fldest",633,75.8522691930718,16,"Fagus_sylvatica",0.217582256956579,-0.943139822649012,-1.22356131843406
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","93.31",224.16,0,"","0","",38.2666,18.9583333333333,13,0,224.16,"exp","exp","exp",0,0,16,"Fagus_sylvatica",0.520644898437179,-0.297754732027524,-1.52292384433365
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","91.32",51.87,633,"","","01-Mar-1991",38.2666,18.9583333333333,13,1.00416666666667,51.87,"exp","exp","fldest",633,75.8522691930718,16,"Fagus_sylvatica",0.520644898437179,-0.297754732027524,-1.22356131843406
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","96.6",150,0,"","0","",43.8,17.125,9,0,150,"exp","exp","exp",0,0,16,"Fagus_sylvatica",0.217582256956579,-0.943139822649012,-1.52292384433365
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","9","95.66",45.56,1479,"","","01-Mar-1991",43.8,17.125,9,4.75,45.56,"exp","exp","fldest",1479,86.6628496543005,16,"Fagus_sylvatica",0.217582256956579,-0.943139822649012,-0.106852145057582
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","93.43",224.16,0,"","0","",43.8,18.9583333333333,13,0,224.16,"exp","exp","exp",0,0,16,"Fagus_sylvatica",0.520644898437179,-0.297754732027524,-1.52292384433365
"falusi96","exp3","Fagus","sylvatica","","yes","24","13","13","94.37",38.55,1479,"","","01-Mar-1991",43.8,18.9583333333333,13,4.75,38.55,"exp","exp","fldest",1479,86.6628496543005,16,"Fagus_sylvatica",0.520644898437179,-0.297754732027524,-0.106852145057582
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","60.338",60,0,"","0","18-Sep-1994",43.8,25,12,-1.01875,60,"exp","exp","bothest",0,0,16,"Fagus_sylvatica",1.51937405786188,-0.459101004682896,-1.82663395878365
"falusi97","exp1","Fagus","sylvatica","","yes","25","","12","70.096",120,710,"","54","24-Dec-1993",43.82,25,12,3.35,120,"exp","exp","fldest",710,53.9123071109649,16,"Fagus_sylvatica",1.51937405786188,-0.459101004682896,-0.524220645896844
"falusi97","exp2","Fagus","sylvatica","","yes","15","","12","85.232",60,800,"","67","6-Jan-1995",43.8,15,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,16,"Fagus_sylvatica",-0.133694895668661,-0.459101004682896,-0.477639339999605
"falusi97","exp2","Fagus","sylvatica","","yes","25","","12","100",60,800,"","67","6-Jan-1995",43.8,25,12,3.50625,60,"exp","exp","fldest",800,64.2605415284332,16,"Fagus_sylvatica",1.51937405786188,-0.459101004682896,-0.477639339999605
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",0.858146476449665,1.47705426718157,1.67938566508188
"heide93","exp1","Betula","pendula","","yes","21","21","24","95.919",18,922,"","","15-Dec-1989",59.5,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,10,"Betula_pendula",0.858146476449665,1.47705426718157,0.163319429146405
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,10,"Betula_pendula",0.858146476449665,-1.10448609530438,0.44032292821532
"heide93","exp1","Betula","pendula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",0.858146476449665,1.47705426718157,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",0.858146476449665,-1.10448609530438,1.67938566508188
"heide93","exp1","Betula","pendula","","yes","15","15","8","89.984",25,922,"","","15-Dec-1989",59.5,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,10,"Betula_pendula",-0.133694895668661,-1.10448609530438,0.163319429146405
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,10,"Betula_pendula",-0.133694895668661,1.47705426718157,0.44032292821532
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",-0.133694895668661,-1.10448609530438,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",-0.133694895668661,1.47705426718157,1.67938566508188
"heide93","exp1","Betula","pendula","","yes","15","15","24","69.634",25,922,"","","15-Dec-1989",59.5,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,10,"Betula_pendula",-0.133694895668661,1.47705426718157,0.163319429146405
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,10,"Betula_pendula",-0.133694895668661,-1.10448609530438,0.44032292821532
"heide93","exp1","Betula","pendula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",-0.133694895668661,1.47705426718157,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",-0.133694895668661,-1.10448609530438,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",-1.12553626778699,-1.10448609530438,1.67938566508188
"heide93","exp1","Betula","pendula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",0.858146476449665,-1.10448609530438,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","9","9","8","85.321",42,922,"","","15-Dec-1989",59.5,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,10,"Betula_pendula",-1.12553626778699,-1.10448609530438,0.163319429146405
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,10,"Betula_pendula",-1.12553626778699,1.47705426718157,0.44032292821532
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",-1.12553626778699,-1.10448609530438,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",-1.12553626778699,1.47705426718157,1.67938566508188
"heide93","exp1","Betula","pendula","","yes","9","9","24","60.307",42,922,"","","15-Dec-1989",59.5,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,10,"Betula_pendula",-1.12553626778699,1.47705426718157,0.163319429146405
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,10,"Betula_pendula",-1.12553626778699,-1.10448609530438,0.44032292821532
"heide93","exp1","Betula","pendula","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,10,"Betula_pendula",-1.12553626778699,1.47705426718157,1.12289433062953
"heide93","exp1","Betula","pendula","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,10,"Betula_pendula",-1.12553626778699,-1.10448609530438,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","21","21","8","94.818",18,922,"","","15-Dec-1989",59.5,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",0.858146476449665,-1.10448609530438,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",0.858146476449665,1.47705426718157,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",0.858146476449665,-1.10448609530438,1.12289433062953
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",0.858146476449665,1.47705426718157,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","21","21","24","80.716",18,922,"","","15-Dec-1989",59.5,21,24,5.65625,18,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",0.858146476449665,1.47705426718157,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",0.858146476449665,-1.10448609530438,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",0.858146476449665,1.47705426718157,1.12289433062953
"heide93","exp1","Prunus","padus","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",0.858146476449665,-1.10448609530438,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","15","15","8","94.605",25,922,"","","15-Dec-1989",59.5,15,8,5.65625,25,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",-0.133694895668661,-1.10448609530438,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",-0.133694895668661,1.47705426718157,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",-0.133694895668661,-1.10448609530438,1.12289433062953
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",-0.133694895668661,1.47705426718157,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","15","15","24","73.665",25,922,"","","15-Dec-1989",59.5,15,24,5.65625,25,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",-0.133694895668661,1.47705426718157,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",-0.133694895668661,-1.10448609530438,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",-0.133694895668661,1.47705426718157,1.12289433062953
"heide93","exp1","Prunus","padus","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",-0.133694895668661,-1.10448609530438,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,922,"","","15-Dec-1989",59.5,9,8,5.65625,42,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",-1.12553626778699,-1.10448609530438,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",-1.12553626778699,1.47705426718157,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",-1.12553626778699,-1.10448609530438,1.12289433062953
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,26,"Prunus_padus",-1.12553626778699,1.47705426718157,1.67938566508188
"heide93","exp1","Prunus","padus","","yes","9","9","24","89.904",42,922,"","","15-Dec-1989",59.5,9,24,5.65625,42,"exp","exp","fldest",922,67.9051752905634,26,"Prunus_padus",-1.12553626778699,1.47705426718157,0.163319429146405
"heide93","exp1","Prunus","padus","","yes","9","9","8","100",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,26,"Prunus_padus",-1.12553626778699,-1.10448609530438,0.44032292821532
"heide93","exp1","Prunus","padus","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,26,"Prunus_padus",-1.12553626778699,1.47705426718157,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","21","21","8","77.182",18,922,"","","15-Dec-1989",59.5,21,8,5.65625,18,"exp","exp","fldest",922,67.9051752905634,23,"Populus_tremula",0.858146476449665,-1.10448609530438,0.163319429146405
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1283,"","","15-Jan-1990",59.5,21,24,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",0.858146476449665,1.47705426718157,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",0.858146476449665,-1.10448609530438,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",0.858146476449665,1.47705426718157,1.67938566508188
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,1283,"","","15-Jan-1990",59.5,21,8,6.58541666666667,18,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",0.858146476449665,-1.10448609530438,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","21","21","24","100",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",0.858146476449665,1.47705426718157,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","21","21","8","100",18,2445,"","","15-Mar-1990",59.5,21,8,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",0.858146476449665,-1.10448609530438,1.67938566508188
"heide93","exp1","Populus","tremula","","yes","15","15","24","92.744",25,1283,"","","15-Jan-1990",59.5,15,24,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",-0.133694895668661,1.47705426718157,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,1969,"","","15-Feb-1990",59.5,15,8,8.875,25,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",-0.133694895668661,-1.10448609530438,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,2445,"","","15-Mar-1990",59.5,15,24,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",-0.133694895668661,1.47705426718157,1.67938566508188
"heide93","exp1","Populus","tremula","","yes","15","15","8","62.881",25,1283,"","","15-Jan-1990",59.5,15,8,6.58541666666667,25,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",-0.133694895668661,-1.10448609530438,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","15","15","24","100",25,1969,"","","15-Feb-1990",59.5,15,24,8.875,25,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",-0.133694895668661,1.47705426718157,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","15","15","8","100",25,2445,"","","15-Mar-1990",59.5,15,8,10.7416666666667,25,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",-0.133694895668661,-1.10448609530438,1.67938566508188
"heide93","exp1","Populus","tremula","","yes","9","9","24","96.53",42,1283,"","","15-Jan-1990",59.5,9,24,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",-1.12553626778699,1.47705426718157,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","9","9","8","100",42,1969,"","","15-Feb-1990",59.5,9,8,8.875,42,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",-1.12553626778699,-1.10448609530438,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","9","9","24","100",42,2445,"","","15-Mar-1990",59.5,9,24,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",-1.12553626778699,1.47705426718157,1.67938566508188
"heide93","exp1","Populus","tremula","","yes","9","9","8","59.727",42,1283,"","","15-Jan-1990",59.5,9,8,6.58541666666667,42,"exp","exp","fldest",1283,85.0291308339781,23,"Populus_tremula",-1.12553626778699,-1.10448609530438,0.44032292821532
"heide93","exp1","Populus","tremula","","yes","9","9","24","100",42,1969,"","","15-Feb-1990",59.5,9,24,8.875,42,"exp","exp","fldest",1969,107.488373412348,23,"Populus_tremula",-1.12553626778699,1.47705426718157,1.12289433062953
"heide93","exp1","Populus","tremula","","yes","9","9","8","100",42,2445,"","","15-Mar-1990",59.5,9,8,10.7416666666667,42,"exp","exp","fldest",2445,127.44676417941,23,"Populus_tremula",-1.12553626778699,-1.10448609530438,1.67938566508188
"heide93","exp1","Alnus","incana","","yes","21","21","8","94.497",18,1969,"","","15-Feb-1990",59.5,21,8,8.875,18,"exp","exp","fldest",1969,107.488373412348,8,"Alnus_incana",0.858146476449665,-1.10448609530438,1.12289433062953
"heide93","exp1","Alnus","incana","","yes","21","21","24","100",18,2445,"","","15-Mar-1990",59.5,21,24,10.7416666666667,18,"exp","exp","fldest",2445,127.44676417941,8,"Alnus_incana",0.858146476449665,1.47705426718157,1.67938566508188
"heide93","exp1","Alnus","incana","","yes","21","21","24","86.74",18,1969,"","","15-Feb-1990",59.5,21,24,8.875,18,"exp","exp","fldest",1969,107.488373412348,8,"Alnus_incana",0.858146476449665,1.47705426718157,1.12289433062953
"heide93","exp2","Populus","tremula","","yes","15","15","8","62.881",25,1443,"","","15-Jan-1991",59.5,15,8,6.03958333333333,25,"exp","exp","fldest",1443,80.8437190134089,23,"Populus_tremula",-0.133694895668661,-1.10448609530438,0.277598899614298
"heide93","exp2","Populus","tremula","","yes","15","15","24","100",25,1550,"","","15-Feb-1991",59.5,15,24,6.23333333333333,25,"exp","exp","fldest",1550,88.6351561717912,23,"Populus_tremula",-0.133694895668661,1.47705426718157,0.335359718926874
"heide93","exp2","Populus","tremula","","yes","15","15","8","100",25,1946,"","","15-Mar-1991",59.5,15,8,6.83125,25,"exp","exp","fldest",1946,106.300561899067,23,"Populus_tremula",-0.133694895668661,-1.10448609530438,0.513610849493642
"heide93","exp2","Populus","tremula","","yes","9","9","24","96.53",42,1443,"","","15-Jan-1991",59.5,9,24,6.03958333333333,42,"exp","exp","fldest",1443,80.8437190134089,23,"Populus_tremula",-1.12553626778699,1.47705426718157,0.277598899614298
"heide93","exp2","Populus","tremula","","yes","9","9","8","100",42,1550,"","","15-Feb-1991",59.5,9,8,6.23333333333333,42,"exp","exp","fldest",1550,88.6351561717912,23,"Populus_tremula",-1.12553626778699,-1.10448609530438,0.335359718926874
"heide93","exp2","Populus","tremula","","yes","9","9","24","100",42,1946,"","","15-Mar-1991",59.5,9,24,6.83125,42,"exp","exp","fldest",1946,106.300561899067,23,"Populus_tremula",-1.12553626778699,1.47705426718157,0.513610849493642
