"datasetID","study","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","chilltemp","chilldays","fieldsample.date","provenance.lat","force","photo","chill","resp","force_type","photo_type","chill_type","chill.hrs","chill.ports","latbi","complex","force.z","photo.z","chill.z"
"zohner16","Exp1","Acer","ginnala","","yes","18","14","16","timeonly",24.5625,1831,"","","10-Feb-2014",48.16447,16.6666666666667,16,6.875,24.5625,"exp","exp","fldest",1831,95.3468886724268,"Acer_ginnala",5,0.213662345022282,0.33943959214927,0.410613758054544
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",19,2239,"","110","14-Mar-2012",48.403008,7,8,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.48807251799134,-1.07633271920297,0.601651239726928
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",19,2239,"","110","14-Mar-2012",48.403008,7,12,7.50625,19,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.48807251799134,-0.368446563526852,0.601651239726928
"laube14a","exp1","Acer","negundo","","yes","7","","16","timeonly",18,2239,"","110","14-Mar-2012",48.403008,7,16,7.50625,18,"ramped","exp","fldest",2239,103.547699511753,"Acer_negundo",6,-1.48807251799134,0.33943959214927,0.601651239726928
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",39,1003,"","33","14-Dec-2011",48.403008,7,8,3.61875,39,"ramped","exp","fldest",1003,51.6913728053825,"Acer_negundo",6,-1.48807251799134,-1.07633271920297,-0.574837013740624
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",40,1003,"","33","14-Dec-2011",48.403008,7,12,3.61875,40,"ramped","exp","fldest",1003,51.6913728053825,"Acer_negundo",6,-1.48807251799134,-0.368446563526852,-0.574837013740624
"laube14a","exp1","Acer","negundo","","yes","7","","8","timeonly",23,1780,"","73","30-Jan-2012",48.403008,7,8,5.82916666666667,23,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.48807251799134,-1.07633271920297,0.0941094154818159
"laube14a","exp1","Acer","negundo","","yes","7","","12","timeonly",21,1780,"","73","30-Jan-2012",48.403008,7,12,5.82916666666667,21,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.48807251799134,-0.368446563526852,0.0941094154818159
"laube14a","exp1","Acer","negundo","","yes","7","","16","timeonly",19,1780,"","73","30-Jan-2012",48.403008,7,16,5.82916666666667,19,"ramped","exp","fldest",1780,79.879632404017,"Acer_negundo",6,-1.48807251799134,0.33943959214927,0.0941094154818159
"zohner16","Exp1","Acer","platanoides","","yes","18","14","8","timeonly",50.5625,989,"","","21-Dec-2013",48.16447,15.3333333333333,8,4.44791666666667,50.5625,"exp","exp","fldest",989,61.1148070881309,"Acer_platanoides",7,-0.0210597050485631,-1.07633271920297,-0.323903291939935
"zohner16","Exp1","Acer","platanoides","","yes","18","14","16","timeonly",50.5625,989,"","","21-Dec-2013",48.16447,16.6666666666667,16,4.44791666666667,50.5625,"exp","exp","fldest",989,61.1148070881309,"Acer_platanoides",7,0.213662345022282,0.33943959214927,-0.323903291939935
"zohner16","Exp1","Acer","platanoides","","yes","18","14","16","timeonly",32.9375,1831,"","","10-Feb-2014",48.16447,16.6666666666667,16,6.875,32.9375,"exp","exp","fldest",1831,95.3468886724268,"Acer_platanoides",7,0.213662345022282,0.33943959214927,0.410613758054544
"zohner16","Exp1","Acer","platanoides","","yes","18","14","16","timeonly",30.1875,2380,"","","21-Mar-2014",48.16447,16.6666666666667,16,9.26458333333333,30.1875,"exp","exp","fldest",2380,123.490985386386,"Acer_platanoides",7,0.213662345022282,0.33943959214927,1.13378204676156
"zohner16","Exp1","Acer","platanoides","","yes","18","14","8","timeonly",35.375,1831,"","","10-Feb-2014",48.16447,15.3333333333333,8,6.875,35.375,"exp","exp","fldest",1831,95.3468886724268,"Acer_platanoides",7,-0.0210597050485631,-1.07633271920297,0.410613758054544
"zohner16","Exp1","Acer","platanoides","","yes","18","14","8","timeonly",30.64325,2380,"","","21-Mar-2014",48.16447,15.3333333333333,8,9.26458333333333,30.64325,"exp","exp","fldest",2380,123.490985386386,"Acer_platanoides",7,-0.0210597050485631,-1.07633271920297,1.13378204676156
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",47.26,1345,"","","3-Mar-2009",46.2,5,9.5,5.14375,47.26,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",8,-1.84015559309761,-0.810875410824428,-0.113320721383578
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",46.23,1297,"","","3-Mar-2009",46.85,5,11,4.97708333333333,46.23,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",8,-1.84015559309761,-0.545418102445882,-0.163759660438993
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",36.79,1345,"","","3-Mar-2009",46.2,5,9.5,5.14375,36.79,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",8,-1.84015559309761,-0.810875410824428,-0.113320721383578
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",36.23,1297,"","","3-Mar-2009",46.85,5,11,4.97708333333333,36.23,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",8,-1.84015559309761,-0.545418102445882,-0.163759660438993
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",57.26,1345,"","","3-Mar-2009",46.2,5,9.5,5.14375,57.26,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",8,-1.84015559309761,-0.810875410824428,-0.113320721383578
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",56.7,1297,"","","3-Mar-2009",46.85,5,11,4.97708333333333,56.7,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",8,-1.84015559309761,-0.545418102445882,-0.163759660438993
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","9.5","timeonly",34.81,1345,"","","3-Mar-2009",46.2,5,9.5,5.14375,34.81,"ramped","ramped","fldest",1345,81.8044874041654,"Acer_pseudoplatanus",8,-1.84015559309761,-0.810875410824428,-0.113320721383578
"basler12","exp1","Acer","pseudoplatanus","","yes","5","","11","timeonly",34.72,1297,"","","3-Mar-2009",46.85,5,11,4.97708333333333,34.72,"ramped","ramped","fldest",1297,89.6547488698292,"Acer_pseudoplatanus",8,-1.84015559309761,-0.545418102445882,-0.163759660438993
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",34.62,1857,"","122","31-Mar-2010",46.315,21,16,7.71041666666667,34.62,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.44,1857,"","122","31-Mar-2010",46.315,21,16,7.71041666666667,19.44,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.95,1857,"","122","31-Mar-2010",46.315,21,16,7.71041666666667,19.95,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",42.48,1857,"","122","31-Mar-2010",46.315,6,9.2,7.71041666666667,42.48,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,-1.66411405554448,-0.863966872500137,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",43.51,1857,"","122","31-Mar-2010",46.315,6,10.2,7.71041666666667,43.51,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,-1.66411405554448,-0.686995333581107,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",36.32,1857,"","122","31-Mar-2010",46.315,9,9.2,7.71041666666667,36.32,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,-1.13598944288508,-0.863966872500137,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","10.2","timeonly",34.09,1857,"","122","31-Mar-2010",46.315,9,10.2,7.71041666666667,34.09,"exp","ramped","fldest",1857,111.522957248158,"Acer_pseudoplatanus",8,-1.13598944288508,-0.686995333581107,0.663438940069812
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",32.85,1219,"","57","27-Jan-2010",46.315,21,16,5.21875,32.85,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",18.62,1219,"","57","27-Jan-2010",46.315,21,16,5.21875,18.62,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",19.06,1219,"","57","27-Jan-2010",46.315,21,16,5.21875,19.06,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",102.1,1219,"","57","27-Jan-2010",46.315,6,9.2,5.21875,102.1,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,-1.66411405554448,-0.863966872500137,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",102.1,1219,"","57","27-Jan-2010",46.315,6,10.2,5.21875,102.1,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,-1.66411405554448,-0.686995333581107,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",71.61,1219,"","57","27-Jan-2010",46.315,9,9.2,5.21875,71.61,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,-1.13598944288508,-0.863966872500137,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","10.2","timeonly",71.78,1219,"","57","27-Jan-2010",46.315,9,10.2,5.21875,71.78,"exp","ramped","fldest",1219,73.1802177497165,"Acer_pseudoplatanus",8,-1.13598944288508,-0.686995333581107,-0.0906231988086411
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",31.35,1585,"","93","2-Mar-2010",46.315,21,16,6.51458333333333,31.35,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",17.94,1585,"","93","2-Mar-2010",46.315,21,16,6.51458333333333,17.94,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","21","21","16","timeonly",18.11,1585,"","93","2-Mar-2010",46.315,21,16,6.51458333333333,18.11,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,0.976509007752527,0.33943959214927,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","9.2","timeonly",69.72,1585,"","93","2-Mar-2010",46.315,6,9.2,6.51458333333333,69.72,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,-1.66411405554448,-0.863966872500137,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","6","6","10.2","timeonly",69.38,1585,"","93","2-Mar-2010",46.315,6,10.2,6.51458333333333,69.38,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,-1.66411405554448,-0.686995333581107,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","9.2","timeonly",58.07,1585,"","93","2-Mar-2010",46.315,9,9.2,6.51458333333333,58.07,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,-1.13598944288508,-0.863966872500137,0.30153955234721
"basler14","exp1","Acer","pseudoplatanus","","yes","9","9","10.2","timeonly",55.5,1585,"","93","2-Mar-2010",46.315,9,10.2,6.51458333333333,55.5,"exp","ramped","fldest",1585,93.2022833316661,"Acer_pseudoplatanus",8,-1.13598944288508,-0.686995333581107,0.30153955234721
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","8","timeonly",34,2239,"","110","14-Mar-2012",48.403008,7,8,7.50625,34,"ramped","exp","fldest",2239,103.547699511753,"Acer_pseudoplatanus",8,-1.48807251799134,-1.07633271920297,0.601651239726928
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","12","timeonly",32,2239,"","110","14-Mar-2012",48.403008,7,12,7.50625,32,"ramped","exp","fldest",2239,103.547699511753,"Acer_pseudoplatanus",8,-1.48807251799134,-0.368446563526852,0.601651239726928
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","16","timeonly",26,2239,"","110","14-Mar-2012",48.403008,7,16,7.50625,26,"ramped","exp","fldest",2239,103.547699511753,"Acer_pseudoplatanus",8,-1.48807251799134,0.33943959214927,0.601651239726928
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","16","timeonly",41,1003,"","33","14-Dec-2011",48.403008,7,16,3.61875,41,"ramped","exp","fldest",1003,51.6913728053825,"Acer_pseudoplatanus",8,-1.48807251799134,0.33943959214927,-0.574837013740624
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","16","timeonly",35,1780,"","73","30-Jan-2012",48.403008,7,16,5.82916666666667,35,"ramped","exp","fldest",1780,79.879632404017,"Acer_pseudoplatanus",8,-1.48807251799134,0.33943959214927,0.0941094154818159
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","8","timeonly",35,1780,"","73","30-Jan-2012",48.403008,7,8,5.82916666666667,35,"ramped","exp","fldest",1780,79.879632404017,"Acer_pseudoplatanus",8,-1.48807251799134,-1.07633271920297,0.0941094154818159
"laube14a","exp1","Acer","pseudoplatanus","","yes","7","","12","timeonly",33,1780,"","73","30-Jan-2012",48.403008,7,12,5.82916666666667,33,"ramped","exp","fldest",1780,79.879632404017,"Acer_pseudoplatanus",8,-1.48807251799134,-0.368446563526852,0.0941094154818159
"webb78","exp2","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",4,1455,"","182","1-May-1974",44.303,24.6666666666667,16,4.93125,4,"exp","exp","fldest",1455,97.4249989860029,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,-0.177630368679232
"webb78","exp2","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",35,845,"","30","1-Dec-1973",44.303,24.6666666666667,16,3.2625,35,"exp","exp","fldest",845,51.3814349837642,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,-0.682650245971573
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",62,440,"5","0","1-Nov-1973",44.303,24.6666666666667,16,1.48333333333333,62,"exp","exp","bothest",440,27.848297312089,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,-1.22108592038813
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",7,3344,"5","121","1-Nov-1973",44.303,24.6666666666667,16,13.5833333333333,7,"exp","exp","bothest",3344,124.358340546077,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,2.44078105503499
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",5,4088,"5","152","1-Nov-1973",44.303,24.6666666666667,16,16.6833333333333,5,"exp","exp","bothest",4088,149.534256268251,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,3.37894532146571
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",4,4808,"5","182","1-Nov-1973",44.303,24.6666666666667,16,19.6833333333333,4,"exp","exp","bothest",4808,173.870974799687,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,4.28684622446318
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",41,1160,"5","30","1-Nov-1973",44.303,24.6666666666667,16,4.48333333333333,41,"exp","exp","bothest",1160,51.3481849517708,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,-0.313185017390659
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",25,1904,"5","61","1-Nov-1973",44.303,24.6666666666667,16,7.58333333333333,25,"exp","exp","bothest",1904,76.5241006739453,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,0.624979249040058
"webb78","exp1","Acer","saccharinum","seedlings","yes","28","18","16","timeonly",17,2648,"5","92","1-Nov-1973",44.303,24.6666666666667,16,10.6833333333333,17,"exp","exp","bothest",2648,101.70001639612,"Acer_saccharinum",9,1.62199464544735,0.33943959214927,1.56314351547077
"calme94","exp1","Acer","saccharum","","yes","24.4","24.4","16","timeonly",35.3,205,"","","5-Oct-1992",46.133,24.4,16,0.658333333333333,35.3,"exp","exp","fldest",205,15.8808054809128,"Acer_saccharum",10,1.57505023543318,0.33943959214927,-1.47075866871243
"calme94","exp1","Acer","saccharum","","yes","24.4","24.4","16","timeonly",38,517,"","","2-Nov-1992",46.133,24.4,16,1.74166666666667,38,"exp","exp","fldest",517,30.464693582377,"Acer_saccharum",10,1.57505023543318,0.33943959214927,-1.14290556485223
"calme94","exp1","Acer","saccharum","","yes","24.4","24.4","16","timeonly",34.1,642,"","","16-Nov-1992",46.133,24.4,16,2.13333333333333,34.1,"exp","exp","fldest",642,38.8836070105996,"Acer_saccharum",10,1.57505023543318,0.33943959214927,-1.02437405807201
"calme94","exp1","Acer","saccharum","","yes","24.4","24.4","16","timeonly",28.9,821,"","","7-Dec-1992",46.133,24.4,16,2.55208333333333,28.9,"exp","exp","fldest",821,48.5177130192024,"Acer_saccharum",10,1.57505023543318,0.33943959214927,-0.897646223695279
"calme94","exp1","Acer","saccharum","","yes","24.4","24.4","16","timeonly",13.2,932,"","","1-Feb-1993",46.133,24.4,16,2.79583333333333,13.2,"exp","exp","fldest",932,63.9401410917723,"Acer_saccharum",10,1.57505023543318,0.33943959214927,-0.823879275326735
