"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"2591","5d8Soil","5d8","Soil",2015-11-29,333,6,"CAPBUR",60,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_60","CAPBUR_EU07"
"2592","5d9Soil","5d9","Soil",NA,NA,NA,"CAPBUR",60,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_60","CAPBUR_EU13"
"2593","5e10Soil","5e10","Soil",2015-11-29,333,6,"PLACOR",60,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_60","PLACOR_EU01"
"2595","5e11Soil","5e11","Soil",2015-11-29,333,6,"PLACOR",60,11.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"11.3_60","PLACOR_EU04"
"2618","5e3Soil","5e3","Soil",2015-12-09,343,16,"PLALAN",30,11.3,"US05","USA--Walden","USA",1,"11.3_30","PLALAN_US05"
"2620","5e4Soil","5e4","Soil",2015-12-05,339,12,"PLALAN",30,11.3,"US25","USA--Arnold Arboretum ","USA",1,"11.3_30","PLALAN_US25"
"2621","5e5Soil","5e5","Soil",NA,NA,NA,"PLALAN",30,11.3,"US27","USA--Arnold Arboretum ","USA",0,"11.3_30","PLALAN_US27"
"2623","5e7Soil","5e7","Soil",2015-12-05,339,12,"DACGLO",60,11.3,"US22","USA--Arnold Arboretum ","USA",1,"11.3_60","DACGLO_US22"
"2624","5e8Soil","5e8","Soil",NA,NA,NA,"CAPBUR",60,11.3,"EU07","Europe--Leer, Germany","Europe",0,"11.3_60","CAPBUR_EU07"
"2625","5e9Soil","5e9","Soil",NA,NA,NA,"CAPBUR",60,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_60","CAPBUR_EU13"
"2627","5f10Soil","5f10","Soil",2015-11-29,333,6,"PLACOR",60,11.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"11.3_60","PLACOR_EU01"
"2629","5f11Soil","5f11","Soil",2015-12-05,339,12,"DACGLO",60,11.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","DACGLO_EU06"
"2654","5f3Soil","5f3","Soil",NA,NA,NA,"PLALAN",30,11.3,"US20","USA--Arnold Arboretum ","USA",0,"11.3_30","PLALAN_US20"
"2656","5f4Soil","5f4","Soil",NA,NA,NA,"PLALAN",30,11.3,"US25","USA--Arnold Arboretum ","USA",0,"11.3_30","PLALAN_US25"
"2657","5f5Soil","5f5","Soil",2015-12-09,343,16,"PLALAN",30,11.3,"US27","USA--Arnold Arboretum ","USA",1,"11.3_30","PLALAN_US27"
"2660","5f7Soil","5f7","Soil",2015-12-05,339,12,"DACGLO",60,11.3,"US22","USA--Arnold Arboretum ","USA",1,"11.3_60","DACGLO_US22"
"2661","5f8Soil","5f8","Soil",2015-12-01,335,8,"CAPBUR",60,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_60","CAPBUR_EU07"
"2662","5f9Soil","5f9","Soil",NA,NA,NA,"CAPBUR",60,11.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"11.3_60","CAPBUR_EU13"
"2711","6a10Soil","6a10","Soil",NA,NA,NA,"CAPBUR",60,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_60","CAPBUR_EU13"
"2713","6a11Soil","6a11","Soil",NA,NA,NA,"PLACOR",60,16,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"16_60","PLACOR_EU04"
"2715","6a12Soil","6a12","Soil",2015-12-07,341,14,"DACGLO",60,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","DACGLO_EU06"
"2740","6a3Soil","6a3","Soil",2015-12-03,337,10,"PLALAN",30,16,"US01","USA--Walden","USA",1,"16_30","PLALAN_US01"
"2746","6a4Soil","6a4","Soil",NA,NA,NA,"PLALAN",30,16,"US21","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US21"
"2748","6a5Soil","6a5","Soil",2015-12-13,347,20,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US25"
"2749","6a6Soil","6a6","Soil",NA,NA,NA,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US27"
"2751","6a8Soil","6a8","Soil",2015-12-11,345,18,"DACGLO",60,16,"US22","USA--Arnold Arboretum ","USA",1,"16_60","DACGLO_US22"
"2752","6a9Soil","6a9","Soil",NA,NA,NA,"CAPBUR",60,16,"EU07","Europe--Leer, Germany","Europe",0,"16_60","CAPBUR_EU07"
"2753","6b10Soil","6b10","Soil",2015-12-01,335,8,"PLACOR",60,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU01"
"2755","6b11Soil","6b11","Soil",2015-11-29,333,6,"PLACOR",60,16,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU04"
"2757","6b12Soil","6b12","Soil",2015-11-29,333,6,"DACGLO",60,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","DACGLO_EU06"
"2780","6b3Soil","6b3","Soil",2015-11-29,333,6,"PLALAN",30,16,"US02","USA--Walden","USA",1,"16_30","PLALAN_US02"
"2782","6b4Soil","6b4","Soil",2015-12-03,337,10,"PLALAN",30,16,"US24","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US24"
"2784","6b5Soil","6b5","Soil",2015-12-03,337,10,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US25"
"2785","6b6Soil","6b6","Soil",NA,NA,NA,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US27"
"2787","6b8Soil","6b8","Soil",2015-11-29,333,6,"DACGLO",60,16,"US22","USA--Arnold Arboretum ","USA",1,"16_60","DACGLO_US22"
"2788","6b9Soil","6b9","Soil",2015-11-29,333,6,"CAPBUR",60,16,"EU07","Europe--Leer, Germany","Europe",1,"16_60","CAPBUR_EU07"
"2789","6c10Soil","6c10","Soil",2015-12-01,335,8,"PLACOR",60,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU01"
"2791","6c11Soil","6c11","Soil",NA,NA,NA,"PLACOR",60,16,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"16_60","PLACOR_EU04"
"2793","6c12Soil","6c12","Soil",2015-12-03,337,10,"DACGLO",60,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","DACGLO_EU06"
"2819","6c3Soil","6c3","Soil",NA,NA,NA,"PLALAN",30,16,"US03","USA--Walden","USA",0,"16_30","PLALAN_US03"
"2821","6c4Soil","6c4","Soil",NA,NA,NA,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US25"
"2823","6c5Soil","6c5","Soil",2015-11-29,333,6,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US27"
"2825","6c8Soil","6c8","Soil",2015-11-29,333,6,"DACGLO",60,16,"US22","USA--Arnold Arboretum ","USA",1,"16_60","DACGLO_US22"
"2826","6c9Soil","6c9","Soil",NA,NA,NA,"CAPBUR",60,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_60","CAPBUR_EU13"
"2827","6d10Soil","6d10","Soil",2015-11-29,333,6,"PLACOR",60,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU01"
"2829","6d11Soil","6d11","Soil",NA,NA,NA,"PLACOR",60,16,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"16_60","PLACOR_EU04"
"2853","6d3Soil","6d3","Soil",2015-11-29,333,6,"PLALAN",30,16,"US03","USA--Walden","USA",1,"16_30","PLALAN_US03"
"2855","6d4Soil","6d4","Soil",2015-12-01,335,8,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US25"
"2856","6d5Soil","6d5","Soil",2015-12-05,339,12,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US27"
"2859","6d8Soil","6d8","Soil",NA,NA,NA,"CAPBUR",60,16,"EU07","Europe--Leer, Germany","Europe",0,"16_60","CAPBUR_EU07"
"2860","6d9Soil","6d9","Soil",NA,NA,NA,"CAPBUR",60,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_60","CAPBUR_EU13"
"2861","6e10Soil","6e10","Soil",2015-11-27,331,4,"PLACOR",60,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU01"
"2863","6e11Soil","6e11","Soil",NA,NA,NA,"PLACOR",60,16,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"16_60","PLACOR_EU04"
"2886","6e3Soil","6e3","Soil",2015-11-29,333,6,"PLALAN",30,16,"US05","USA--Walden","USA",1,"16_30","PLALAN_US05"
"2888","6e4Soil","6e4","Soil",NA,NA,NA,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US25"
"2889","6e5Soil","6e5","Soil",NA,NA,NA,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US27"
"2891","6e7Soil","6e7","Soil",NA,NA,NA,"DACGLO",60,16,"US22","USA--Arnold Arboretum ","USA",0,"16_60","DACGLO_US22"
"2892","6e8Soil","6e8","Soil",2015-12-01,335,8,"CAPBUR",60,16,"EU07","Europe--Leer, Germany","Europe",1,"16_60","CAPBUR_EU07"
"2893","6e9Soil","6e9","Soil",NA,NA,NA,"CAPBUR",60,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_60","CAPBUR_EU13"
"2895","6f10Soil","6f10","Soil",2015-12-01,335,8,"PLACOR",60,16,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLACOR_EU01"
"2897","6f11Soil","6f11","Soil",2015-11-29,333,6,"DACGLO",60,16,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","DACGLO_EU06"
"2919","6f3Soil","6f3","Soil",NA,NA,NA,"PLALAN",30,16,"US20","USA--Arnold Arboretum ","USA",0,"16_30","PLALAN_US20"
"2921","6f4Soil","6f4","Soil",2015-11-27,331,4,"PLALAN",30,16,"US25","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US25"
"2922","6f5Soil","6f5","Soil",2015-11-29,333,6,"PLALAN",30,16,"US27","USA--Arnold Arboretum ","USA",1,"16_30","PLALAN_US27"
"2925","6f7Soil","6f7","Soil",2015-12-11,345,18,"DACGLO",60,16,"US22","USA--Arnold Arboretum ","USA",1,"16_60","DACGLO_US22"
"2926","6f8Soil","6f8","Soil",2015-12-09,343,16,"CAPBUR",60,16,"EU07","Europe--Leer, Germany","Europe",1,"16_60","CAPBUR_EU07"
"2927","6f9Soil","6f9","Soil",NA,NA,NA,"CAPBUR",60,16,"EU13","Europe--Copenhagen, Denmark","Europe",0,"16_60","CAPBUR_EU13"
"2977","7a10Soil","7a10","Soil",NA,NA,NA,"CAPBUR",60,20.7,"EU13","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","CAPBUR_EU13"
"2979","7a11Soil","7a11","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU04"
"2981","7a12Soil","7a12","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","DACGLO_EU06"
"3006","7a3Soil","7a3","Soil",2015-12-01,335,8,"PLALAN",30,20.7,"US01","USA--Walden","USA",1,"20.7_30","PLALAN_US01"
"3012","7a4Soil","7a4","Soil",NA,NA,NA,"PLALAN",30,20.7,"US21","USA--Arnold Arboretum ","USA",0,"20.7_30","PLALAN_US21"
"3014","7a5Soil","7a5","Soil",2015-11-27,331,4,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3015","7a6Soil","7a6","Soil",NA,NA,NA,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_30","PLALAN_US27"
"3017","7a8Soil","7a8","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"US22","USA--Arnold Arboretum ","USA",1,"20.7_60","DACGLO_US22"
"3018","7a9Soil","7a9","Soil",2015-11-27,331,4,"CAPBUR",60,20.7,"EU07","Europe--Leer, Germany","Europe",1,"20.7_60","CAPBUR_EU07"
"3019","7b10Soil","7b10","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU01"
"3021","7b11Soil","7b11","Soil",NA,NA,NA,"PLACOR",60,20.7,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"20.7_60","PLACOR_EU04"
"3023","7b12Soil","7b12","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","DACGLO_EU06"
"3046","7b3Soil","7b3","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"US02","USA--Walden","USA",1,"20.7_30","PLALAN_US02"
"3048","7b4Soil","7b4","Soil",2015-12-03,337,10,"PLALAN",30,20.7,"US24","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US24"
"3050","7b5Soil","7b5","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3051","7b6Soil","7b6","Soil",2016-01-11,11,49,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US27"
"3053","7b8Soil","7b8","Soil",NA,NA,NA,"DACGLO",60,20.7,"US22","USA--Arnold Arboretum ","USA",0,"20.7_60","DACGLO_US22"
"3054","7b9Soil","7b9","Soil",2015-11-27,331,4,"CAPBUR",60,20.7,"EU07","Europe--Leer, Germany","Europe",1,"20.7_60","CAPBUR_EU07"
"3055","7c10Soil","7c10","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU01"
"3057","7c11Soil","7c11","Soil",2015-11-29,333,6,"PLACOR",60,20.7,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU04"
"3059","7c12Soil","7c12","Soil",NA,NA,NA,"DACGLO",60,20.7,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_60","DACGLO_EU06"
"3085","7c3Soil","7c3","Soil",NA,NA,NA,"PLALAN",30,20.7,"US03","USA--Walden","USA",0,"20.7_30","PLALAN_US03"
"3087","7c4Soil","7c4","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3089","7c5Soil","7c5","Soil",2015-11-27,331,4,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US27"
"3091","7c8Soil","7c8","Soil",2015-11-29,333,6,"DACGLO",60,20.7,"US22","USA--Arnold Arboretum ","USA",1,"20.7_60","DACGLO_US22"
"3092","7c9Soil","7c9","Soil",NA,NA,NA,"CAPBUR",60,20.7,"EU13","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","CAPBUR_EU13"
"3093","7d10Soil","7d10","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU01"
"3095","7d11Soil","7d11","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU04"
"3119","7d3Soil","7d3","Soil",NA,NA,NA,"PLALAN",30,20.7,"US03","USA--Walden","USA",0,"20.7_30","PLALAN_US03"
"3121","7d4Soil","7d4","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3122","7d5Soil","7d5","Soil",NA,NA,NA,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_30","PLALAN_US27"
"3125","7d8Soil","7d8","Soil",2015-11-27,331,4,"CAPBUR",60,20.7,"EU07","Europe--Leer, Germany","Europe",1,"20.7_60","CAPBUR_EU07"
"3126","7d9Soil","7d9","Soil",NA,NA,NA,"CAPBUR",60,20.7,"EU13","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","CAPBUR_EU13"
"3127","7e10Soil","7e10","Soil",2015-11-27,331,4,"PLACOR",60,20.7,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU01"
"3129","7e11Soil","7e11","Soil",NA,NA,NA,"PLACOR",60,20.7,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"20.7_60","PLACOR_EU04"
"3152","7e3Soil","7e3","Soil",NA,NA,NA,"PLALAN",30,20.7,"US05","USA--Walden","USA",0,"20.7_30","PLALAN_US05"
"3154","7e4Soil","7e4","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3155","7e5Soil","7e5","Soil",NA,NA,NA,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_30","PLALAN_US27"
"3157","7e7Soil","7e7","Soil",2015-12-01,335,8,"DACGLO",60,20.7,"US22","USA--Arnold Arboretum ","USA",1,"20.7_60","DACGLO_US22"
"3158","7e8Soil","7e8","Soil",2015-11-27,331,4,"CAPBUR",60,20.7,"EU07","Europe--Leer, Germany","Europe",1,"20.7_60","CAPBUR_EU07"
"3159","7e9Soil","7e9","Soil",NA,NA,NA,"CAPBUR",60,20.7,"EU13","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","CAPBUR_EU13"
"3161","7f10Soil","7f10","Soil",2015-11-29,333,6,"PLACOR",60,20.7,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLACOR_EU01"
"3163","7f11Soil","7f11","Soil",2015-11-27,331,4,"DACGLO",60,20.7,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","DACGLO_EU06"
"3185","7f3Soil","7f3","Soil",2015-12-03,337,10,"PLALAN",30,20.7,"US20","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US20"
"3187","7f4Soil","7f4","Soil",2015-12-01,335,8,"PLALAN",30,20.7,"US25","USA--Arnold Arboretum ","USA",1,"20.7_30","PLALAN_US25"
"3188","7f5Soil","7f5","Soil",NA,NA,NA,"PLALAN",30,20.7,"US27","USA--Arnold Arboretum ","USA",0,"20.7_30","PLALAN_US27"
"3191","7f7Soil","7f7","Soil",2015-11-27,331,4,"DACGLO",60,20.7,"US22","USA--Arnold Arboretum ","USA",1,"20.7_60","DACGLO_US22"
"3192","7f8Soil","7f8","Soil",2015-12-01,335,8,"CAPBUR",60,20.7,"EU07","Europe--Leer, Germany","Europe",1,"20.7_60","CAPBUR_EU07"
"3193","7f9Soil","7f9","Soil",NA,NA,NA,"CAPBUR",60,20.7,"EU13","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","CAPBUR_EU13"
"3243","8a10Soil","8a10","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU13","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","CAPBUR_EU13"
"3245","8a11Soil","8a11","Soil",2015-11-29,333,6,"PLACOR",60,25.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU04"
"3247","8a12Soil","8a12","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","DACGLO_EU06"
"3272","8a3Soil","8a3","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"US01","USA--Walden","USA",1,"25.3_30","PLALAN_US01"
"3278","8a4Soil","8a4","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US21","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US21"
"3280","8a5Soil","8a5","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
"3281","8a6Soil","8a6","Soil",NA,NA,NA,"PLALAN",30,25.3,"US27","USA--Arnold Arboretum ","USA",0,"25.3_30","PLALAN_US27"
"3283","8a8Soil","8a8","Soil",2016-01-11,11,49,"DACGLO",60,25.3,"US22","USA--Arnold Arboretum ","USA",1,"25.3_60","DACGLO_US22"
"3284","8a9Soil","8a9","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU07","Europe--Leer, Germany","Europe",1,"25.3_60","CAPBUR_EU07"
"3285","8b10Soil","8b10","Soil",2015-11-29,333,6,"PLACOR",60,25.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU01"
"3287","8b11Soil","8b11","Soil",NA,NA,NA,"PLACOR",60,25.3,"EU04","Europe--Vlieland, The Netherlands","Europe",0,"25.3_60","PLACOR_EU04"
"3289","8b12Soil","8b12","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","DACGLO_EU06"
"3312","8b3Soil","8b3","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"US02","USA--Walden","USA",1,"25.3_30","PLALAN_US02"
"3314","8b4Soil","8b4","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"US24","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US24"
"3316","8b5Soil","8b5","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
"3317","8b6Soil","8b6","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US27","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US27"
"3319","8b8Soil","8b8","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"US22","USA--Arnold Arboretum ","USA",1,"25.3_60","DACGLO_US22"
"3320","8b9Soil","8b9","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU07","Europe--Leer, Germany","Europe",1,"25.3_60","CAPBUR_EU07"
"3321","8c10Soil","8c10","Soil",2015-11-27,331,4,"PLACOR",60,25.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU01"
"3323","8c11Soil","8c11","Soil",2015-11-29,333,6,"PLACOR",60,25.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU04"
"3325","8c12Soil","8c12","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","DACGLO_EU06"
"3348","8c3Soil","8c3","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"US03","USA--Walden","USA",1,"25.3_30","PLALAN_US03"
"3350","8c4Soil","8c4","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
"3352","8c5Soil","8c5","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"US27","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US27"
"3354","8c8Soil","8c8","Soil",2015-11-29,333,6,"DACGLO",60,25.3,"US22","USA--Arnold Arboretum ","USA",1,"25.3_60","DACGLO_US22"
"3355","8c9Soil","8c9","Soil",NA,NA,NA,"CAPBUR",60,25.3,"EU13","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","CAPBUR_EU13"
"3356","8d10Soil","8d10","Soil",2015-11-29,333,6,"PLACOR",60,25.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU01"
"3358","8d11Soil","8d11","Soil",2015-11-29,333,6,"PLACOR",60,25.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU04"
"3382","8d3Soil","8d3","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"US03","USA--Walden","USA",1,"25.3_30","PLALAN_US03"
"3384","8d4Soil","8d4","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
"3385","8d5Soil","8d5","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US27","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US27"
"3388","8d8Soil","8d8","Soil",2016-01-01,1,39,"CAPBUR",60,25.3,"EU07","Europe--Leer, Germany","Europe",1,"25.3_60","CAPBUR_EU07"
"3389","8d9Soil","8d9","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU13","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","CAPBUR_EU13"
"3390","8e10Soil","8e10","Soil",2015-11-27,331,4,"PLACOR",60,25.3,"EU01","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU01"
"3392","8e11Soil","8e11","Soil",2015-11-27,331,4,"PLACOR",60,25.3,"EU04","Europe--Vlieland, The Netherlands","Europe",1,"25.3_60","PLACOR_EU04"
"3415","8e3Soil","8e3","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"US05","USA--Walden","USA",1,"25.3_30","PLALAN_US05"
"3417","8e4Soil","8e4","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
"3418","8e5Soil","8e5","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"US27","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US27"
"3420","8e7Soil","8e7","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"US22","USA--Arnold Arboretum ","USA",1,"25.3_60","DACGLO_US22"
"3421","8e8Soil","8e8","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU07","Europe--Leer, Germany","Europe",1,"25.3_60","CAPBUR_EU07"
"3422","8e9Soil","8e9","Soil",2015-11-27,331,4,"CAPBUR",60,25.3,"EU13","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","CAPBUR_EU13"
"3424","8f10Soil","8f10","Soil",NA,NA,NA,"PLACOR",60,25.3,"EU01","Europe--Vlieland, The Netherlands","Europe",0,"25.3_60","PLACOR_EU01"
"3426","8f11Soil","8f11","Soil",2015-11-27,331,4,"DACGLO",60,25.3,"EU06","Europe--Bois de Boulogne, Paris, France","Europe",1,"25.3_60","DACGLO_EU06"
"3448","8f3Soil","8f3","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"US20","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US20"
"3450","8f4Soil","8f4","Soil",2015-11-27,331,4,"PLALAN",30,25.3,"US25","USA--Arnold Arboretum ","USA",1,"25.3_30","PLALAN_US25"
