"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Height of measurement from the ground / height from which sample was collected","Latitude","Leaf area index of the site (LAI)","Longitude","Photosynthesis per leaf area at leaf temperature (A_area)","Plant height vegetative","Reference / source","Stomata conductance to water vapour per leaf area"
"34","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.49",NA,NA,"0.04"
"35","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.42",NA,NA,"0.12"
"36","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.34",NA,NA,"0.05"
"37","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.34",NA,NA,"0.05"
"38","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.81",NA,NA,"0.09"
"39","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.8",NA,NA,"0.09"
"40","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.46",NA,NA,"0.04"
"41","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.51",NA,NA,"0.11"
"42","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.46",NA,NA,"0.11"
"43","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.84",NA,NA,"0.15"
"44","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","1.71",NA,NA,"0.02"
"45","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.75",NA,NA,"0.08"
"46","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.43",NA,NA,"0.1"
"47","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.9",NA,NA,"0.07"
"48","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.41",NA,NA,"0.1"
"49","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.9",NA,NA,"0.13"
"50","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.35",NA,NA,"0.1"
"51","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.35",NA,NA,"0.1"
"52","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.51",NA,NA,"0.09"
"53","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.84",NA,NA,"0.07"
"54","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.17",NA,NA,"0.05"
"55","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.5",NA,NA,"0.09"
"56","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","14.15",NA,NA,"0.17"
"57","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.82",NA,NA,"0.07"
"58","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.44",NA,NA,"0.09"
"59","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.43",NA,NA,"0.09"
"60","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.08",NA,NA,"0.11"
"61","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.59",NA,NA,"0.08"
"62","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.73",NA,NA,"0.07"
"63","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.27",NA,NA,"0.15"
"64","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.26",NA,NA,"0.15"
"65","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","2.45",NA,NA,"0.03"
"66","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.04",NA,NA,"0.05"
"67","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.45",NA,NA,"0.08"
"68","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.04",NA,NA,"0.1"
"69","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.21",NA,NA,"0.09"
"70","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.39",NA,NA,"0.08"
"71","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.78",NA,NA,"0.11"
"72","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.19",NA,NA,"0.04"
"73","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.33",NA,NA,"0.08"
"74","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","2.37",NA,NA,"0.03"
"75","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.1",NA,NA,"0.09"
"76","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.24",NA,NA,"0.13"
"77","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.24",NA,NA,"0.13"
"78","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.8",NA,NA,"0.15"
"79","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","16.49",NA,NA,"0.21"
"80","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.05",NA,NA,"0.09"
"81","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.47",NA,NA,"0.07"
"82","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.7",NA,NA,"0.15"
"83","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.34",NA,NA,"0.12"
"84","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.89",NA,NA,"0.05"
"85","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.11",NA,NA,"0.13"
"86","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.98",NA,NA,"0.09"
"87","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.65",NA,NA,"0.06"
"88","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.41",NA,NA,"0.07"
"89","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.85",NA,NA,"0.05"
"90","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.96",NA,NA,"0.13"
"91","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.66",NA,NA,"0.1"
"92","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.11",NA,NA,"0.08"
"93","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.34",NA,NA,"0.07"
"94","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.38",NA,NA,"0.15"
"95","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.55",NA,NA,"0.06"
"96","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.8",NA,NA,"0.09"
"97","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.57",NA,NA,"0.14"
"98","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.25",NA,NA,"0.11"
"99","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.5",NA,NA,"0.14"
"100","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.19",NA,NA,"0.07"
"101","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.66",NA,NA,"0.09"
"102","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.61",NA,NA,"0.13"
"103","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.55",NA,NA,"0.17"
"104","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.81",NA,NA,"0.16"
"105","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.36",NA,NA,"0.1"
"106","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.14",NA,NA,"0.07"
"107","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.13",NA,NA,"0.07"
"108","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.04",NA,NA,"0.11"
"109","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.36",NA,NA,"0.06"
"110","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.21",NA,NA,"0.1"
"111","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","13.69",NA,NA,"0.19"
"112","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.32",NA,NA,"0.06"
"113","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.79",NA,NA,"0.15"
"114","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.85",NA,NA,"0.11"
"115","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.99",NA,NA,"0.14"
"116","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.56",NA,NA,"0.12"
"117","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.27",NA,NA,"0.06"
"118","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.69",NA,NA,"0.08"
"119","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.38",NA,NA,"0.09"
"120","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.79",NA,NA,"0.11"
"121","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.06",NA,NA,"0.1"
"122","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.58",NA,NA,"0.15"
"123","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","24.57",NA,NA,"0.35"
"124","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.91",NA,NA,"0.07"
"125","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.2",NA,NA,"0.16"
"126","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","2.1",NA,NA,"0.03"
"127","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.58",NA,NA,"0.08"
"128","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.57",NA,NA,"0.08"
"129","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.42",NA,NA,"0.15"
"130","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.33",NA,NA,"0.12"
"131","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.99",NA,NA,"0.13"
"132","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.53",NA,NA,"0.08"
"133","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.6",NA,NA,"0.11"
"134","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.03",NA,NA,"0.16"
"135","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.56",NA,NA,"0.11"
"136","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.93",NA,NA,"0.13"
"137","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.53",NA,NA,"0.11"
"138","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.57",NA,NA,"0.14"
"139","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.86",NA,NA,"0.13"
"140","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.51",NA,NA,"0.14"
"141","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.82",NA,NA,"0.13"
"142","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.4",NA,NA,"0.08"
"143","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.04",NA,NA,"0.06"
"144","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","2.69",NA,NA,"0.04"
"145","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.71",NA,NA,"0.13"
"146","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.35",NA,NA,"0.14"
"147","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.65",NA,NA,"0.07"
"148","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.89",NA,NA,"0.12"
"149","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.22",NA,NA,"0.11"
"150","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.27",NA,NA,"0.05"
"151","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","7.19",NA,NA,"0.11"
"152","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.13",NA,NA,"0.14"
"153","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","3.25",NA,NA,"0.05"
"154","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.04",NA,NA,"0.17"
"155","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.44",NA,NA,"0.13"
"156","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.5",NA,NA,"0.07"
"157","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.9",NA,NA,"0.17"
"158","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.15",NA,NA,"0.19"
"159","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.31",NA,NA,"0.13"
"160","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.19",NA,NA,"0.16"
"161","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.71",NA,NA,"0.09"
"162","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","11.99",NA,NA,"0.19"
"163","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.08",NA,NA,"0.16"
"164","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","6.29",NA,NA,"0.1"
"165","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","13.83",NA,NA,"0.22"
"166","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.01",NA,NA,"0.08"
"167","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.63",NA,NA,"0.09"
"168","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","9.98",NA,NA,"0.16"
"169","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.99",NA,NA,"0.08"
"170","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","2.49",NA,NA,"0.04"
"171","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","4.97",NA,NA,"0.08"
"172","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","13.03",NA,NA,"0.21"
"173","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","12.31",NA,NA,"0.2"
"174","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","8.56",NA,NA,"0.14"
"175","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","10.36",NA,NA,"0.17"
"176","Lin","Yan-Shih",436,"Global Leaf Gas Exchange Database (I)","Acer rubrum",NA,"42.54",NA,"-72.17","5.44",NA,NA,"0.09"
