"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Latitude","Longitude","Photosynthesis per leaf area at leaf temperature (A_area)","Reference / source","Stomata conductance to water vapour per leaf area"
"54","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.26","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"55","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.46","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"56","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"57","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.49","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"58","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"59","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.34","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"60","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.65","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"61","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.05","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"62","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"63","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.46","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"64","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.15","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"65","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.45","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"66","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.2"
"67","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.64","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"68","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.19","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"69","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.09","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"70","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.16","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"71","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.97","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"72","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.1","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"73","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"74","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.38","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"75","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"76","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.44","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"77","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"78","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"79","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.63","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"80","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"81","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.98","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"82","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"83","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.4","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"84","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.89","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"85","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"86","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"87","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.67","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"88","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"89","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"90","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","13.83","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"91","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","12.27","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"92","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"93","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","24.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.35"
"94","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","16.49","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"95","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","13.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.31"
"96","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.3"
"97","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"98","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"99","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.31","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"100","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.46","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"101","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.59","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"102","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"103","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"104","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.06","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"105","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.83","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"106","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.71","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"107","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.13","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"108","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.23","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"109","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.1","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"110","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.08","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"111","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.29","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"112","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.64","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"113","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"114","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.75","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"115","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.62","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"116","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"117","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.31","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"118","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"119","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.29","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.02"
"120","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"121","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.94","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"122","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.19","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"123","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","0.63","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.02"
"124","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.01","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"125","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","-0.5","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.01"
"126","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","10.5","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"127","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.79","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"128","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","11.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"129","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","9.11","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"130","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.05","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"131","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.89","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"132","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.99","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"133","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.75","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"134","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.45","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"135","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","6.66","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"136","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","8.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"137","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.73","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"138","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","7.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"139","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.54","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"140","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"141","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.63","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"142","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.98","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.04"
"143","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","4.55","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"144","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","2.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"145","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.27","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"146","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","1.81","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.03"
"147","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","3.89","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.05"
"148","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Acer rubrum","42.54","-72.17","5.58","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
