"","LastName","FirstName","DatasetID","Dataset","SpeciesName","Latitude","Longitude","Photosynthesis per leaf area at leaf temperature (A_area)","Reference / source","Stomata conductance to water vapour per leaf area"
"298","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.31","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"299","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","3.88","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"300","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","1.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.08"
"301","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.78","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.34"
"302","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.87","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"303","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"304","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.66","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.31"
"305","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"306","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.58","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"307","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
"308","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.27","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.33"
"309","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"310","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.09","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.32"
"311","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.9","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"312","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.14","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"313","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"314","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.3","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"315","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"316","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"317","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.86","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"318","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.23","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"319","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.39","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"320","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"321","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.71","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"322","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","15.62","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.28"
"323","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.28"
"324","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.83","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"325","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.17","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"326","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.82","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"327","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.88","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"328","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.73","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"329","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","4.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"330","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","4.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"331","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"332","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.55","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.41"
"333","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.38","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.3"
"334","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.19","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.32"
"335","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.48","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.32"
"336","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.68","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.4"
"337","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","3.77","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.1"
"338","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.16","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.34"
"339","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
"340","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.45","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"341","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.77","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.38"
"342","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.81","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"343","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.02","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
"344","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.61","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"345","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.68","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.31"
"346","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.13","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.36"
"347","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.89","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
"348","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.34"
"349","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.35","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.35"
"350","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","4.18","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"351","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.05","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"352","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.44","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"353","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.87","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"354","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.68","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"355","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.39","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"356","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.09","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"357","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","3.33","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.07"
"358","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.57","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.06"
"359","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.94","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.32"
"360","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","18.66","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.56"
"361","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.28"
"362","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"363","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"364","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.72","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"365","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.18","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"366","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.52","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"367","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.03","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"368","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.88","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"369","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.16","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"370","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.53","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"371","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.33","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"372","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.65","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"373","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.83","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"374","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.97","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"375","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.14"
"376","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"377","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.45","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.11"
"378","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","3.74","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.09"
"379","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.4","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"380","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.89","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.13"
"381","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.69","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.2"
"382","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.04","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"383","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.37","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"384","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.31","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"385","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.95","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"386","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","4.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"387","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","4.96","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"388","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.34","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"389","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.58","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.15"
"390","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","18.95","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.43"
"391","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","19.5","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.51"
"392","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.39"
"393","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.91","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"394","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.11","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.17"
"395","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.96","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.39"
"396","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","15.08","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.34"
"397","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.29","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.19"
"398","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.38","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.32"
"399","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.77","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"400","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","15.47","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.44"
"401","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.26","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"402","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.11","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"403","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.85","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.29"
"404","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.11","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.28"
"405","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.62","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.12"
"406","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.39","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.2"
"407","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.32","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"408","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.29"
"409","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.56","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.3"
"410","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.4","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"411","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.3","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.21"
"412","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.51","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.36"
"413","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.84","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.31"
"414","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.97","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.22"
"415","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.59","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"416","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","2.2","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"417","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.19","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"418","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.24"
"419","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","5.24","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.16"
"420","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.13","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.33"
"421","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.39","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.3"
"422","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.13","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.29"
"423","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","11.87","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.33"
"424","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.68","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"425","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.25","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.35"
"426","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.42","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.26"
"427","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.33","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.45"
"428","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","17.09","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.37"
"429","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","14.8","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.34"
"430","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.43","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.28"
"431","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.23","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.45"
"432","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","9.48","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.78"
"433","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","6.48","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.69"
"434","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.14","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.36"
"435","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.6","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.46"
"436","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","8.36","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.25"
"437","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","12.31","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.4"
"438","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","13.85","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.36"
"439","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","10.38","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.18"
"440","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula alleghaniensis","42.54","-72.17","7.97","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.23"
"441","Medlyn","Belinda",437,"Global Leaf Gas Exchange Database (II)","Betula papyrifera","42.54","-72.17","13.1","Bassow & Bazzaz 1999 Harvard Forest Archive hf059-01","0.27"
