Tray location,Species,Strat length (days),"Temp (from lowest to highest temperature treatments: LL, LM, HM, HH) ",individual,Collection location,Substrate
8e6,PLALAN,30,HH,US02,Walden,Filter
1e2,PLALAN,60,LL,US03,Walden,Filter
1f2,PLALAN,60,LL,US03,Walden,Filter
2e2,PLALAN,60,LM,US03,Walden,Filter
2f2,PLALAN,60,LM,US03,Walden,Filter
3e2,PLALAN,60,HM,US03,Walden,Filter
3f2,PLALAN,60,HM,US03,Walden,Filter
4e2,PLALAN,60,HH,US03,Walden,Filter
4f2,PLALAN,60,HH,US03,Walden,Filter
5f6A,PLALAN,30,LL,US03,Walden,Filter
5f6B,PLALAN,30,LL,US03,Walden,Filter
6f6A,PLALAN,30,LM,US03,Walden,Filter
6f6B,PLALAN,30,LM,US03,Walden,Filter
7f6A,PLALAN,30,HM,US03,Walden,Filter
7f6B,PLALAN,30,HM,US03,Walden,Filter
8f6A,PLALAN,30,HH,US03,Walden,Filter
8f6B,PLALAN,30,HH,US03,Walden,Filter
1g2,PLALAN,60,LL,US05,Walden,Filter
2g2,PLALAN,60,LM,US05,Walden,Filter
3g2,PLALAN,60,HM,US05,Walden,Filter
4g2,PLALAN,60,HH,US05,Walden,Filter
5g6,PLALAN,30,LL,US05,Walden,Filter
6g6,PLALAN,30,LM,US05,Walden,Filter
7g6,PLALAN,30,HM,US05,Walden,Filter
8g6,PLALAN,30,HH,US05,Walden,Filter
1h2,PLALAN,60,LL,US20,Arnold Arboretum,Filter
2h2,PLALAN,60,LM,US20,Arnold Arboretum,Filter
3h2,PLALAN,60,HM,US20,Arnold Arboretum,Filter
4h2,PLALAN,60,HH,US20,Arnold Arboretum,Filter
5h6,PLALAN,30,LL,US20,Arnold Arboretum,Filter
6h6,PLALAN,30,LM,US20,Arnold Arboretum,Filter
7h6,PLALAN,30,HM,US20,Arnold Arboretum,Filter
8h6,PLALAN,30,HH,US20,Arnold Arboretum,Filter
1a3,PLALAN,60,LL,US21,Arnold Arboretum,Filter
2a3,PLALAN,60,LM,US21,Arnold Arboretum,Filter
3a3,PLALAN,60,HM,US21,Arnold Arboretum,Filter
4a3,PLALAN,60,HH,US21,Arnold Arboretum,Filter
5a7,PLALAN,30,LL,US21,Arnold Arboretum,Filter
6a7,PLALAN,30,LM,US21,Arnold Arboretum,Filter
7a7,PLALAN,30,HM,US21,Arnold Arboretum,Filter
8a7,PLALAN,30,HH,US21,Arnold Arboretum,Filter
1b3,PLALAN,60,LL,US24,Arnold Arboretum,Filter
2b3,PLALAN,60,LM,US24,Arnold Arboretum,Filter
3b3,PLALAN,60,HM,US24,Arnold Arboretum,Filter
4b3,PLALAN,60,HH,US24,Arnold Arboretum,Filter
5b7,PLALAN,30,LL,US24,Arnold Arboretum,Filter
6b7,PLALAN,30,LM,US24,Arnold Arboretum,Filter
7b7,PLALAN,30,HM,US24,Arnold Arboretum,Filter
8b7,PLALAN,30,HH,US24,Arnold Arboretum,Filter
1c3,PLALAN,60,LL,US25,Arnold Arboretum,Filter
2c3,PLALAN,60,LM,US25,Arnold Arboretum,Filter
3c3,PLALAN,60,HM,US25,Arnold Arboretum,Filter
4c3,PLALAN,60,HH,US25,Arnold Arboretum,Filter
5c7,PLALAN,30,LL,US25,Arnold Arboretum,Filter
6c7,PLALAN,30,LM,US25,Arnold Arboretum,Filter
7c7,PLALAN,30,HM,US25,Arnold Arboretum,Filter
8c7,PLALAN,30,HH,US25,Arnold Arboretum,Filter
1d3,PLALAN,60,LL,US27,Arnold Arboretum,Filter
2d3,PLALAN,60,LM,US27,Arnold Arboretum,Filter
3d3,PLALAN,60,HM,US27,Arnold Arboretum,Filter
4d3,PLALAN,60,HH,US27,Arnold Arboretum,Filter
5d7,PLALAN,30,LL,US27,Arnold Arboretum,Filter
6d7,PLALAN,30,LM,US27,Arnold Arboretum,Filter
7d7,PLALAN,30,HM,US27,Arnold Arboretum,Filter
8d7,PLALAN,30,HH,US27,Arnold Arboretum,Filter
10e6A,PLAMAJ,30,LM,EU01,"Schaan, Liechtenstein",Filter
10e6B,PLAMAJ,30,LM,EU01,"Schaan, Liechtenstein",Filter
10e6C,PLAMAJ,30,LM,EU01,"Schaan, Liechtenstein",Filter
10e6D,PLAMAJ,30,LM,EU01,"Schaan, Liechtenstein",Filter
10e6E,PLAMAJ,30,LM,EU01,"Schaan, Liechtenstein",Filter
11e6A,PLAMAJ,30,HH,EU01,"Schaan, Liechtenstein",Filter
11e6B,PLAMAJ,30,HH,EU01,"Schaan, Liechtenstein",Filter
11e6C,PLAMAJ,30,HH,EU01,"Schaan, Liechtenstein",Filter
11e6D,PLAMAJ,30,HH,EU01,"Schaan, Liechtenstein",Filter
11e6E,PLAMAJ,30,HH,EU01,"Schaan, Liechtenstein",Filter
12e6A,PLAMAJ,30,HM,EU01,"Schaan, Liechtenstein",Filter
12e6B,PLAMAJ,30,HM,EU01,"Schaan, Liechtenstein",Filter
12e6C,PLAMAJ,30,HM,EU01,"Schaan, Liechtenstein",Filter
12e6D,PLAMAJ,30,HM,EU01,"Schaan, Liechtenstein",Filter
12e6E,PLAMAJ,30,HM,EU01,"Schaan, Liechtenstein",Filter
5a4,PLAMAJ,60,LL,EU01,"Schaan, Liechtenstein",Filter
6a4A,PLAMAJ,60,LM,EU01,"Schaan, Liechtenstein",Filter
6a4B,PLAMAJ,60,LM,EU01,"Schaan, Liechtenstein",Filter
6a4C,PLAMAJ,60,LM,EU01,"Schaan, Liechtenstein",Filter
6a4D,PLAMAJ,60,LM,EU01,"Schaan, Liechtenstein",Filter
6a4E,PLAMAJ,60,LM,EU01,"Schaan, Liechtenstein",Filter
7a4A,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Filter
7a4B,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Filter
7a4C,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Filter
7a4D,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Filter
7a4E,PLAMAJ,60,HM,EU01,"Schaan, Liechtenstein",Filter
8a4A,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Filter
8a4B,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Filter
8a4C,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Filter
8a4D,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Filter
8a4E,PLAMAJ,60,HH,EU01,"Schaan, Liechtenstein",Filter
9e6A,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Filter
9e6B,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Filter
9e6C,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Filter
9e6D,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Filter
9e6E,PLAMAJ,30,LL,EU01,"Schaan, Liechtenstein",Filter
10f6,PLAMAJ,30,LM,EU04,"Grenoble, France",Filter
11f6,PLAMAJ,30,HH,EU04,"Grenoble, France",Filter
12f6,PLAMAJ,30,HM,EU04,"Grenoble, France",Filter
5b4,PLAMAJ,60,LL,EU04,"Grenoble, France",Filter
6b4,PLAMAJ,60,LM,EU04,"Grenoble, France",Filter
7b4,PLAMAJ,60,HM,EU04,"Grenoble, France",Filter
8b4,PLAMAJ,60,HH,EU04,"Grenoble, France",Filter
9f6,PLAMAJ,30,LL,EU04,"Grenoble, France",Filter
10c7,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Filter
10g6,PLAMAJ,30,LM,EU05,"Grenoble, France",Filter
11c7,PLAMED,30,HH,EU05,"Le Tretien, Switzerland",Filter
11g6,PLAMAJ,30,HH,EU05,"Grenoble, France",Filter
12c7,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Filter
12g6,PLAMAJ,30,HM,EU05,"Grenoble, France",Filter
5c4,PLAMAJ,60,LL,EU05,"Grenoble, France",Filter
6c4,PLAMAJ,60,LM,EU05,"Grenoble, France",Filter
6g4,PLAMED,60,LM,EU05,"Le Tretien, Switzerland",Filter
7c4,PLAMAJ,60,HM,EU05,"Grenoble, France",Filter
7g4,PLAMED,60,HM,EU05,"Le Tretien, Switzerland",Filter
8c4,PLAMAJ,60,HH,EU05,"Grenoble, France",Filter
8g4,PLAMED,60,HH,EU05,"Le Tretien, Switzerland",Filter
9g6,PLAMAJ,30,LL,EU05,"Grenoble, France",Filter
10d7,PLAMED,30,LM,EU06,"Le Tretien, Switzerland",Filter
10h6,PLAMAJ,30,LM,EU06,"Grenoble, France",Filter
11d7,PLAMED,30,HH,EU06,"Le Tretien, Switzerland",Filter
11h6,PLAMAJ,30,HH,EU06,"Grenoble, France",Filter
12d7,PLAMED,30,HM,EU06,"Le Tretien, Switzerland",Filter
12h6,PLAMAJ,30,HM,EU06,"Grenoble, France",Filter
5d4,PLAMAJ,60,LL,EU06,"Grenoble, France",Filter
5h4,PLAMED,60,LL,EU06,"Le Tretien, Switzerland",Filter
6d4,PLAMAJ,60,LM,EU06,"Grenoble, France",Filter
6h4,PLAMED,60,LM,EU06,"Le Tretien, Switzerland",Filter
7d4,PLAMAJ,60,HM,EU06,"Grenoble, France",Filter
7h4,PLAMED,60,HM,EU06,"Le Tretien, Switzerland",Filter
8d4,PLAMAJ,60,HH,EU06,"Grenoble, France",Filter
8h4,PLAMED,60,HH,EU06,"Le Tretien, Switzerland",Filter
9d7,PLAMED,30,LL,EU06,"Le Tretien, Switzerland",Filter
9h6,PLAMAJ,30,LL,EU06,"Grenoble, France",Filter
10a7,PLAMAJ,30,LM,EU08,"Grenoble, France",Filter
11a7,PLAMAJ,30,HH,EU08,"Grenoble, France",Filter
12a7,PLAMAJ,30,HM,EU08,"Grenoble, France",Filter
5e4,PLAMAJ,60,LL,EU08,"Grenoble, France",Filter
6e4,PLAMAJ,60,LM,EU08,"Grenoble, France",Filter
7e4,PLAMAJ,60,HM,EU08,"Grenoble, France",Filter
8e4,PLAMAJ,60,HH,EU08,"Grenoble, France",Filter
9a7,PLAMAJ,30,LL,EU08,"Grenoble, France",Filter
10b7,PLAMAJ,30,LM,EU09,"Grenoble, France",Filter
11b7,PLAMAJ,30,HH,EU09,"Grenoble, France",Filter
12b7,PLAMAJ,30,HM,EU09,"Grenoble, France",Filter
5f4,PLAMAJ,60,LL,EU09,"Grenoble, France",Filter
6f4,PLAMAJ,60,LM,EU09,"Grenoble, France",Filter
7f4,PLAMAJ,60,HM,EU09,"Grenoble, France",Filter
8f4,PLAMAJ,60,HH,EU09,"Grenoble, France",Filter
9b7,PLAMAJ,30,LL,EU09,"Grenoble, France",Filter
10h5,PLAMAJ,30,LM,US202,Arnold Arboretum,Filter
11h5,PLAMAJ,30,HH,US202,Arnold Arboretum,Filter
12h5,PLAMAJ,30,HM,US202,Arnold Arboretum,Filter
5d3,PLAMAJ,60,LL,US202,Arnold Arboretum,Filter
6d3,PLAMAJ,60,LM,US202,Arnold Arboretum,Filter
7d3,PLAMAJ,60,HM,US202,Arnold Arboretum,Filter
8d3,PLAMAJ,60,HH,US202,Arnold Arboretum,Filter
9h5,PLAMAJ,30,LL,US202,Arnold Arboretum,Filter
10a6,PLAMAJ,30,LM,US203,Arnold Arboretum,Filter
11a6,PLAMAJ,30,HH,US203,Arnold Arboretum,Filter
12a6,PLAMAJ,30,HM,US203,Arnold Arboretum,Filter
5e3,PLAMAJ,60,LL,US203,Arnold Arboretum,Filter
6e3,PLAMAJ,60,LM,US203,Arnold Arboretum,Filter
7e3,PLAMAJ,60,HM,US203,Arnold Arboretum,Filter
8e3,PLAMAJ,60,HH,US203,Arnold Arboretum,Filter
9a6,PLAMAJ,30,LL,US203,Arnold Arboretum,Filter
10b6,PLAMAJ,30,LM,US204,Arnold Arboretum,Filter
11b6,PLAMAJ,30,HH,US204,Arnold Arboretum,Filter
12b6,PLAMAJ,30,HM,US204,Arnold Arboretum,Filter
5f3,PLAMAJ,60,LL,US204,Arnold Arboretum,Filter
6f3,PLAMAJ,60,LM,US204,Arnold Arboretum,Filter
7f3,PLAMAJ,60,HM,US204,Arnold Arboretum,Filter
8f3,PLAMAJ,60,HH,US204,Arnold Arboretum,Filter
9b6,PLAMAJ,30,LL,US204,Arnold Arboretum,Filter
10c6,PLAMAJ,30,LM,US205,Arnold Arboretum,Filter
11c6,PLAMAJ,30,HH,US205,Arnold Arboretum,Filter
12c6,PLAMAJ,30,HM,US205,Arnold Arboretum,Filter
5g3,PLAMAJ,60,LL,US205,Arnold Arboretum,Filter
6g3,PLAMAJ,60,LM,US205,Arnold Arboretum,Filter
7g3,PLAMAJ,60,HM,US205,Arnold Arboretum,Filter
8g3,PLAMAJ,60,HH,US205,Arnold Arboretum,Filter
9c6,PLAMAJ,30,LL,US205,Arnold Arboretum,Filter
10d6,PLAMAJ,30,LM,US206,Arnold Arboretum,Filter
11d6,PLAMAJ,30,HH,US206,Arnold Arboretum,Filter
12d6,PLAMAJ,30,HM,US206,Arnold Arboretum,Filter
5h3,PLAMAJ,60,LL,US206,Arnold Arboretum,Filter
6h3,PLAMAJ,60,LM,US206,Arnold Arboretum,Filter
7h3,PLAMAJ,60,HM,US206,Arnold Arboretum,Filter
8h3,PLAMAJ,60,HH,US206,Arnold Arboretum,Filter
9d6,PLAMAJ,30,LL,US206,Arnold Arboretum,Filter
10c5,PLAMAJ,30,LM,US21,Walden,Filter
11c5,PLAMAJ,30,HH,US21,Walden,Filter
12c5,PLAMAJ,30,HM,US21,Walden,Filter
5g2,PLAMAJ,60,LL,US21,Walden,Filter
6g2,PLAMAJ,60,LM,US21,Walden,Filter
7g2,PLAMAJ,60,HM,US21,Walden,Filter
8g2,PLAMAJ,60,HH,US21,Walden,Filter
9c5,PLAMAJ,30,LL,US21,Walden,Filter
10d5,PLAMAJ,30,LM,US22,Walden,Filter
11d5,PLAMAJ,30,HH,US22,Walden,Filter
12d5,PLAMAJ,30,HM,US22,Walden,Filter
5h2,PLAMAJ,60,LL,US22,Walden,Filter
6h2,PLAMAJ,60,LM,US22,Walden,Filter
7h2,PLAMAJ,60,HM,US22,Walden,Filter
8h2,PLAMAJ,60,HH,US22,Walden,Filter
9d5,PLAMAJ,30,LL,US22,Walden,Filter
10e5,PLAMAJ,30,LM,US25,Walden,Filter
11e5,PLAMAJ,30,HH,US25,Walden,Filter
12e5,PLAMAJ,30,HM,US25,Walden,Filter
5a3,PLAMAJ,60,LL,US25,Walden,Filter
6a3,PLAMAJ,60,LM,US25,Walden,Filter
7a3,PLAMAJ,60,HM,US25,Walden,Filter
8a3,PLAMAJ,60,HH,US25,Walden,Filter
9e5,PLAMAJ,30,LL,US25,Walden,Filter
10f5,PLAMAJ,30,LM,US26,Walden,Filter
11f5,PLAMAJ,30,HH,US26,Walden,Filter
12f5,PLAMAJ,30,HM,US26,Walden,Filter
5b3,PLAMAJ,60,LL,US26,Walden,Filter
6b3,PLAMAJ,60,LM,US26,Walden,Filter
7b3,PLAMAJ,60,HM,US26,Walden,Filter
8b3,PLAMAJ,60,HH,US26,Walden,Filter
9f5,PLAMAJ,30,LL,US26,Walden,Filter
10g5,PLAMAJ,30,LM,US29,Walden,Filter
11g5,PLAMAJ,30,HH,US29,Walden,Filter
12g5,PLAMAJ,30,HM,US29,Walden,Filter
5c3,PLAMAJ,60,LL,US29,Walden,Filter
6c3,PLAMAJ,60,LM,US29,Walden,Filter
7c3,PLAMAJ,60,HM,US29,Walden,Filter
8c3,PLAMAJ,60,HH,US29,Walden,Filter
9g5,PLAMAJ,30,LL,US29,Walden,Filter
5g4,PLAMED,60,LL,EU05,"Le Tretien, Switzerland",Filter
9c7,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Filter
10g3,RUMCRI,30,LM,EU01,"Grenoble, France",Filter
11g3,RUMCRI,30,HH,EU01,"Grenoble, France",Filter
12g3,RUMCRI,30,HM,EU01,"Grenoble, France",Filter
5b1,RUMCRI,60,LL,EU01,"Grenoble, France",Filter
6b1,RUMCRI,60,LM,EU01,"Grenoble, France",Filter
7b1,RUMCRI,60,HM,EU01,"Grenoble, France",Filter
8b1,RUMCRI,60,HH,EU01,"Grenoble, France",Filter
9g3,RUMCRI,30,LL,EU01,"Grenoble, France",Filter
10h3,RUMCRI,30,LM,EU03,"Grenoble, France",Filter
11h3,RUMCRI,30,HH,EU03,"Grenoble, France",Filter
12h3,RUMCRI,30,HM,EU03,"Grenoble, France",Filter
5c1,RUMCRI,60,LL,EU03,"Grenoble, France",Filter
6c1,RUMCRI,60,LM,EU03,"Grenoble, France",Filter
7c1,RUMCRI,60,HM,EU03,"Grenoble, France",Filter
8c1,RUMCRI,60,HH,EU03,"Grenoble, France",Filter
9h3,RUMCRI,30,LL,EU03,"Grenoble, France",Filter
10a4,RUMCRI,30,LM,EU04,"Grenoble, France",Filter
11a4,RUMCRI,30,HH,EU04,"Grenoble, France",Filter
12a4,RUMCRI,30,HM,EU04,"Grenoble, France",Filter
5d1,RUMCRI,60,LL,EU04,"Grenoble, France",Filter
6d1,RUMCRI,60,LM,EU04,"Grenoble, France",Filter
7d1,RUMCRI,60,HM,EU04,"Grenoble, France",Filter
8d1,RUMCRI,60,HH,EU04,"Grenoble, France",Filter
9a4,RUMCRI,30,LL,EU04,"Grenoble, France",Filter
10b4,RUMCRI,30,LM,EU05,"Grenoble, France",Filter
11b4,RUMCRI,30,HH,EU05,"Grenoble, France",Filter
12b4,RUMCRI,30,HM,EU05,"Grenoble, France",Filter
5e1,RUMCRI,60,LL,EU05,"Grenoble, France",Filter
6e1,RUMCRI,60,LM,EU05,"Grenoble, France",Filter
7e1,RUMCRI,60,HM,EU05,"Grenoble, France",Filter
8e1,RUMCRI,60,HH,EU05,"Grenoble, France",Filter
9b4,RUMCRI,30,LL,EU05,"Grenoble, France",Filter
10c4,RUMCRI,30,LM,EU06,"Grenoble, France",Filter
11c4,RUMCRI,30,HH,EU06,"Grenoble, France",Filter
12c4,RUMCRI,30,HM,EU06,"Grenoble, France",Filter
5f1,RUMCRI,60,LL,EU06,"Grenoble, France",Filter
6f1,RUMCRI,60,LM,EU06,"Grenoble, France",Filter
7f1,RUMCRI,60,HM,EU06,"Grenoble, France",Filter
8f1,RUMCRI,60,HH,EU06,"Grenoble, France",Filter
9c4,RUMCRI,30,LL,EU06,"Grenoble, France",Filter
1b8,RUMCRI,60,LL,US01,Walden,Filter
1c8,RUMCRI,60,LL,US01,Walden,Filter
1d8,RUMCRI,60,LL,US01,Walden,Filter
2b8,RUMCRI,60,LM,US01,Walden,Filter
2c8,RUMCRI,60,LM,US01,Walden,Filter
3b8,RUMCRI,60,HM,US01,Walden,Filter
3c8,RUMCRI,60,HM,US01,Walden,Filter
4b8,RUMCRI,60,HH,US01,Walden,Filter
4c8,RUMCRI,60,HH,US01,Walden,Filter
5a19,RUMCRI,30,LL,US01,Walden,Filter
5b19,RUMCRI,30,LL,US01,Walden,Filter
5h18,RUMCRI,30,LL,US01,Walden,Filter
6a19,RUMCRI,30,LM,US01,Walden,Filter
6h18,RUMCRI,30,LM,US01,Walden,Filter
7a19,RUMCRI,30,HM,US01,Walden,Filter
7h18,RUMCRI,30,HM,US01,Walden,Filter
8a19,RUMCRI,30,HH,US01,Walden,Filter
8h18,RUMCRI,30,HH,US01,Walden,Filter
1e8,RUMCRI,60,LL,US02,Walden,Filter
2d8,RUMCRI,60,LM,US02,Walden,Filter
2e8,RUMCRI,60,LM,US02,Walden,Filter
3d8,RUMCRI,60,HM,US02,Walden,Filter
3e8,RUMCRI,60,HM,US02,Walden,Filter
4d8,RUMCRI,60,HH,US02,Walden,Filter
4e8,RUMCRI,60,HH,US02,Walden,Filter
5c19,RUMCRI,30,LL,US02,Walden,Filter
6b19,RUMCRI,30,LM,US02,Walden,Filter
6c19,RUMCRI,30,LM,US02,Walden,Filter
7b19,RUMCRI,30,HM,US02,Walden,Filter
7c19,RUMCRI,30,HM,US02,Walden,Filter
8b19,RUMCRI,30,HH,US02,Walden,Filter
8c19,RUMCRI,30,HH,US02,Walden,Filter
1f8,RUMCRI,60,LL,US03,Walden,Filter
2f8,RUMCRI,60,LM,US03,Walden,Filter
3f8,RUMCRI,60,HM,US03,Walden,Filter
4f8,RUMCRI,60,HH,US03,Walden,Filter
5d19,RUMCRI,30,LL,US03,Walden,Filter
6d19,RUMCRI,30,LM,US03,Walden,Filter
7d19,RUMCRI,30,HM,US03,Walden,Filter
8d19,RUMCRI,30,HH,US03,Walden,Filter
1g8,RUMCRI,60,LL,US06,Harvard Farm,Filter
2g8,RUMCRI,60,LM,US06,Harvard Farm,Filter
3g8,RUMCRI,60,HM,US06,Harvard Farm,Filter
4g8,RUMCRI,60,HH,US06,Harvard Farm,Filter
5e19,RUMCRI,30,LL,US06,Harvard Farm,Filter
6e19,RUMCRI,30,LM,US06,Harvard Farm,Filter
7e19,RUMCRI,30,HM,US06,Harvard Farm,Filter
8e19,RUMCRI,30,HH,US06,Harvard Farm,Filter
1h8,RUMCRI,60,LL,US07,Harvard Farm,Filter
2h8,RUMCRI,60,LM,US07,Harvard Farm,Filter
3h8,RUMCRI,60,HM,US07,Harvard Farm,Filter
4h8,RUMCRI,60,HH,US07,Harvard Farm,Filter
5f19,RUMCRI,30,LL,US07,Harvard Farm,Filter
6f19,RUMCRI,30,LM,US07,Harvard Farm,Filter
7f19,RUMCRI,30,HM,US07,Harvard Farm,Filter
8f19,RUMCRI,30,HH,US07,Harvard Farm,Filter
1a9,RUMCRI,60,LL,US08,Harvard Farm,Filter
2a9,RUMCRI,60,LM,US08,Harvard Farm,Filter
3a9,RUMCRI,60,HM,US08,Harvard Farm,Filter
4a9,RUMCRI,60,HH,US08,Harvard Farm,Filter
5g19,RUMCRI,30,LL,US08,Harvard Farm,Filter
6g19,RUMCRI,30,LM,US08,Harvard Farm,Filter
7g19,RUMCRI,30,HM,US08,Harvard Farm,Filter
8g19,RUMCRI,30,HH,US08,Harvard Farm,Filter
1b9,RUMCRI,60,LL,US09,Harvard Farm,Filter
2b9,RUMCRI,60,LM,US09,Harvard Farm,Filter
3b9,RUMCRI,60,HM,US09,Harvard Farm,Filter
4b9,RUMCRI,60,HH,US09,Harvard Farm,Filter
5h19,RUMCRI,30,LL,US09,Harvard Farm,Filter
6h19,RUMCRI,30,LM,US09,Harvard Farm,Filter
7h19,RUMCRI,30,HM,US09,Harvard Farm,Filter
8h19,RUMCRI,30,HH,US09,Harvard Farm,Filter
1c9,RUMCRI,60,LL,US10,Harvard Farm,Filter
2c9,RUMCRI,60,LM,US10,Harvard Farm,Filter
3c9,RUMCRI,60,HM,US10,Harvard Farm,Filter
4c9,RUMCRI,60,HH,US10,Harvard Farm,Filter
5a20,RUMCRI,30,LL,US10,Harvard Farm,Filter
6a20,RUMCRI,30,LM,US10,Harvard Farm,Filter
7a20,RUMCRI,30,HM,US10,Harvard Farm,Filter
8a20,RUMCRI,30,HH,US10,Harvard Farm,Filter
1d9,RUMCRI,60,LL,US20,Arnold Arboretum,Filter
2d9,RUMCRI,60,LM,US20,Arnold Arboretum,Filter
3d9,RUMCRI,60,HM,US20,Arnold Arboretum,Filter
4d9,RUMCRI,60,HH,US20,Arnold Arboretum,Filter
5b20,RUMCRI,30,LL,US20,Arnold Arboretum,Filter
6b20,RUMCRI,30,LM,US20,Arnold Arboretum,Filter
7b20,RUMCRI,30,HM,US20,Arnold Arboretum,Filter
8b20,RUMCRI,30,HH,US20,Arnold Arboretum,Filter
1e9,RUMCRI,60,LL,US21,Arnold Arboretum,Filter
2e9,RUMCRI,60,LM,US21,Arnold Arboretum,Filter
3e9,RUMCRI,60,HM,US21,Arnold Arboretum,Filter
4e9,RUMCRI,60,HH,US21,Arnold Arboretum,Filter
5c20,RUMCRI,30,LL,US21,Arnold Arboretum,Filter
6c20,RUMCRI,30,LM,US21,Arnold Arboretum,Filter
7c20,RUMCRI,30,HM,US21,Arnold Arboretum,Filter
8c20,RUMCRI,30,HH,US21,Arnold Arboretum,Filter
1f9,RUMCRI,60,LL,US22,Arnold Arboretum,Filter
2f9,RUMCRI,60,LM,US22,Arnold Arboretum,Filter
3f9,RUMCRI,60,HM,US22,Arnold Arboretum,Filter
4f9,RUMCRI,60,HH,US22,Arnold Arboretum,Filter
5d20,RUMCRI,30,LL,US22,Arnold Arboretum,Filter
6d20,RUMCRI,30,LM,US22,Arnold Arboretum,Filter
7d20,RUMCRI,30,HM,US22,Arnold Arboretum,Filter
8d20,RUMCRI,30,HH,US22,Arnold Arboretum,Filter
1g9,RUMCRI,60,LL,US24,Arnold Arboretum,Filter
2g9,RUMCRI,60,LM,US24,Arnold Arboretum,Filter
3g9,RUMCRI,60,HM,US24,Arnold Arboretum,Filter
4g9,RUMCRI,60,HH,US24,Arnold Arboretum,Filter
5e20,RUMCRI,30,LL,US24,Arnold Arboretum,Filter
6e20,RUMCRI,30,LM,US24,Arnold Arboretum,Filter
7e20,RUMCRI,30,HM,US24,Arnold Arboretum,Filter
8e20,RUMCRI,30,HH,US24,Arnold Arboretum,Filter
1h9,RUMCRI,60,LL,US27,Arnold Arboretum,Filter
2h9,RUMCRI,60,LM,US27,Arnold Arboretum,Filter
3h9,RUMCRI,60,HM,US27,Arnold Arboretum,Filter
4h9,RUMCRI,60,HH,US27,Arnold Arboretum,Filter
5f20,RUMCRI,30,LL,US27,Arnold Arboretum,Filter
6f20,RUMCRI,30,LM,US27,Arnold Arboretum,Filter
7f20,RUMCRI,30,HM,US27,Arnold Arboretum,Filter
8f20,RUMCRI,30,HH,US27,Arnold Arboretum,Filter
10d4,TAROFF,30,LM,EU01,"Voss, Norway",Filter
12d4,TAROFF,30,HH,EU01,"Voss, Norway",Filter
5g1,TAROFF,60,LL,EU01,"Voss, Norway",Filter
6g1,TAROFF,60,LM,EU01,"Voss, Norway",Filter
7g1,TAROFF,60,HM,EU01,"Voss, Norway",Filter
8g1,TAROFF,60,HH,EU01,"Voss, Norway",Filter
9d4,TAROFF,30,LL,EU01,"Voss, Norway",Filter
10e4,TAROFF,30,LM,EU02,"Voss, Norway",Filter
11e4,TAROFF,30,HH,EU02,"Voss, Norway",Filter
12e4,TAROFF,30,HM,EU02,"Voss, Norway",Filter
9e4,TAROFF,30,LL,EU02,"Voss, Norway",Filter
10f4,TAROFF,30,LM,EU03,"Voss, Norway",Filter
11f4,TAROFF,30,HH,EU03,"Voss, Norway",Filter
12f4,TAROFF,30,HM,EU03,"Voss, Norway",Filter
5h1,TAROFF,60,LL,EU03,"Voss, Norway",Filter
6h1,TAROFF,60,LM,EU03,"Voss, Norway",Filter
7h1,TAROFF,60,HM,EU03,"Voss, Norway",Filter
8h1,TAROFF,60,HH,EU03,"Voss, Norway",Filter
9f4,TAROFF,30,LL,EU03,"Voss, Norway",Filter
10g4,TAROFF,30,LM,EU04,"Voss, Norway",Filter
11g4,TAROFF,30,HH,EU04,"Voss, Norway",Filter
12g4,TAROFF,30,HM,EU04,"Voss, Norway",Filter
5a2,TAROFF,60,LL,EU04,"Voss, Norway",Filter
6a2,TAROFF,60,LM,EU04,"Voss, Norway",Filter
7a2,TAROFF,60,HM,EU04,"Voss, Norway",Filter
8a2,TAROFF,60,HH,EU04,"Voss, Norway",Filter
9g4,TAROFF,30,LL,EU04,"Voss, Norway",Filter
10h4,TAROFF,30,LM,EU05,"Voss, Norway",Filter
11h4,TAROFF,30,HH,EU05,"Voss, Norway",Filter
12h4,TAROFF,30,HM,EU05,"Voss, Norway",Filter
5b2,TAROFF,60,LL,EU05,"Voss, Norway",Filter
6b2,TAROFF,60,LM,EU05,"Voss, Norway",Filter
7b2,TAROFF,60,HM,EU05,"Voss, Norway",Filter
8b2,TAROFF,60,HH,EU05,"Voss, Norway",Filter
9h4,TAROFF,30,LL,EU05,"Voss, Norway",Filter
10a5,TAROFF,30,LM,EU11,"Arna, Norway",Filter
