Tray location,Substrate,Date of measurement,Height (cm)
14b6,soil,1/29/2016,6.0
14b7,soil,1/29/2016,9.0
14b8,soil,1/29/2016,7.0
14b9,soil,1/29/2016,NA
14c1,soil,1/29/2016,NA
14c10,soil,1/29/2016,27.0
14c12,soil,1/29/2016,5.0
14c2,soil,1/29/2016,9.0
14c3,soil,1/29/2016,10.0
14c4,soil,1/29/2016,9.5
14c5,soil,1/29/2016,7.5
14c6,soil,1/29/2016,7.5
14c7,soil,1/29/2016,6.0
14c8,soil,1/29/2016,NA
14c9,soil,1/29/2016,NA
14d1,soil,1/29/2016,NA
14d10,soil,1/29/2016,25.0
14d12,soil,1/29/2016,4.5
14d2,soil,1/29/2016,NA
14d3,soil,1/29/2016,9.5
14d4,soil,1/29/2016,NA
14d5,soil,1/29/2016,8.0
14d6,soil,1/29/2016,10.5
14d7,soil,1/29/2016,7.0
14d8,soil,1/29/2016,NA
14d9,soil,1/29/2016,7.0
14e1,soil,1/29/2016,9.0
14e10,soil,1/29/2016,6.0
14e12,soil,1/29/2016,4.5
14e2,soil,1/29/2016,10.0
14e3,soil,1/29/2016,8.0
14e4,soil,1/29/2016,7.5
14e5,soil,1/29/2016,7.0
14e6,soil,1/29/2016,7.5
14e7,soil,1/29/2016,NA
14e8,soil,1/29/2016,8.0
14e9,soil,1/29/2016,7.0
14f1,soil,1/29/2016,8.0
14f2,soil,1/29/2016,NA
14f3,soil,1/29/2016,6.0
14f4,soil,1/29/2016,5.0
14f5,soil,1/29/2016,6.0
14f6,soil,1/29/2016,9.0
14f7,soil,1/29/2016,8.5
14f8,soil,1/29/2016,9.0
14f9,soil,1/29/2016,14.5
15a1,soil,1/29/2016,NA
15a10,soil,1/29/2016,25.5
15a11,soil,1/29/2016,21.0
15a12,soil,1/29/2016,NA
15a2,soil,1/29/2016,9.0
15a3,soil,1/29/2016,12.5
15a4,soil,1/29/2016,7.0
15a5,soil,1/29/2016,NA
15a6,soil,1/29/2016,6.5
15a7,soil,1/29/2016,8.0
15a8,soil,1/29/2016,7.0
15a9,soil,1/29/2016,NA
15b1,soil,1/29/2016,8.5
15b10,soil,1/29/2016,22.5
15b11,soil,1/29/2016,28.0
15b12,soil,1/29/2016,5.0
15b2,soil,1/29/2016,8.0
15b3,soil,1/29/2016,NA
15b4,soil,1/29/2016,8.5
15b5,soil,1/29/2016,5.0
15b6,soil,1/29/2016,3.5
15b7,soil,1/29/2016,7.0
15b8,soil,1/29/2016,6.0
15b9,soil,1/29/2016,7.0
15c1,soil,1/29/2016,8.0
15c10,soil,1/29/2016,23.0
15c12,soil,1/29/2016,4.5
15c2,soil,1/29/2016,10.0
15c3,soil,1/29/2016,8.5
15c4,soil,1/29/2016,8.5
15c5,soil,1/29/2016,3.5
15c6,soil,1/29/2016,5.5
15c7,soil,1/29/2016,5.0
15c8,soil,1/29/2016,7.5
15c9,soil,1/29/2016,6.5
15d1,soil,1/29/2016,7.0
15d10,soil,1/29/2016,24.0
15d12,soil,1/29/2016,5.5
15d2,soil,1/29/2016,8.5
15d3,soil,1/29/2016,8.5
15d4,soil,1/29/2016,12.0
15d5,soil,1/29/2016,4.0
15d6,soil,1/29/2016,4.5
15d7,soil,1/29/2016,5.0
15d8,soil,1/29/2016,5.0
15d9,soil,1/29/2016,8.0
15e1,soil,1/29/2016,8.0
15e10,soil,1/29/2016,6.0
15e12,soil,1/29/2016,5.0
15e2,soil,1/29/2016,7.5
15e3,soil,1/29/2016,7.5
15e4,soil,1/29/2016,9.0
15e5,soil,1/29/2016,5.0
15e6,soil,1/29/2016,6.0
15e7,soil,1/29/2016,4.5
15e8,soil,1/29/2016,7.0
15e9,soil,1/29/2016,24.0
15f1,soil,1/29/2016,10.0
15f2,soil,1/29/2016,NA
15f3,soil,1/29/2016,4.0
15f4,soil,1/29/2016,5.5
15f5,soil,1/29/2016,5.0
15f6,soil,1/29/2016,6.5
15f7,soil,1/29/2016,5.0
15f8,soil,1/29/2016,10.0
15f9,soil,1/29/2016,23.0
16a1,soil,1/29/2016,5.0
16a10,soil,1/29/2016,20.5
16a11,soil,1/29/2016,21.5
16a12,soil,1/29/2016,4.5
16a2,soil,1/29/2016,9.0
16a3,soil,1/29/2016,8.0
16a4,soil,1/29/2016,9.5
16a5,soil,1/29/2016,3.0
16a6,soil,1/29/2016,4.5
16a7,soil,1/29/2016,5.0
16a8,soil,1/29/2016,5.5
16a9,soil,1/29/2016,7.0
16b1,soil,1/29/2016,11.0
16b10,soil,1/29/2016,27.0
16b11,soil,1/29/2016,21.5
16b12,soil,1/29/2016,4.0
16b2,soil,1/29/2016,7.5
16b3,soil,1/29/2016,NA
16b4,soil,1/29/2016,9.5
16b5,soil,1/29/2016,NA
16b6,soil,1/29/2016,NA
16b7,soil,1/29/2016,4.0
16b8,soil,1/29/2016,NA
16b9,soil,1/29/2016,7.5
16c1,soil,1/29/2016,NA
16c10,soil,1/29/2016,26.5
16c11,soil,1/29/2016,21.0
16c12,soil,1/29/2016,4.0
16c2,soil,1/29/2016,8.0
16c3,soil,1/29/2016,NA
16c4,soil,1/29/2016,10.0
16c5,soil,1/29/2016,4.5
16c6,soil,1/29/2016,5.0
16c7,soil,1/29/2016,4.5
16c8,soil,1/29/2016,9.0
16c9,soil,1/29/2016,7.0
16d1,soil,1/29/2016,NA
16d10,soil,1/29/2016,26.0
16d12,soil,1/29/2016,5.0
16d2,soil,1/29/2016,5.5
16d3,soil,1/29/2016,7.5
16d4,soil,1/29/2016,8.5
16d5,soil,1/29/2016,4.5
16d6,soil,1/29/2016,6.0
16d7,soil,1/29/2016,NA
16d8,soil,1/29/2016,7.5
16d9,soil,1/29/2016,8.0
16e1,soil,1/29/2016,NA
16e10,soil,1/29/2016,24.0
16e12,soil,1/29/2016,4.0
16e2,soil,1/29/2016,6.5
16e3,soil,1/29/2016,6.0
16e4,soil,1/29/2016,9.5
16e5,soil,1/29/2016,4.5
16e6,soil,1/29/2016,5.0
16e7,soil,1/29/2016,4.5
16e8,soil,1/29/2016,7.0
16e9.1,soil,1/29/2016,5.0
16e9.2,soil,1/29/2016,21.0
16f1,soil,1/29/2016,5.0
16f2,soil,1/29/2016,NA
16f3,soil,1/29/2016,5.5
16f4,soil,1/29/2016,4.5
16f5,soil,1/29/2016,4.0
16f6,soil,1/29/2016,4.0
16f7,soil,1/29/2016,5.5
16f8,soil,1/29/2016,5.0
16f9,soil,1/29/2016,27.0
17a10,soil,1/29/2016,6.5
17a11,soil,1/29/2016,8.0
17a12,soil,1/29/2016,24.0
17a5,soil,1/29/2016,NA
17a6,soil,1/29/2016,NA
17a7,soil,1/29/2016,3.0
17a8,soil,1/29/2016,NA
17a9,soil,1/29/2016,8.0
17b10,soil,1/29/2016,10.5
17b11,soil,1/29/2016,8.5
17b12,soil,1/29/2016,27.0
17b5,soil,1/29/2016,NA
17b6,soil,1/29/2016,NA
17b7,soil,1/29/2016,3.5
17b8,soil,1/29/2016,9.5
17b9,soil,1/29/2016,8.5
17c10,soil,1/29/2016,11.0
17c11,soil,1/29/2016,4.0
17c5,soil,1/29/2016,NA
17c6,soil,1/29/2016,NA
17c7,soil,1/29/2016,NA
17c8,soil,1/29/2016,NA
17c9,soil,1/29/2016,8.0
17d10,soil,1/29/2016,10.0
17d11,soil,1/29/2016,NA
17d5,soil,1/29/2016,NA
17d6,soil,1/29/2016,NA
17d7,soil,1/29/2016,NA
17d8,soil,1/29/2016,9.5
17d9,soil,1/29/2016,9.5
17e10,soil,1/29/2016,9.5
17e11,soil,1/29/2016,NA
17e5,soil,1/29/2016,NA
17e6,soil,1/29/2016,4.0
17e7,soil,1/29/2016,NA
17e8,soil,1/29/2016,9.0
17e9,soil,1/29/2016,9.0
17f10,soil,1/29/2016,9.0
17f11,soil,1/29/2016,26.0
17f5,soil,1/29/2016,NA
17f6,soil,1/29/2016,4.5
17f7,soil,1/29/2016,3.5
17f8,soil,1/29/2016,8.0
17f9,soil,1/29/2016,10.5
18a10,soil,1/29/2016,NA
18a11,soil,1/29/2016,NA
18a12,soil,1/29/2016,25.0
18a5,soil,1/29/2016,NA
18a6,soil,1/29/2016,3.0
18a7,soil,1/29/2016,6.5
18a8,soil,1/29/2016,5.5
18a9,soil,1/29/2016,NA
18b10,soil,1/29/2016,9.5
18b11,soil,1/29/2016,6.5
18b12,soil,1/29/2016,31.0
18b5,soil,1/29/2016,7.5
18b6,soil,1/29/2016,5.0
18b7,soil,1/29/2016,7.0
18b8,soil,1/29/2016,8.0
18b9,soil,1/29/2016,7.0
18c10,soil,1/29/2016,8.5
18c11,soil,1/29/2016,9.0
18c5,soil,1/29/2016,NA
18c6,soil,1/29/2016,NA
18c7,soil,1/29/2016,6.0
18c8,soil,1/29/2016,8.0
18c9,soil,1/29/2016,8.0
18d10,soil,1/29/2016,8.5
18d11,soil,1/29/2016,28.0
18d5,soil,1/29/2016,NA
18d6,soil,1/29/2016,NA
18d7,soil,1/29/2016,6.5
18d8,soil,1/29/2016,7.0
18d9,soil,1/29/2016,8.5
18e10,soil,1/29/2016,NA
18e11,soil,1/29/2016,24.0
18e5,soil,1/29/2016,NA
18e6,soil,1/29/2016,8.0
18e7,soil,1/29/2016,NA
18e8,soil,1/29/2016,9.0
18e9,soil,1/29/2016,NA
18f10,soil,1/29/2016,7.0
18f11,soil,1/29/2016,19.5
18f5,soil,1/29/2016,NA
18f6,soil,1/29/2016,7.5
18f7,soil,1/29/2016,6.0
18f8,soil,1/29/2016,7.5
18f9,soil,1/29/2016,9.0
19a10,soil,1/29/2016,6.5
19a11,soil,1/29/2016,7.0
19a12,soil,1/29/2016,27.0
19a5,soil,1/29/2016,NA
19a6,soil,1/29/2016,NA
19a7,soil,1/29/2016,4.5
19a8,soil,1/29/2016,5.5
19a9,soil,1/29/2016,7.0
19b10,soil,1/29/2016,7.0
19b11,soil,1/29/2016,7.0
19b12,soil,1/29/2016,21.5
19b5,soil,1/29/2016,NA
19b6,soil,1/29/2016,5.0
19b7,soil,1/29/2016,6.0
19b8,soil,1/29/2016,7.5
19b9,soil,1/29/2016,6.5
19c10,soil,1/29/2016,5.0
19c11,soil,1/29/2016,NA
19c5,soil,1/29/2016,NA
19c6,soil,1/29/2016,NA
19c7,soil,1/29/2016,6.0
19c8,soil,1/29/2016,7.0
19c9,soil,1/29/2016,6.5
19d10,soil,1/29/2016,8.5
19d11,soil,1/29/2016,26.5
19d5,soil,1/29/2016,NA
19d6,soil,1/29/2016,NA
19d7,soil,1/29/2016,6.0
19d8,soil,1/29/2016,5.5
19d9,soil,1/29/2016,8.0
19e10,soil,1/29/2016,6.0
19e11,soil,1/29/2016,27.5
19e5,soil,1/29/2016,NA
19e6,soil,1/29/2016,7.0
19e7,soil,1/29/2016,6.0
19e8,soil,1/29/2016,6.0
19e9,soil,1/29/2016,8.0
19f10,soil,1/29/2016,4.0
19f11,soil,1/29/2016,25.0
19f5,soil,1/29/2016,NA
19f6,soil,1/29/2016,NA
19f7,soil,1/29/2016,2.5
19f8,soil,1/29/2016,8.5
19f9,soil,1/29/2016,8.0
1a5,soil,1/29/2016,NA
1a6,soil,1/29/2016,13.0
1a7,soil,1/29/2016,7.0
1b5,soil,1/29/2016,NA
1b6,soil,1/29/2016,11.5
1b7,soil,1/29/2016,NA
1c4,soil,1/29/2016,7.0
1c5,soil,1/29/2016,8.0
1c6,soil,1/29/2016,10.5
1c7,soil,1/29/2016,8.5
1d4,soil,1/29/2016,7.0
1d5,soil,1/29/2016,NA
1d6,soil,1/29/2016,13.0
1d7,soil,1/29/2016,NA
1e4,soil,1/29/2016,6.0
1e5,soil,1/29/2016,9.5
1e6,soil,1/29/2016,10.5
1f4,soil,1/29/2016,5.0
1f5,soil,1/29/2016,NA
1f6,soil,1/29/2016,9.0
20a10,soil,1/29/2016,4.0
20a11,soil,1/29/2016,NA
20a12,soil,1/29/2016,25.5
20a5,soil,1/29/2016,NA
20a6,soil,1/29/2016,NA
20a7,soil,1/29/2016,5.0
20a8,soil,1/29/2016,5.5
20a9,soil,1/29/2016,5.5
20b10,soil,1/29/2016,5.5
20b11,soil,1/29/2016,4.0
20b12,soil,1/29/2016,15.0
20b5,soil,1/29/2016,NA
20b6,soil,1/29/2016,NA
20b7,soil,1/29/2016,4.0
20b8,soil,1/29/2016,5.0
20b9,soil,1/29/2016,5.0
20c10,soil,1/29/2016,5.5
20c11,soil,1/29/2016,3.5
20c5,soil,1/29/2016,NA
20c6,soil,1/29/2016,NA
20c7,soil,1/29/2016,2.0
20c8,soil,1/29/2016,2.0
20c9,soil,1/29/2016,4.0
20d10,soil,1/29/2016,5.5
20d11,soil,1/29/2016,18.5
20d5,soil,1/29/2016,NA
20d6,soil,1/29/2016,NA
20d7,soil,1/29/2016,4.0
20d8,soil,1/29/2016,4.0
20d9,soil,1/29/2016,5.0
20e10,soil,1/29/2016,5.5
20e11,soil,1/29/2016,14.5
20e5,soil,1/29/2016,2.5
20e6,soil,1/29/2016,3.0
20e7,soil,1/29/2016,4.0
20e8,soil,1/29/2016,3.5
20e9,soil,1/29/2016,4.0
20f10,soil,1/29/2016,3.5
20f11,soil,1/29/2016,19.5
20f5,soil,1/29/2016,NA
20f6,soil,1/29/2016,4.0
20f7,soil,1/29/2016,4.5
20f8,soil,1/29/2016,4.5
20f9,soil,1/29/2016,5.0
21a10,soil,1/29/2016,28.0
21a2,soil,1/29/2016,NA
21a3,soil,1/29/2016,9.0
21a4,soil,1/29/2016,3.0
21a5,soil,1/29/2016,NA
21a6,soil,1/29/2016,NA
21a7,soil,1/29/2016,6.5
21a8,soil,1/29/2016,NA
21a9,soil,1/29/2016,7.0
21b10,soil,1/29/2016,27.0
21b2,soil,1/29/2016,8.0
21b3,soil,1/29/2016,NA
21b4,soil,1/29/2016,5.5
21b5,soil,1/29/2016,NA
21b6,soil,1/29/2016,NA
21b7,soil,1/29/2016,NA
21b8,soil,1/29/2016,NA
21b9,soil,1/29/2016,3.0
21c10,soil,1/29/2016,20.0
21c2,soil,1/29/2016,9.0
21c3,soil,1/29/2016,NA
21c4,soil,1/29/2016,4.5
21c5,soil,1/29/2016,NA
21c6,soil,1/29/2016,NA
21c7,soil,1/29/2016,NA
21c8,soil,1/29/2016,6.5
21c9,soil,1/29/2016,5.0
21d1,soil,1/29/2016,NA
21d10,soil,1/29/2016,NA
21d2,soil,1/29/2016,NA
21d3,soil,1/29/2016,NA
21d4,soil,1/29/2016,5.0
21d5,soil,1/29/2016,NA
21d6,soil,1/29/2016,NA
21d7,soil,1/29/2016,NA
21d8,soil,1/29/2016,5.0
21d9,soil,1/29/2016,4.0
21e1,soil,1/29/2016,2.0
21e10,soil,1/29/2016,NA
21e2,soil,1/29/2016,6.5
21e3,soil,1/29/2016,8.0
21e4,soil,1/29/2016,4.0
21e5,soil,1/29/2016,NA
21e6,soil,1/29/2016,NA
21e7,soil,1/29/2016,NA
21e8,soil,1/29/2016,7.0
21e9,soil,1/29/2016,NA
21f1,soil,1/29/2016,6.0
21f2,soil,1/29/2016,NA
21f3,soil,1/29/2016,4.0
21f4,soil,1/29/2016,5.0
21f5,soil,1/29/2016,NA
21f6,soil,1/29/2016,9.0
21f7,soil,1/29/2016,NA
21f8,soil,1/29/2016,7.0
21f9,soil,1/29/2016,4.5
22a10,soil,1/29/2016,34.0
22a2,soil,1/29/2016,NA
22a3,soil,1/29/2016,8.0
22a4,soil,1/29/2016,6.0
22a5,soil,1/29/2016,NA
22a6,soil,1/29/2016,2.0
22a7,soil,1/29/2016,7.0
22a8,soil,1/29/2016,NA
22a9,soil,1/29/2016,6.5
22b10,soil,1/29/2016,25.0
22b2,soil,1/29/2016,9.0
22b3,soil,1/29/2016,NA
22b4,soil,1/29/2016,5.0
22b5,soil,1/29/2016,NA
22b6,soil,1/29/2016,NA
22b7,soil,1/29/2016,7.0
22b8,soil,1/29/2016,NA
22b9,soil,1/29/2016,7.0
22c10,soil,1/29/2016,24.0
22c2,soil,1/29/2016,9.5
22c3,soil,1/29/2016,NA
22c4,soil,1/29/2016,6.0
22c5,soil,1/29/2016,NA
22c6,soil,1/29/2016,3.5
22c7,soil,1/29/2016,NA
22c8,soil,1/29/2016,7.0
22c9,soil,1/29/2016,6.0
22d1,soil,1/29/2016,NA
22d10,soil,1/29/2016,26.0
22d2,soil,1/29/2016,5.0
22d3,soil,1/29/2016,8.0
22d4,soil,1/29/2016,6.0
22d5,soil,1/29/2016,NA
22d6,soil,1/29/2016,NA
22d7,soil,1/29/2016,NA
22d8,soil,1/29/2016,6.5
22d9,soil,1/29/2016,6.0
22e1,soil,1/29/2016,9.5
22e10,soil,1/29/2016,31.0
22e2,soil,1/29/2016,9.0
22e3,soil,1/29/2016,NA
22e4,soil,1/29/2016,5.0
22e5,soil,1/29/2016,NA
22e6,soil,1/29/2016,NA
22e7,soil,1/29/2016,NA
22e8,soil,1/29/2016,7.0
22e9,soil,1/29/2016,7.0
22f1,soil,1/29/2016,7.5
22f2,soil,1/29/2016,7.0
22f3,soil,1/29/2016,NA
22f4,soil,1/29/2016,5.0
22f5,soil,1/29/2016,NA
22f6,soil,1/29/2016,1.0
22f7,soil,1/29/2016,4.0
22f8,soil,1/29/2016,9.0
22f9,soil,1/29/2016,8.0
23a10,soil,1/29/2016,NA
23a2,soil,1/29/2016,NA
23a3,soil,1/29/2016,NA
23a4,soil,1/29/2016,NA
23a5,soil,1/29/2016,NA
23a6,soil,1/29/2016,NA
23a7,soil,1/29/2016,2.0
23a8,soil,1/29/2016,NA
23a9,soil,1/29/2016,1.0
23b10,soil,1/29/2016,22.0
23b2,soil,1/29/2016,9.5
23b3,soil,1/29/2016,NA
23b4,soil,1/29/2016,4.5
23b5,soil,1/29/2016,NA
23b6,soil,1/29/2016,NA
23b7,soil,1/29/2016,NA
23b8,soil,1/29/2016,4.0
23b9,soil,1/29/2016,NA
23c10,soil,1/29/2016,21.0
23c2,soil,1/29/2016,9.5
23c3,soil,1/29/2016,NA
23c4,soil,1/29/2016,4.0
23c5,soil,1/29/2016,NA
23c6,soil,1/29/2016,NA
23c7,soil,1/29/2016,8.5
23c8,soil,1/29/2016,6.5
23c9,soil,1/29/2016,NA
23d1,soil,1/29/2016,NA
23d10,soil,1/29/2016,29.0
23d2,soil,1/29/2016,9.0
23d3,soil,1/29/2016,NA
23d4,soil,1/29/2016,4.0
23d5,soil,1/29/2016,NA
23d6,soil,1/29/2016,NA
23d7,soil,1/29/2016,1.0
23d8,soil,1/29/2016,7.5
23d9,soil,1/29/2016,7.0
23e1,soil,1/29/2016,5.0
23e10,soil,1/29/2016,NA
23e2,soil,1/29/2016,NA
23e3,soil,1/29/2016,7.0
23e4,soil,1/29/2016,3.5
23e5,soil,1/29/2016,NA
23e6,soil,1/29/2016,NA
23e7,soil,1/29/2016,NA
23e8,soil,1/29/2016,8.0
23e9,soil,1/29/2016,6.5
23f1,soil,1/29/2016,NA
23f2,soil,1/29/2016,6.5
23f3,soil,1/29/2016,5.0
23f4,soil,1/29/2016,3.5
23f5,soil,1/29/2016,NA
23f6,soil,1/29/2016,7.0
23f7,soil,1/29/2016,4.5
23f8,soil,1/29/2016,5.5
23f9,soil,1/29/2016,5.0
24a10,soil,1/29/2016,NA
24a2,soil,1/29/2016,8.0
24a3,soil,1/29/2016,NA
24a4,soil,1/29/2016,6.5
24a5,soil,1/29/2016,NA
24a6,soil,1/29/2016,NA
24a7,soil,1/29/2016,9.0
24a8,soil,1/29/2016,5.5
24a9,soil,1/29/2016,7.0
24b10,soil,1/29/2016,29.0
24b2,soil,1/29/2016,9.0
24b3,soil,1/29/2016,NA
24b4,soil,1/29/2016,3.5
24b5,soil,1/29/2016,NA
24b6,soil,1/29/2016,NA
24b7,soil,1/29/2016,8.0
24b8,soil,1/29/2016,1.0
24b9,soil,1/29/2016,7.5
24c10,soil,1/29/2016,NA
24c2,soil,1/29/2016,10.0
24c3,soil,1/29/2016,NA
24c4,soil,1/29/2016,4.0
24c5,soil,1/29/2016,NA
24c6,soil,1/29/2016,NA
24c7,soil,1/29/2016,10.0
24c8,soil,1/29/2016,8.0
24c9,soil,1/29/2016,6.5
24d1,soil,1/29/2016,NA
24d10,soil,1/29/2016,20.5
24d2,soil,1/29/2016,NA
24d3,soil,1/29/2016,10.5
24d4,soil,1/29/2016,5.0
24d5,soil,1/29/2016,NA
24d6,soil,1/29/2016,NA
24d7,soil,1/29/2016,NA
24d8,soil,1/29/2016,NA
24d9,soil,1/29/2016,6.0
24e1,soil,1/29/2016,NA
24e10,soil,1/29/2016,18.5
24e2,soil,1/29/2016,9.5
24e3,soil,1/29/2016,NA
24e4,soil,1/29/2016,4.0
24e5,soil,1/29/2016,NA
24e6,soil,1/29/2016,NA
24e7,soil,1/29/2016,NA
24e8,soil,1/29/2016,8.0
24e9,soil,1/29/2016,4.5
24f1,soil,1/29/2016,NA
24f2,soil,1/29/2016,3.5
24f3,soil,1/29/2016,6.5
24f4,soil,1/29/2016,4.0
24f5,soil,1/29/2016,NA
24f6,soil,1/29/2016,9.0
24f7,soil,1/29/2016,NA
24f8,soil,1/29/2016,7.0
24f9,soil,1/29/2016,4.0
25a10,soil,1/29/2016,14.5
25a11,soil,1/29/2016,7.0
25a12,soil,1/29/2016,6.0
25a2,soil,1/29/2016,NA
25a3,soil,1/29/2016,NA
25a4,soil,1/29/2016,3.5
25a5,soil,1/29/2016,NA
25a6,soil,1/29/2016,NA
25a7,soil,1/29/2016,8.5
25a8,soil,1/29/2016,12.0
25a9,soil,1/29/2016,10.0
25b10,soil,1/29/2016,11.5
25b11,soil,1/29/2016,11.0
25b12,soil,1/29/2016,NA
25b2,soil,1/29/2016,10.0
25b3,soil,1/29/2016,NA
25b4,soil,1/29/2016,NA
25b5,soil,1/29/2016,2.0
25b6,soil,1/29/2016,4.0
25b7,soil,1/29/2016,NA
25b8,soil,1/29/2016,10.5
25b9,soil,1/29/2016,9.0
25c10,soil,1/29/2016,4.0
25c11,soil,1/29/2016,7.0
25c2,soil,1/29/2016,9.0
25c3,soil,1/29/2016,NA
25c4,soil,1/29/2016,4.0
25c5,soil,1/29/2016,NA
25c6,soil,1/29/2016,4.0
25c7,soil,1/29/2016,12.5
25c8,soil,1/29/2016,3.0
25c9,soil,1/29/2016,9.5
25d1,soil,1/29/2016,NA
25d10,soil,1/29/2016,12.0
25d11,soil,1/29/2016,9.0
25d2,soil,1/29/2016,NA
25d3,soil,1/29/2016,7.5
25d4,soil,1/29/2016,NA
25d5,soil,1/29/2016,NA
25d6,soil,1/29/2016,4.0
25d7,soil,1/29/2016,11.0
25d8,soil,1/29/2016,5.0
25d9,soil,1/29/2016,11.5
25e1,soil,1/29/2016,NA
25e10,soil,1/29/2016,9.0
25e11,soil,1/29/2016,11.5
25e2,soil,1/29/2016,8.5
25e3,soil,1/29/2016,8.5
25e4,soil,1/29/2016,2.0
25e5,soil,1/29/2016,NA
25e6,soil,1/29/2016,7.0
25e7,soil,1/29/2016,11.5
25e8,soil,1/29/2016,8.0
25e9,soil,1/29/2016,10.5
25f1,soil,1/29/2016,5.0
25f10,soil,1/29/2016,NA
25f11,soil,1/29/2016,7.0
25f2,soil,1/29/2016,6.5
25f3,soil,1/29/2016,NA
25f4,soil,1/29/2016,8.5
25f5,soil,1/29/2016,NA
25f6,soil,1/29/2016,6.0
25f7,soil,1/29/2016,7.0
25f8,soil,1/29/2016,8.5
25f9,soil,1/29/2016,11.0
26a10,soil,1/29/2016,9.0
26a11,soil,1/29/2016,9.5
26a12,soil,1/29/2016,8.5
26a2,soil,1/29/2016,NA
26a3,soil,1/29/2016,7.0
26a4,soil,1/29/2016,NA
26a5,soil,1/29/2016,NA
26a6,soil,1/29/2016,NA
26a7,soil,1/29/2016,9.5
26a8,soil,1/29/2016,13.0
26a9,soil,1/29/2016,7.5
26b10,soil,1/29/2016,10.0
26b11,soil,1/29/2016,8.0
26b12,soil,1/29/2016,10.0
26b2,soil,1/29/2016,9.0
26b3,soil,1/29/2016,NA
26b4,soil,1/29/2016,8.5
26b5,soil,1/29/2016,9.0
26b6,soil,1/29/2016,NA
26b7,soil,1/29/2016,9.0
26b8,soil,1/29/2016,10.0
26b9,soil,1/29/2016,9.0
26c10,soil,1/29/2016,10.0
26c11,soil,1/29/2016,6.5
26c2,soil,1/29/2016,10.5
26c3,soil,1/29/2016,NA
26c4,soil,1/29/2016,NA
26c5,soil,1/29/2016,NA
26c6,soil,1/29/2016,NA
26c7,soil,1/29/2016,11.5
26c8,soil,1/29/2016,12.0
26c9,soil,1/29/2016,9.5
26d1,soil,1/29/2016,NA
26d10,soil,1/29/2016,11.5
26d11,soil,1/29/2016,10.0
26d2,soil,1/29/2016,13.0
26d3,soil,1/29/2016,10.0
26d4,soil,1/29/2016,NA
26d5,soil,1/29/2016,8.0
26d6,soil,1/29/2016,NA
26d7,soil,1/29/2016,10.0
26d8,soil,1/29/2016,9.0
26d9,soil,1/29/2016,9.5
26e1,soil,1/29/2016,NA
26e10,soil,1/29/2016,9.0
26e11,soil,1/29/2016,10.0
26e2,soil,1/29/2016,10.5
26e3,soil,1/29/2016,10.0
26e4,soil,1/29/2016,8.0
26e5,soil,1/29/2016,NA
26e6,soil,1/29/2016,9.5
26e7,soil,1/29/2016,12.0
26e8,soil,1/29/2016,11.0
26e9,soil,1/29/2016,9.0
26f1,soil,1/29/2016,7.0
26f10,soil,1/29/2016,8.0
26f11,soil,1/29/2016,9.0
26f2,soil,1/29/2016,12.0
26f3,soil,1/29/2016,NA
26f4,soil,1/29/2016,8.0
26f5,soil,1/29/2016,NA
26f6,soil,1/29/2016,9.5
26f7,soil,1/29/2016,8.0
26f8,soil,1/29/2016,10.5
26f9,soil,1/29/2016,12.5
27a10,soil,1/29/2016,10.0
27a11,soil,1/29/2016,7.0
27a12,soil,1/29/2016,6.5
27a2,soil,1/29/2016,NA
27a3,soil,1/29/2016,NA
27a4,soil,1/29/2016,5.5
27a5,soil,1/29/2016,6.5
27a6,soil,1/29/2016,NA
27a7,soil,1/29/2016,NA
27a8,soil,1/29/2016,9.5
27a9,soil,1/29/2016,9.5
27b10,soil,1/29/2016,8.0
27b11,soil,1/29/2016,7.5
27b12,soil,1/29/2016,10.5
27b2,soil,1/29/2016,8.5
27b3,soil,1/29/2016,NA
27b4,soil,1/29/2016,4.0
27b5,soil,1/29/2016,NA
27b6,soil,1/29/2016,2.5
27b7,soil,1/29/2016,5.5
27b8,soil,1/29/2016,7.0
27b9,soil,1/29/2016,4.0
27c10,soil,1/29/2016,10.0
27c11,soil,1/29/2016,7.0
27c2,soil,1/29/2016,NA
27c3,soil,1/29/2016,NA
27c4,soil,1/29/2016,NA
27c5,soil,1/29/2016,NA
27c6,soil,1/29/2016,NA
27c7,soil,1/29/2016,8.5
27c8,soil,1/29/2016,5.0
27c9,soil,1/29/2016,8.0
27d1,soil,1/29/2016,NA
27d10,soil,1/29/2016,9.0
27d11,soil,1/29/2016,9.5
27d2,soil,1/29/2016,8.5
27d3,soil,1/29/2016,7.5
27d4,soil,1/29/2016,NA
27d5,soil,1/29/2016,NA
27d6,soil,1/29/2016,8.0
27d7,soil,1/29/2016,NA
27d8,soil,1/29/2016,NA
27d9,soil,1/29/2016,8.0
27e1,soil,1/29/2016,NA
27e10,soil,1/29/2016,7.5
27e11,soil,1/29/2016,8.5
27e2,soil,1/29/2016,NA
27e3,soil,1/29/2016,NA
27e4,soil,1/29/2016,NA
27e5,soil,1/29/2016,NA
27e6,soil,1/29/2016,7.0
27e7,soil,1/29/2016,6.5
27e8,soil,1/29/2016,4.5
27e9,soil,1/29/2016,10.0
27f1,soil,1/29/2016,3.5
27f10,soil,1/29/2016,6.0
27f11,soil,1/29/2016,10.0
27f2,soil,1/29/2016,6.5
27f3,soil,1/29/2016,NA
