"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
1980,199.572198603366,132.495277437811,608.772350503256,342.160198434703,36.5408830238326,16.6178355465921,"Pru","pad","Prupad","Prunus_padus","europe"
1981,246.288395956478,163.0815058005,608.466745608842,274.964464253435,34.6014551250401,13.8413767742391,"Pru","pad","Prupad","Prunus_padus","europe"
1982,240.496317500225,156.136551634614,655.772843891849,469.421335221543,40.0343869819035,19.0501477579698,"Pru","pad","Prupad","Prunus_padus","europe"
1983,296.927518599956,228.658515441672,627.531182159069,329.895375773015,36.8156992969712,15.5825568511828,"Pru","pad","Prupad","Prunus_padus","europe"
1984,300.804653944093,164.642456971933,597.764456285771,386.02033009731,32.9084146589482,17.2442555973698,"Pru","pad","Prupad","Prunus_padus","europe"
1985,234.409265154838,189.213882215974,548.676435760805,315.957855756082,32.4382829482881,15.6301705271903,"Pru","pad","Prupad","Prunus_padus","europe"
1986,280.438416362019,209.339533642927,654.974343793172,408.262535751255,37.4410807164659,15.6839647521268,"Pru","pad","Prupad","Prunus_padus","europe"
1987,224.521856868041,135.002993505776,647.737517268601,371.206349950507,35.2917303508479,16.9759900862908,"Pru","pad","Prupad","Prunus_padus","europe"
1988,254.563058752568,160.118643313537,533.195875271364,344.017419999748,33.1326046803728,17.0454402755027,"Pru","pad","Prupad","Prunus_padus","europe"
1989,299.726222004947,182.244120305084,638.847937635682,340.762287314736,37.0991336064496,15.6284370165378,"Pru","pad","Prupad","Prunus_padus","europe"
1990,274.449604591326,208.812144968081,560.699723702388,392.672862922664,34.1790051001528,18.1511934820098,"Pru","pad","Prupad","Prunus_padus","europe"
1991,268.189668570272,173.462156257485,619.517071245313,352.037155367225,36.29423665605,15.5316333116803,"Pru","pad","Prupad","Prunus_padus","europe"
1992,251.971477844916,158.452649426933,554.640517071245,460.429286752544,32.6423391164715,19.1341318609536,"Pru","pad","Prupad","Prunus_padus","europe"
1993,296.562576180872,192.87277913773,457.689954608249,368.199207118803,28.3379720638725,17.9002626664903,"Pru","pad","Prupad","Prunus_padus","europe"
1994,241.189486420887,185.071794843104,639.213341227551,401.798068310455,37.3010209716979,17.6673069126621,"Pru","pad","Prupad","Prunus_padus","europe"
1995,326.599772317753,193.427130963461,484.485099664496,220.909935248993,32.0065721228081,11.438037043754,"Pru","pad","Prupad","Prunus_padus","europe"
1996,260.316114624282,194.833847206776,697.506808762581,340.694958692702,38.4427743038981,14.1076687445313,"Pru","pad","Prupad","Prunus_padus","europe"
1997,228.429264095394,175.413717349848,560.160746003552,349.981784626215,33.4562390351096,16.1431797388415,"Pru","pad","Prupad","Prunus_padus","europe"
1998,269.750619214103,178.716259417035,563.840240773633,349.605137768182,33.155926126246,15.2129845716323,"Pru","pad","Prupad","Prunus_padus","europe"
1999,254.768603975797,191.017759626529,613.337872508388,348.613269707961,36.2280608737431,15.6259315260151,"Pru","pad","Prupad","Prunus_padus","europe"
2000,328.209764109994,200.385566275339,816.493289915137,400.567234692073,41.373153948102,15.7286875034599,"Pru","pad","Prupad","Prunus_padus","europe"
2001,297.317720075435,193.646468066528,476.814979277679,275.744259456454,30.5635942176238,13.7564510437881,"Pru","pad","Prupad","Prunus_padus","europe"
2002,298.532667233327,195.999877647834,515.346062759029,457.830546493996,30.242065482125,18.8469272923915,"Pru","pad","Prupad","Prunus_padus","europe"
2003,314.778907870308,197.357425435533,660.030688770476,403.240963654033,38.4192636860622,17.3770020361968,"Pru","pad","Prupad","Prunus_padus","europe"
2004,265.122633304445,159.451294633317,681.676041049931,378.275678494224,38.7955513408573,16.5029821709861,"Pru","pad","Prupad","Prunus_padus","europe"
2005,313.312699031506,188.773947318269,661.899229401304,217.696357962546,38.7688353778097,11.059056500133,"Pru","pad","Prupad","Prunus_padus","europe"
2006,256.105909926409,168.151054096877,727.808565225972,433.916953897451,41.6674310563117,16.8536385270057,"Pru","pad","Prupad","Prunus_padus","europe"
2007,331.915743044697,231.774604453657,653.876060785475,316.444769395558,36.5155722363261,14.3513176319211,"Pru","pad","Prupad","Prunus_padus","europe"
2008,280.50777366585,197.590102744181,784.108841523584,317.923402595443,42.2746695324899,13.2169141304573,"Pru","pad","Prupad","Prunus_padus","europe"
2009,308.877954790882,198.655504551653,664.387310045392,432.516805958616,36.2944755741329,17.7142469658415,"Pru","pad","Prupad","Prunus_padus","europe"
2010,330.696603683915,189.183374488559,683.025656206828,285.127842433413,37.1837662463048,13.0852896817246,"Pru","pad","Prupad","Prunus_padus","europe"
2011,334.30152993948,200.256064383027,762.181172291297,356.551093575677,41.3574015647817,16.4779119184806,"Pru","pad","Prupad","Prunus_padus","europe"
2012,373.275272804561,239.951642598821,683.328661666009,349.361611504408,37.2425930431216,15.6163855412453,"Pru","pad","Prupad","Prunus_padus","europe"
2013,311.56283805584,204.972928642299,747.074106966647,408.231136444174,42.8548006026474,15.8905452701779,"Pru","pad","Prupad","Prunus_padus","europe"
2014,382.393612797653,224.232113303323,769.953259141494,342.783294935164,43.3918837444141,13.2965875955522,"Pru","pad","Prupad","Prunus_padus","europe"
2015,307.031920895694,208.057827449779,1003.71711768408,369.201331858743,51.8978327068521,13.2266047603163,"Pru","pad","Prupad","Prunus_padus","europe"
2016,348.917909241676,183.997658126821,800.147289251018,419.2028321779,44.8873012140193,16.4743318668043,"Pru","pad","Prupad","Prunus_padus","europe"
2017,300.134421755398,230.435616802857,874.344762503932,346.223312803459,46.8022886013602,15.1284829989199,"Pru","pad","Prupad","Prunus_padus","europe"
1980,323.852867878159,180.485334164504,937.204340704341,629.451979880122,63.6969516292033,23.8110804343072,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1981,311.216341861902,198.418038844998,1105.14393939394,568.845406358918,73.6632850832263,19.4109948493285,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1982,252.072822458755,197.002051504485,1291.45331695332,658.176937505693,81.4191559330697,19.3408102270984,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1983,287.798011303418,175.634877888125,966.391891891892,628.016731903524,66.7873504771721,24.389788600934,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1984,267.567915539722,211.513746219937,1206.7459049959,706.997851725846,75.4120004900592,22.5149494052457,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1985,326.994641669234,190.177102441309,992.224406224406,709.232042375811,67.9444463299263,25.7830786027451,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1986,313.459130869788,216.050514414074,868.068386568387,600.503215026742,60.7936391521748,25.3534393714838,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1987,364.335491966334,200.563683851552,1097.34111384111,674.884671092607,73.4583821881586,22.0453844780676,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1988,332.823200405645,186.12399952144,1089.86855036855,636.438343902837,73.2666387182848,20.1188038409428,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1989,336.901975735901,208.36559347871,980.893325143325,657.622429915697,67.8015990385115,21.5764083428311,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1990,328.166441719063,215.355866972204,1060.74774774775,635.202778885786,71.2071476745435,21.1361002391581,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1991,268.009817664315,185.734727115937,1017.99651924652,656.673384669823,70.9513732924987,23.2323274819675,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1992,404.74062121289,215.76761866432,1045.84582309582,659.524159715178,71.9922847564591,21.5636583419652,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1993,356.66125405123,203.205664107691,1099.08353808354,664.575333122908,72.5929174541633,21.9824122966601,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1994,379.801970515705,209.771185708509,916.372645372645,604.928941386068,64.666225361621,24.0377233478109,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1995,299.686849508899,206.505095599588,1090.29484029484,725.25359906997,72.5565774341682,24.3853369004943,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1996,275.372114527159,230.039744869661,1205.65253890254,614.248874492535,77.3700204794011,20.2040610997826,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1997,324.159632673256,215.460377289724,953.309991809992,638.925691822381,67.5049939368765,23.3005279896295,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1998,319.846314545105,178.212612061197,1142.59520884521,726.500950966339,75.9872641874698,22.6206753668459,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1999,247.651793764968,197.925357593621,1278.54033579034,741.485553193592,80.0369451234926,21.7748731965725,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2000,300.247928453973,225.809723467953,1206.55855855856,724.78822264706,79.6849637056808,20.3216825966257,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2001,299.59800096622,201.910838345935,1080.38042588043,715.242200947143,71.1161448744872,24.9463677388874,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2002,257.978136460591,217.697617352428,1080.55958230958,731.471402427283,69.0782607391133,25.1585625464451,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2003,267.890393010995,206.069422806689,1201.20106470106,708.538098845981,78.441848518468,21.8362294610402,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2004,354.005910775002,234.316699213806,1078.51351351351,718.551816965272,72.5674764040382,23.068093670438,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2005,332.706612318696,208.610544532238,1109.85462735463,774.535468052356,71.5225119354,24.554509397076,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2006,312.499403420961,199.764851936798,1171.29279279279,651.145053773841,77.997799608806,19.6767311704336,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2007,318.323085909835,219.022938652299,1181.34275184275,723.767099886282,79.0757206975339,21.1844516285989,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2008,262.364456568656,194.555717230154,1097.43693693694,674.875600926608,71.6949120357824,23.6573276979144,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2009,276.361276328541,210.358822919954,1028.38697788698,626.28817263024,69.9108802798784,22.2766222014402,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2010,259.814621770341,196.264733530566,1015.13472563473,668.297686589262,70.3010434490216,24.2978273436262,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2011,216.54194256547,212.696624640504,1152.39803439803,731.259550611641,72.9398362642513,23.649202994783,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2012,307.659718357061,213.885407866238,1029.68591318591,679.851936610459,71.4338487669946,24.1567807103851,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2013,320.960140230498,217.568887349876,1058.90294840295,717.098948032605,72.2078068892764,24.1242995657251,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2014,324.87339756575,233.359592214334,1036.48054873055,711.042296642133,70.7446031889014,24.1859998020007,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2015,366.89331717173,229.22982217049,1043.36998361998,607.960924442716,70.1463495815825,21.312511388358,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
2016,283.335357197243,197.028887392157,1136.39312039312,614.924679928043,75.1520555779111,19.3810817466668,"Pse","men","psemen","Pseudotsuga_menziesii","north america"
1980,425.465597851569,160.491852387171,849.449519230769,336.199785467748,50.141523871085,10.1008878541664,"Que","ile","Queile","Quercus_ilex","europe"
1981,628.675928225275,165.289332382837,780.774038461538,330.071408463474,48.1284409695989,7.92629041269092,"Que","ile","Queile","Quercus_ilex","europe"
1982,561.999777047214,135.046348146397,899.584134615385,391.291138366901,49.5761826307126,10.3467250906766,"Que","ile","Queile","Quercus_ilex","europe"
1983,604.243381399402,204.27350953194,847.918269230769,318.961362512349,48.8213090722251,8.70526450346804,"Que","ile","Queile","Quercus_ilex","europe"
1984,453.875213457639,159.233971344946,808.692307692308,405.391915744716,47.1789034357247,10.8472243007732,"Que","ile","Queile","Quercus_ilex","europe"
1985,562.200883354624,178.00847196363,756.019230769231,326.13008224674,46.5345268941985,8.58210587386605,"Que","ile","Queile","Quercus_ilex","europe"
1986,605.319151523836,181.351903685109,781.564903846154,283.546568300799,47.9113695101472,6.88782376250893,"Que","ile","Queile","Quercus_ilex","europe"
1987,526.709442567734,139.426996353259,772.423076923077,419.209301541246,46.6022865560205,10.1829835060817,"Que","ile","Queile","Quercus_ilex","europe"
1988,596.357228085211,162.794657926397,715.497596153846,285.270494136901,46.6279901881707,7.48719051805129,"Que","ile","Queile","Quercus_ilex","europe"
1989,683.165446013517,153.844429001497,801.254807692308,387.09626619285,46.3503627920094,11.4509347077537,"Que","ile","Queile","Quercus_ilex","europe"
1990,684.637369255267,155.840478669397,678.213942307692,313.141262666521,45.631683070457,8.22517961450162,"Que","ile","Queile","Quercus_ilex","europe"
1991,515.021652570702,148.33100673818,942.576923076923,328.073926578495,52.6253590773521,8.57794206022262,"Que","ile","Queile","Quercus_ilex","europe"
1992,640.099774763167,135.93731285827,802.324519230769,512.096400972177,48.4956467246974,13.2004173741734,"Que","ile","Queile","Quercus_ilex","europe"
1993,627.542371695234,150.55471872438,870.127403846154,428.310885182917,50.1282402901387,10.5141123440327,"Que","ile","Queile","Quercus_ilex","europe"
1994,700.295157277634,172.798084333728,704.846153846154,419.360930158723,44.9369973025603,11.2248351076728,"Que","ile","Queile","Quercus_ilex","europe"
1995,607.165737325755,150.027664621661,688.463942307692,312.783876701597,44.1452006578649,8.08293107249296,"Que","ile","Queile","Quercus_ilex","europe"
1996,586.44290191459,138.363371426573,834.353365384615,373.381290770973,47.1452849394707,10.6040438975105,"Que","ile","Queile","Quercus_ilex","europe"
1997,709.93352241995,157.875157712157,780.6875,362.877008265913,48.0252598924637,8.5625026371037,"Que","ile","Queile","Quercus_ilex","europe"
1998,636.849150082983,154.35555392348,841.052884615385,296.974103185199,48.9865242553063,8.70103053361272,"Que","ile","Queile","Quercus_ilex","europe"
1999,700.331022906457,164.483518366266,707.117788461538,418.765634154366,45.5808933297667,10.1417670190934,"Que","ile","Queile","Quercus_ilex","europe"
2000,708.42770528239,171.442939245084,726.610576923077,527.067293766289,45.3902186036565,13.799839380949,"Que","ile","Queile","Quercus_ilex","europe"
2001,736.566406257361,185.296246767425,507.759615384615,271.804610490531,42.0277537468279,5.9866127016317,"Que","ile","Queile","Quercus_ilex","europe"
2002,677.85236949719,156.1356033004,697.913461538462,469.279064417968,43.5432060398064,11.9809269393463,"Que","ile","Queile","Quercus_ilex","europe"
2003,731.874772121879,137.561999269801,785.713942307692,496.508936774986,47.9655225529613,12.7648056633061,"Que","ile","Queile","Quercus_ilex","europe"
2004,560.471844584636,150.571297602966,584.028846153846,461.842784525195,43.6367805263638,10.2464083222328,"Que","ile","Queile","Quercus_ilex","europe"
2005,682.222356875959,143.74664441292,640.142156862745,300.626213238243,43.3988203998512,7.67620856560108,"Que","ile","Queile","Quercus_ilex","europe"
2006,673.096144488549,166.191169872522,480.476315789474,413.523808156533,39.7443630486014,10.8076789300015,"Que","ile","Queile","Quercus_ilex","europe"
2007,729.564809938432,163.976685129381,873.690860215054,281.080160485787,50.6689198641568,7.58415571943033,"Que","ile","Queile","Quercus_ilex","europe"
2008,623.712270789248,162.643767375121,768.118918918919,380.446783142101,46.9382512448382,9.78632011772526,"Que","ile","Queile","Quercus_ilex","europe"
2009,687.597492341893,147.651574449102,702.913513513514,335.250317058958,45.756617721564,8.81546035394546,"Que","ile","Queile","Quercus_ilex","europe"
2010,598.565259437436,145.075276547759,706.01912568306,344.588998560461,45.6222825565314,10.9845159154182,"Que","ile","Queile","Quercus_ilex","europe"
2011,734.544545408442,172.517316838351,663.956043956044,389.871413483557,43.4951600143085,10.91253931148,"Que","ile","Queile","Quercus_ilex","europe"
2012,683.10595422145,156.26011214897,586.280555555556,414.409902749556,43.5964505843469,10.3347903107759,"Que","ile","Queile","Quercus_ilex","europe"
2013,559.838624972439,173.922599076025,539.32044198895,361.876589724888,41.7416392627124,7.90677250577082,"Que","ile","Queile","Quercus_ilex","europe"
2014,664.473226349112,167.445049301032,414.291208791209,434.205660503056,37.4279600068925,10.0090836537544,"Que","ile","Queile","Quercus_ilex","europe"
2015,696.510128166516,156.014772153813,530.582872928177,483.774010353928,39.5482659681997,12.7009092918089,"Que","ile","Queile","Quercus_ilex","europe"
2016,601.968586273697,169.641636139421,639.024861878453,499.109059770627,44.2014234235796,12.3027316824341,"Que","ile","Queile","Quercus_ilex","europe"
2017,764.142930063675,149.661575680743,722.303867403315,257.457157032354,45.22860697957,6.4884068329601,"Que","ile","Queile","Quercus_ilex","europe"
1980,299.030081495448,118.948770047168,1044.70973154362,232.632152566201,56.9300554028043,6.24181892011013,"Que","pet","Quepet","Quercus_petraea","europe"
1981,423.91056559985,144.950041504239,942.801810865191,246.811567372084,52.5533903371597,6.40357911556311,"Que","pet","Quepet","Quercus_petraea","europe"
1982,391.342237947331,128.495717907311,1166.03456375839,218.800582132257,59.3727660077329,5.7755234028594,"Que","pet","Quepet","Quercus_petraea","europe"
1983,424.136253738581,219.971859391112,1010.60228034876,213.423676929227,55.2789846560082,5.57103584449962,"Que","pet","Quepet","Quercus_petraea","europe"
1984,341.765881569313,128.080331659539,1022.05063715627,308.046433163075,53.6881548209226,8.55840615357811,"Que","pet","Quepet","Quercus_petraea","europe"
1985,412.787113740843,159.618113479318,981.652246814219,173.800890746115,53.1574896790713,5.05877233483317,"Que","pet","Quepet","Quercus_petraea","europe"
1986,432.008340762049,192.678253512555,1096.01978537894,242.087100452691,56.6429818346323,5.49829505099636,"Que","pet","Quepet","Quercus_petraea","europe"
1987,340.539094322951,125.595890105118,1158.50268456376,214.01242799106,58.0795946190275,5.37142985969254,"Que","pet","Quepet","Quercus_petraea","europe"
1988,406.529816016319,130.530107209283,994.022803487592,314.336526399089,56.178485565631,7.33320684655674,"Que","pet","Quepet","Quercus_petraea","europe"
1989,503.223795693135,175.793726565344,971.82964453387,203.763886140573,53.7243634198827,5.96627880987746,"Que","pet","Quepet","Quercus_petraea","europe"
1990,504.40706824508,158.123721133861,966.020456069752,195.670685588613,53.1908921420828,5.53891769932895,"Que","pet","Quepet","Quercus_petraea","europe"
1991,332.600923526211,134.521040586891,1011.5640509725,306.391124594512,54.101699793226,8.82490438970453,"Que","pet","Quepet","Quercus_petraea","europe"
1992,438.220344444042,142.989220668408,1153.03187919463,323.241136918242,56.1269814856362,8.84751174776288,"Que","pet","Quepet","Quercus_petraea","europe"
1993,483.748686902101,155.438470737065,975.773641851107,309.971326725602,53.3824239824115,8.00199461762673,"Que","pet","Quepet","Quercus_petraea","europe"
1994,450.892496258589,182.887305985759,1124.48457411133,295.861641372632,58.1285864978298,7.73031248691937,"Que","pet","Quepet","Quercus_petraea","europe"
1995,407.789554523533,149.664548878656,739.103957075788,206.566222520393,46.2111228763118,6.83662906660707,"Que","pet","Quepet","Quercus_petraea","europe"
1996,404.586477336783,158.310089644568,1029.53859060403,162.279613493815,53.3769917932247,5.89546555967418,"Que","pet","Quepet","Quercus_petraea","europe"
1997,435.17711837113,168.444352914734,1028.28101945003,235.006323994375,55.6433712868008,5.29926925437067,"Que","pet","Quepet","Quercus_petraea","europe"
1998,460.074133137988,145.003275716282,972.475855130785,289.594194353428,52.3121694102282,8.76611839447616,"Que","pet","Quepet","Quercus_petraea","europe"
1999,476.367525475848,156.424287370501,1036.78169014085,236.219016916748,55.5925568058139,6.38462845613016,"Que","pet","Quepet","Quercus_petraea","europe"
2000,537.240636605256,179.754607026857,1179.2760241773,265.878727400637,57.5561278347407,6.91573356153751,"Que","pet","Quepet","Quercus_petraea","europe"
2001,474.657974138128,181.312727948347,725.568791946309,233.533766178435,45.917719126994,7.73480242508672,"Que","pet","Quepet","Quercus_petraea","europe"
2002,488.302341993994,173.655419887678,1090.8643384822,320.308836495046,54.4943491955583,8.74126378965947,"Que","pet","Quepet","Quercus_petraea","europe"
2003,535.812556549225,169.018253240231,1159.21087978509,250.840552378542,59.2215566006793,5.97514519957537,"Que","pet","Quepet","Quercus_petraea","europe"
2004,427.302491974829,145.128969884273,1008.34295302013,302.797783707218,55.3229763149755,8.2662085639952,"Que","pet","Quepet","Quercus_petraea","europe"
2005,475.231544612508,166.369136675366,889.498308525034,192.759177134354,51.382349274008,5.67469741976724,"Que","pet","Quepet","Quercus_petraea","europe"
2006,435.064601289226,169.688230502938,1048.28432055749,282.904358166755,54.9386319943972,7.16985404606626,"Que","pet","Quepet","Quercus_petraea","europe"
2007,581.652370195368,176.990136545434,1043.46675900277,232.17448976312,54.016186618962,7.07225372506099,"Que","pet","Quepet","Quercus_petraea","europe"
2008,468.073188211363,167.669266379759,1075.46853388658,203.389260345111,55.3471087800141,6.59451379989379,"Que","pet","Quepet","Quercus_petraea","europe"
2009,520.386242251226,170.538468037725,1115.83724948169,198.617791038938,56.295512221938,4.97454254602468,"Que","pet","Quepet","Quercus_petraea","europe"
2010,436.779705559152,169.589054636126,940.21887966805,148.460701578592,50.8883382761357,6.14991656291479,"Que","pet","Quepet","Quercus_petraea","europe"
2011,565.751169047874,187.21828363146,1099.17591950035,237.996812470495,57.1939984179641,5.40593440563995,"Que","pet","Quepet","Quercus_petraea","europe"
2012,536.123511540207,181.841353117313,1062.4979338843,288.426326274759,55.0901834508299,7.63820184553385,"Que","pet","Quepet","Quercus_petraea","europe"
2013,427.507024607222,195.61012655913,1054.39716066482,277.013007815895,55.2098328107303,6.58383355062059,"Que","pet","Quepet","Quercus_petraea","europe"
2014,524.994515459705,165.456659169699,1034.8495508982,233.34724692556,52.7415614400926,6.5123568447846,"Que","pet","Quepet","Quercus_petraea","europe"
2015,462.634212516064,173.275982517847,1203.08345864662,258.953363410166,59.2664515429828,6.98446716961033,"Que","pet","Quepet","Quercus_petraea","europe"
2016,447.203360894643,166.400916177542,1182.89481592787,255.296376895192,59.6333974894844,6.76851037027273,"Que","pet","Quepet","Quercus_petraea","europe"
2017,520.234738274282,175.688672698265,1114.53209969789,173.847637451418,56.8905712779539,4.66647737894404,"Que","pet","Quepet","Quercus_petraea","europe"
1980,292.016536022844,118.111789279854,866.857905614881,291.741071978696,49.5411072950481,11.5550200425284,"Que","rob","Querob","Quercus_robur","europe"
1981,381.644618084156,129.963966628971,802.190082644628,240.298488940833,45.310057255036,9.32603675357257,"Que","rob","Querob","Quercus_robur","europe"
1982,357.951381761639,139.657217790525,1007.54426455391,313.441889750196,53.965692207818,9.81727105433332,"Que","rob","Querob","Quercus_robur","europe"
1983,458.06854696762,200.606876655795,867.443181818182,227.171054388799,48.3775642907282,9.60729898636126,"Que","rob","Querob","Quercus_robur","europe"
1984,410.003563398924,132.852920644568,854.857954545455,312.673898514649,44.7344995215694,12.4288812025069,"Que","rob","Querob","Quercus_robur","europe"
1985,389.027204496202,152.166872443634,770.74294077135,268.122700300747,44.0748849286934,11.2762183987749,"Que","rob","Querob","Quercus_robur","europe"
1986,436.427347490023,173.623552554129,907.89738292011,336.534574675191,47.4888625764345,12.3830654761406,"Que","rob","Querob","Quercus_robur","europe"
1987,326.245278604012,118.148684340396,853.253703065794,384.531291390537,46.3235961577247,15.300271729034,"Que","rob","Querob","Quercus_robur","europe"
1988,391.625836509878,113.233150057827,710.311811294766,381.180146113176,43.4226109630887,15.868576758418,"Que","rob","Querob","Quercus_robur","europe"
1989,453.379159993848,157.166521780481,871.578340220386,228.719683385351,47.9094135685577,9.34725985597801,"Que","rob","Querob","Quercus_robur","europe"
1990,452.194120981705,167.066765927763,846.126033057851,262.173853205889,47.3196183459031,10.0429901003957,"Que","rob","Querob","Quercus_robur","europe"
1991,356.96441065842,146.074445976698,805.020316804408,362.818303504202,45.3396618222011,13.8780173138268,"Que","rob","Querob","Quercus_robur","europe"
1992,383.386456199173,144.957000613935,882.693765070617,397.083271692315,46.8419351911584,13.1551578321781,"Que","rob","Querob","Quercus_robur","europe"
1993,453.235731717555,132.680943799588,701.690082644628,375.087293812337,41.1011408632223,15.7146366326662,"Que","rob","Querob","Quercus_robur","europe"
1994,390.255267403127,170.502825320133,880.68870523416,369.009681750313,49.1640146154012,13.0299754842511,"Que","rob","Querob","Quercus_robur","europe"
1995,450.052184733778,168.234299564899,630.013946280992,181.832045946893,40.0037414607838,8.09071314978418,"Que","rob","Querob","Quercus_robur","europe"
1996,416.821077914792,157.47105996227,943.636066138477,216.404461656333,48.7875009047988,7.56173427830424,"Que","rob","Querob","Quercus_robur","europe"
1997,377.974862164247,181.02871234316,801.294249311295,304.460854218205,45.1420212746014,12.4238340572167,"Que","rob","Querob","Quercus_robur","europe"
1998,423.811634384591,143.776757666484,799.228477961433,279.301688856628,43.7779564514712,11.0887780806957,"Que","rob","Querob","Quercus_robur","europe"
1999,421.271041027976,156.235498201031,817.888429752066,326.426935489874,46.4997194152592,12.2351394660067,"Que","rob","Querob","Quercus_robur","europe"
2000,485.782314081183,170.167994590212,1061.39166379607,291.980537500719,52.002249043085,9.87766461483627,"Que","rob","Querob","Quercus_robur","europe"
2001,445.938247186056,159.274531670496,653.961246985877,196.9004477304,39.8270744718622,9.12527148755582,"Que","rob","Querob","Quercus_robur","europe"
2002,457.754501798077,167.778400660217,833.991215983465,379.769474912246,44.3950249051748,13.0497760303826,"Que","rob","Querob","Quercus_robur","europe"
2003,475.379032502275,172.948756957367,918.661901481226,372.213359437288,50.1253775709483,13.3893737281077,"Que","rob","Querob","Quercus_robur","europe"
2004,387.350718627998,141.928516943101,939.601791250431,260.716649487553,50.449390104751,9.93998786360804,"Que","rob","Querob","Quercus_robur","europe"
2005,455.553517666635,164.043787630114,773.171438427044,206.972848306724,46.0816453878733,8.08418282510093,"Que","rob","Querob","Quercus_robur","europe"
2006,395.52884926534,156.645042049107,991.060569246789,299.458161252134,52.2349739874534,9.13857262929065,"Que","rob","Querob","Quercus_robur","europe"
2007,527.03762316406,172.656915033878,843.057365684575,302.327868665752,44.8735693670336,12.8856436867012,"Que","rob","Querob","Quercus_robur","europe"
2008,443.103016855116,155.516811415736,987.266481609993,195.708328979572,50.9608905091289,7.12049364127262,"Que","rob","Querob","Quercus_robur","europe"
2009,467.777045246289,160.748026663705,980.61459778086,282.425210341608,49.6237963981623,9.87573560630148,"Que","rob","Querob","Quercus_robur","europe"
2010,464.09340835136,153.088274886169,900.948509015257,173.000717883891,47.1686395085074,7.97760933155948,"Que","rob","Querob","Quercus_robur","europe"
2011,496.376298726503,180.883266913631,949.381117667477,322.135185580785,50.9989126312301,12.3199553092085,"Que","rob","Querob","Quercus_robur","europe"
2012,550.724170446027,192.234525865405,898.124826629681,296.211728012489,48.2556592888824,10.0640066977362,"Que","rob","Querob","Quercus_robur","europe"
2013,462.426956050115,184.125642895477,1011.29565972222,264.677892474534,52.7886803701008,8.09978036108515,"Que","rob","Querob","Quercus_robur","europe"
2014,522.260477295933,163.296469079423,902.478589965398,269.726837226336,48.8749279449393,7.85755365133132,"Que","rob","Querob","Quercus_robur","europe"
2015,438.346015170377,175.836073713306,1141.39629948365,282.115971998315,57.0373553747418,7.81163166131751,"Que","rob","Querob","Quercus_robur","europe"
2016,452.41282500151,152.866300568805,954.069061962134,390.221846108311,50.9825814841713,14.0211203510481,"Que","rob","Querob","Quercus_robur","europe"
2017,445.902553964555,202.215740597631,1047.02203975799,223.019554605109,54.7409666261302,6.692926992994,"Que","rob","Querob","Quercus_robur","europe"
1980,563.593251283371,256.219948790403,686.779389600603,189.779873409865,66.1095342130801,8.72945920683423,"Que","rub","querub","Quercus_rubra","north america"
1981,616.913589282236,270.78978388471,766.085248681236,205.055522303696,68.4210206277717,10.0567531815163,"Que","rub","querub","Quercus_rubra","north america"
1982,613.410897364533,271.047112385319,876.695459683497,200.010368094069,73.0613332124887,7.79097811465726,"Que","rub","querub","Quercus_rubra","north america"
1983,500.169043058114,271.113569088788,614.90928786737,236.104760832621,65.7131074830877,6.82504261742932,"Que","rub","querub","Quercus_rubra","north america"
