date,airt,airtmax,airtmin,airtmmx,airtmmn,prec
1974-12,-1.7,1.6,-4.8,11.8,-13.3,70
1975-01,-3.8,0.4,-7.9,11.8,-19.4,103
1975-02,-4.7,-0.5,-8.6,8.5,-22.2,74
1975-03,-0.7,2.9,-4.7,10.7,-14.4,77
1975-04,4.2,9.1,-0.3,17.4,-5.5,62
1975-05,15.2,21.2,9.3,29.6,2.8,50
1975-06,17.6,22.1,13.2,30.7,3.9,131
1975-07,21.6,26.1,16.9,28.5,8.9,110
1975-08,19.3,24.1,14.8,35.7,7.8,119
1975-09,13.7,18.4,9,22.4,0.6,176
1975-10,10.7,15.5,5.8,24.6,-2.2,133
1975-11,6.7,10.7,2.9,20.7,-4.4,129
1975-12,-3.1,0.7,-7,13.5,-20.5,95
1976-01,-8.5,-3.5,-13,10.7,-24.4,84
1976-02,-1.9,2.9,-6.3,15.7,-19.4,84
1976-03,1.5,6.3,-3.4,18.5,-15.5,67
1976-04,9,14.4,3.5,31.8,-7.2,87
1976-05,12.3,17.6,7.1,26.8,-0.5,88
1976-06,20,25.1,15,30.7,5.6,58
1976-07,19.1,23.9,14.6,28.5,7.8,165
1976-08,19,23.6,14.5,31.8,3.9,171
1976-09,14.4,19.4,9.6,26.8,1.7,48
1976-10,7.6,11.7,3.5,21.8,-10.5,90
1976-11,1.2,4.9,-2.4,14.6,-11.1,25
1976-12,-6.7,-2.6,-10.7,10.7,-20.5,68
1977-01,-10.1,-5.3,-14.8,2.4,-24.4,54
1977-02,-4.9,-1.5,-8.2,7.4,-18.3,52
1977-03,3.6,7.3,-0.2,26.8,-10.5,149
1977-04,7.8,13.5,2.2,28.5,-5.5,104
1977-05,14.2,20.3,8,28.5,-0.5,70
1977-06,17,21.3,12.6,27.4,4.5,108
1977-07,20.2,25.2,15.3,31.8,7.8,70
1977-08,19.9,24.3,15.6,30.7,7.8,127
1977-09,14.6,18.3,11.2,27.4,3.9,116
1977-10,9.2,13.6,4.8,22.4,-2.2,145
1977-11,4.8,7.8,1.8,18.5,-6.1,99
1977-12,-4.4,-1.1,-7.4,7.4,-23.3,105
1978-01,-6,-2.1,-9.7,12.4,-15.5,170
1978-02,-8.1,-3.1,-12.7,1.8,-20.5,23
1978-03,-1.4,3,-5.6,11.8,-18.3,63
1978-04,6,11,0.8,21.8,-5.5,47
1978-05,13.5,18.4,8.5,28.5,-1.1,66
1978-06,17.7,23.4,12.1,29.6,2.8,91
1978-07,19.8,24.9,14.7,32.4,6.7,62
1978-08,19.8,24.1,15.7,29.6,9.5,119
1978-09,13.8,19,8.4,27.4,0.6,26
1978-10,8.5,13.5,3.7,22.4,-3.3,88
1978-11,3.8,8.4,-0.9,19.6,-10.5,47
1978-12,-2.8,1.1,-6.3,10.7,-12.2,85
1979-01,-3.9,-0.6,-7.4,11.8,-19.4,227
1979-02,-9.3,-5.5,-12.9,5.7,-25.5,55
1979-03,3.1,7,-0.9,19.6,-12.2,115
1979-04,6.7,10.9,2.5,22.4,-4.4,164
1979-05,14.5,19,10.2,31.8,0.6,89
1979-06,17.7,23.4,12.1,29.6,3.9,20
1979-07,21.6,26.6,16.3,32.4,7.8,104
1979-08,19.4,23.4,15.5,29.6,8.9,123
1979-09,15.4,20.4,10.3,26.8,-0.5,136
1979-10,9.1,12.9,5.5,27.4,-4.4,162
1979-11,6.3,10.2,2.6,18.5,-5.5,79
1979-12,-0.9,2.6,-4.3,13.5,-17.2,60
1980-01,-4.2,-0.4,-7.8,12.4,-15.5,24
1980-02,-6.1,-1.5,-10.5,10.7,-17.2,20
1980-03,0.4,4.4,-3.7,13.5,-18.3,166
1980-04,7.6,12.1,3.1,20.7,-3.3,117
1980-05,13.8,19.5,8.2,30.7,1.7,46
1980-06,16.3,21.9,10.8,31.8,2.8,100
1980-07,21.7,27.1,16.2,32.4,8.9,51
1980-08,21,25.5,16.8,31.8,10.6,45
1980-09,16.6,21.8,11.6,31.8,2.8,51
1980-10,8.6,13.4,4.1,23.5,-3.3,69
1980-11,2.4,6.2,-1.3,13.5,-9.4,84
1980-12,-5.7,-0.9,-10.1,10.7,-26.1,24
1981-01,-10.2,-5.6,-14.6,5.7,-24.4,18
1981-02,-0.5,3.7,-4.6,16.8,-16.1,211
1981-03,1.2,4.8,-2.4,23.5,-12.2,21
1981-04,8.6,13.8,3.4,21.8,-5.4,107
1981-05,14.4,20.5,8.2,29.6,-6.1,70
1981-06,18.5,23.6,13.3,31.8,5.6,85
1981-07,21.5,25.9,16.8,31.8,10.6,132
1981-08,19.7,24.7,14.7,28.5,7.8,58
1981-09,14.7,19,10.5,26.8,-0.5,93
1981-10,8,12.4,3.7,18.5,-1.1,152
1981-11,3.8,7.2,0.4,17.4,-6.1,61
1981-12,-3.5,-0.2,-6.7,8.5,-19.4,126
1982-01,-10.3,-6,-14.2,9.6,-26.1,92
1982-02,-4.5,-0.1,-8.5,6.8,-17.2,96
1982-03,-0.1,4.3,-4.3,15.7,-17.2,71
1982-04,5,10,0.4,20.7,-10.5,117
1982-05,14.5,20.4,8.5,26.8,2.8,46
1982-06,16.2,20.4,11.8,25.7,7.8,217
1982-07,20.7,26.4,15.1,32.4,8.9,70
1982-08,18.1,23.4,13,27.4,2.8,79
1982-09,15.5,20.5,10.4,28.5,4.5,52
1982-10,8.8,14.6,2.9,23.5,-4.4,46
1982-11,5.4,9.7,1.1,23.5,-11.1,99
1982-12,0.6,4.4,-3.2,16.8,-17.2,51
1983-01,-4.2,-0.4,-8,11.8,-20.5,101
1983-02,-2.7,1.7,-6.7,10.7,-20.5,68
1983-03,1.9,4.9,-1.1,12.4,-10.5,137
1983-04,7.3,11.4,3.3,26.8,-0.5,156
1983-05,12.3,16.8,7.9,23.5,-2.2,170
1983-06,19.3,24.7,13.9,31.8,5.6,58
1983-07,21.5,27,16,31.8,8.9,68
1983-08,21.1,26.5,15.8,31.8,10.6,60
1983-09,17.7,23.5,11.9,31.8,4.5,52
1983-10,10,14.3,5.6,23.5,-4.4,107
1983-11,4.6,8.5,0.5,16.8,-5.5,170
1983-12,-3.9,-0.2,-7.6,8.5,-21.1,135
1984-01,-6.8,-3.1,-10.6,5.7,-24.4,59
1984-02,0.2,4,-4,14.6,-17.2,144
1984-03,-2.7,0.5,-5.9,7.4,-17.2,118
1984-04,6.7,11.2,2.2,23.5,-3.3,98
1984-05,12.4,17.9,7,27.4,-0.5,258
1984-06,19.2,24.4,13.9,31.8,5.6,63
1984-07,20.2,24.6,15.7,30.7,10.6,159
1984-08,21.6,25.9,17,29.6,9.5,23
1984-09,14.7,20.3,9.3,26.8,1.7,19
1984-10,11.3,16.2,6.6,25.7,-3.3,88
1984-11,4,8.3,-0.1,16.8,-8.3,87
1984-12,0.3,3.8,-2.9,16.8,-11.1,72
1985-01,-7.7,-3.6,-11.8,6.8,-17.2,29
1985-02,-2.3,2.3,-6.9,18.5,-17.2,45
1985-03,2.3,8.3,-3.7,21.8,-13.3,75
1985-04,7.6,13.4,1.9,24.8,-7.2,27
1985-05,15.8,21.4,9.9,28.5,4.5,63
1985-06,16.5,21.2,11.4,25.7,5.6,70
1985-07,20.9,26.2,15.7,28.5,9.5,73
1985-08,19.4,24,14.9,30.7,9.5,192
1985-09,15.9,20.6,11.3,27.4,4.5,81
1985-10,9.8,15,4.5,22.4,-2.2,61
1985-11,4.1,7.1,1.2,20.7,-7.2,128
1985-12,-5,-1.7,-8.2,7.4,-17.2,36
1986-01,-4.6,-0.2,-9,10.7,-21.1,130
1986-02,-6.2,-2,-10.6,2.4,-16.1,71
1986-03,1.2,6,-3.4,23.5,-17.2,95
1986-04,8.7,13.9,3.7,25.7,-2.2,40
1986-05,14.1,19.7,8.7,29.6,-1.1,41
1986-06,16.1,21.3,10.9,27.4,1.7,157
1986-07,20,24.4,15.7,31.8,7.8,121
1986-08,18.4,23.2,13.7,26.8,3.9,85
1986-09,13.7,19.1,8.5,24.6,1.7,32
1986-10,9.4,14.4,4.5,26.8,-2.2,56
1986-11,2.2,6.4,-2.2,16.8,-13.3,135
1986-12,-1.8,1.3,-4.5,8.5,-13.3,119
1987-01,-6,-1.8,-9.9,5.7,-18.3,104
1987-02,-4.8,0.2,-9.5,6.8,-23.3,3
1987-03,2.2,6.9,-2.3,19.6,-16.1,68
1987-04,7.6,12.3,2.9,23.5,-5.5,190
1987-05,13.3,19.3,7.4,30.7,-0.5,26
1987-06,18.3,23.2,13.6,30.7,6.7,92
1987-07,21.8,26.7,17.1,31.8,9.5,41
1987-08,19,24.5,13.6,31.8,5.6,81
1987-09,15.2,19.7,11,26.8,2.8,133
1987-10,8.2,14.2,2.4,20.7,-2.2,98
1987-11,3.2,8.1,-1.8,22.4,-12.2,48
1987-12,-1.2,2.4,-4.7,12.4,-19.4,54
1988-01,-7.5,-2,-13,6.8,-26.1,60
1988-02,-4.3,0.8,-9.5,12.4,-19.4,78
1988-03,0.6,5.8,-4.7,17.4,-15.5,62
1988-04,6.5,11,2.2,20.7,-3.3,90
1988-05,13.4,18.8,7.9,27.4,-0.5,72
1988-06,17.7,23.8,11.6,33.5,2.8,61
1988-07,22.2,26.6,17.6,32.4,5.6,162
1988-08,22,26,17.9,32.4,6.7,88
1988-09,15.1,21,9.3,25.7,1.7,51
1988-10,7.4,12.2,2.6,25.7,-5.5,50
1988-11,4.9,9.3,0.9,16.8,-4.4,144
1988-12,-3.5,0.3,-7.1,8.5,-20.5,35
1989-01,-2.6,1.1,-6.2,11.8,-17.2,41
1989-02,-4.3,0,-8.4,18.5,-15.5,66
1989-03,0.9,5.6,-3.9,23.5,-16.1,59
1989-04,5.8,10.7,0.9,19.6,-5.5,105
1989-05,14.7,19.7,9.6,30.7,2.8,195
1989-06,18.9,23.2,14.5,30.7,9.5,116
1989-07,21,26,16.2,31.8,11.7,101
1989-08,20.6,25.7,15.5,30.7,7.8,125
1989-09,16.5,21.7,11.4,31.8,0.6,122
1989-10,10.9,15.9,5.8,22.4,-2.6,152
1989-11,3.3,7.4,-0.6,18.5,-15.5,102
1989-12,-10.2,-6.2,-14,1.8,-20.5,24
1990-01,0.1,3.4,-2.9,12.4,-10.5,74
1990-02,-2.1,2.5,-6.7,12.4,-20.5,103
1990-03,2.7,8,-2.6,25.7,-15.5,64
1990-04,7.6,12.5,2.8,31.8,-5.5,87
1990-05,11.6,16.4,6.7,25.7,0.6,162
1990-06,19.5,25.2,13.8,28.5,4.5,35
1990-07,21.6,26.8,16.6,31.8,10.6,48
1990-08,20.8,25.5,16.2,31.8,7.8,169
1990-09,15.9,21.6,10.4,28.5,-0.5,26
1990-10,12.4,17.7,7.3,28.5,-2.2,156
1990-11,5.6,10,1.2,23.5,-6.1,63
1990-12,1,4.8,-2.7,14.6,-11.1,145
1991-01,-4.6,-0.5,-8.6,6.8,-19.4,88
1991-02,-0.9,3.7,-5.4,16.8,-16.1,56
1991-03,3.1,7.5,-1.2,21.8,-10.5,88
1991-04,9.9,15.5,4.1,28.5,-6.1,56
1991-05,15.9,22.3,9.7,30.7,-0.5,143
1991-06,18.9,24.7,13.2,31.8,6.7,80
1991-07,20.4,25.6,15.2,33.5,7.8,68
1991-08,21,25.8,16.4,30.7,11.7,242
1991-09,15.3,20.9,9.8,30.7,-1.1,187
1991-10,10.7,16.1,5.7,23.5,-7.2,66
1991-11,4.2,7.5,1,20.7,-8.3,120
1991-12,-2.2,1.8,-6.3,10.7,-15.5,88
1992-01,-4.4,-0.1,-9.1,12.4,-20.5,47
1992-02,-3.6,0.8,-7.8,8.5,-21.1,53
1992-03,-0.9,3.6,-5.2,11.8,-15.5,95
1992-04,5.6,9.8,1.1,21.8,-7.2,75
1992-05,12.7,19,6.5,31.8,-1.5,55
1992-06,17.4,22.9,11.9,28.5,6.7,99
1992-07,18.8,23.6,13.9,27.4,5.6,122
1992-08,18.3,23.1,13.6,30.7,5.6,145
1992-09,14.8,19.6,10.4,26.8,-0.5,70
1992-10,6.6,11.7,2.6,22.1,-3.3,57
1992-11,2.3,5.8,-1.1,15.7,-9.4,125
1992-12,-2.8,0.7,-5.7,6.8,-19.4,80
1993-01,-4.1,-0.1,-8.1,12.1,-16.1,60
1993-02,-8,-2.6,-13.5,5.7,-24.4,58
1993-03,-1.1,3.4,-5.7,17.4,-19.4,148
1993-04,7.7,12.9,2.8,23.5,-3.3,92
1993-05,13.8,20.1,7.3,30.7,-2.1,26
1993-06,17.6,23.8,11.7,30.4,3.9,77
1993-07,20.9,26.9,14.7,34.6,9.5,143
1993-08,20.3,25.4,15.3,31.8,6.2,80
1993-09,14.7,19.5,9.9,29.6,-0.5,126
1993-10,7.8,13.5,2,23.5,-4.4,92
1993-11,3.4,8.1,-1.1,21.8,-12.6,109
1993-12,-2.7,1.3,-6.6,9.6,-19.4,148
1994-01,-10,-4.7,-15.3,10.7,-28.3,137
1994-02,-7,-1.9,-11.8,13.5,-21.1,48
1994-03,-0.3,4.4,-5,16.8,-16.1,146
1994-04,7.6,13.3,1.9,27.4,-8.3,92
1994-05,11.8,17.8,5.6,28.5,-1.1,99
1994-06,19.4,24.8,13.7,33.5,3.9,73
1994-07,22.3,27.8,17.3,32.4,10.6,162
1994-08,18.8,23.9,14,29.6,7.4,121
1994-09,13.7,19.2,8.3,26.5,2.9,87
1994-10,9.1,15.1,3.3,20.8,-3,26
1994-11,5.3,10.1,0.7,22.4,-9.9,80
1994-12,-0.3,3.6,-4.5,12.6,-15.5,116
1995-01,-2.2,1,-5.5,14.3,-16.1,90
1995-02,-5.5,-0.9,-9.8,8.5,-22.6,39
1995-03,2.4,6.8,-2.1,18.5,-11.1,46
1995-04,5.1,10.7,-0.4,20.7,-12.2,40
1995-05,12.1,17.6,6.4,28.5,-11.1,27
1995-06,15.8,20.2,10.2,31.8,0.6,49
1995-07,19.1,25.7,12.7,32.4,5.6,210
1995-08,19.2,26.6,12.1,32.4,4.5,45
1995-09,13.1,20.4,6,28.5,-1.1,75
1995-10,10.2,17.1,4.4,26.8,-1,246
1995-11,0.6,5.1,-2.7,15.7,-12.6,119
1995-12,-5.9,-1.9,-9.5,4.6,-19.9,49
1996-01,-5.9,-1,-10.6,12.4,-26,123
1996-02,-5.5,-0.5,-10.2,9.6,-22.2,62
1996-03,-1.3,4.2,-6.7,18.5,-19.4,52
1996-04,5.6,11.3,-0.2,26.8,-11.1,100
1996-05,11.6,17.2,6.2,30.7,-0.5,104
1996-06,18.6,23.4,13.9,27.4,7.8,115
1996-07,19.7,24.3,15.3,28.5,10.6,184
1996-08,21.1,25.6,16.7,31.8,10.6,25
1996-09,15.7,20.3,11.2,29.6,2.8,148
1996-10,8.9,14.4,3.5,20.7,-2.2,111
1996-11,1.3,5.6,-2.7,17.4,-10.5,92
1996-12,0.9,3.4,-1.6,11.8,-10.5,200
1997-01,-6.2,-1,-11.1,7.4,-29.4,80
1997-02,-1.8,3.4,-6.9,16.5,-23.3,50
1997-03,-0.7,3.9,-5,18.5,-14.4,98
1997-04,5.1,10.6,0,21.8,-5.4,106
1997-05,10.6,16.1,5.7,24.6,-1,73
1997-06,18.4,24.4,12.4,31.8,5.6,31
1997-07,20.1,25.7,14.5,31.8,8.9,88
1997-08,19.2,24.6,13.9,30.7,8.9,96
1997-09,15,20.5,9.5,26.8,-0.5,20
1997-10,8.5,14.1,3,25.7,-4.4,48
1997-11,1.4,5.7,-2.7,15.7,-11.1,105
1997-12,-1.8,2.6,-5.7,10.7,-13.3,42
1998-01,-2.7,1.6,-6.9,12.4,-20.5,126
1998-02,-1.6,3.7,-6.7,10.7,-17.2,63
1998-03,1.5,6.5,-3.2,26.8,-16.1,115
1998-04,7.5,13.9,1.2,30.7,-6.1,55
1998-05,14.7,21,8.4,28.5,1.2,53
1998-06,17,21.8,12.2,28.5,-0.5,179
1998-07,20.5,26.2,14.7,30.7,9.5,40
1998-08,20.7,26.7,14.5,30.7,8.9,35
1998-09,16.3,22.9,9.7,30.7,-0.5,46
1998-10,8.8,14.5,3,21.8,-5.5,89
1998-11,2.5,8,-2,16.8,-6.5,52
1998-12,0.2,5.7,-4.8,18.5,-16.1,32
1999-01,-5.5,0.7,-11.1,12.4,-22.6,134
1999-02,-3.2,2.6,-8.9,11.8,-17.2,58
1999-03,0.3,5.8,-4.7,16.8,-15.5,110
1999-04,6.7,13.5,0,22.4,-5.5,12
1999-05,13.7,19.9,7.3,28.5,0.6,55
1999-06,20.5,26.2,14.8,32.4,5.6,48
1999-07,22.9,28.2,17.4,32.4,9.5,38
1999-08,20.4,25.5,15.5,33.5,9.5,82
1999-09,17.6,22.6,13,31.8,3.9,229
1999-10,8.2,13.7,2.8,21.8,-7.2,91
1999-11,6.2,10.6,1.6,19.8,-4.9,80
1999-12,-1.7,2.8,-6.1,13.5,-17.2,52
2000-01,-6.9,-1.8,-11.6,12.4,-24.4,83
2000-02,-2.9,1.6,-7.3,13.5,-16.1,79
2000-03,3.8,9,-1.7,19.6,-14.4,71
2000-04,5.9,10.7,1.5,23.5,-10.5,92
2000-05,12.8,17.8,7.8,29.6,-0.5,67
2000-06,17.5,22.2,13.1,29.8,5.6,139
2000-07,18.9,23.5,14.5,27.4,9.5,118
2000-08,18.8,23.2,14.7,27.4,8.9,91
2000-09,15.3,20.4,10.4,27.4,-1.1,93
2000-10,9.4,14.6,4.3,23.5,-2.2,50
2000-11,3.2,6.9,-0.4,17.4,-12.2,60
2000-12,-5.5,-0.8,-10.1,13.5,-31.1,94
2001-01,-5.2,-0.7,-9.7,2.4,-15.5,31
2001-02,-3.9,1.1,-9.2,8.9,-17.4,54
2001-03,-1.1,3.9,-5.5,12.4,-12.8,170
2001-04,7,13.7,0.2,29.2,-6.7,32
2001-05,13.8,20.2,7.7,30.9,-1.6,49
2001-06,19,25.2,13.3,30.7,3.4,153
2001-07,18.5,25,12.7,32.7,7.5,70
2001-08,21.2,27.3,16.2,33.6,11.7,53
2001-09,15.5,21.6,9.9,28.2,2.6,114
2001-10,10.3,16.5,4.8,24.6,-3.6,21
2001-11,5.9,11.1,0.9,19.4,-6.4,28
2001-12,0.8,5.1,-3.2,19.9,-10.7,65
2002-01,-1,3.1,-4.7,12.4,-12,53
2002-02,-1,4.7,-6.4,15.5,-14.2,56
2002-03,1.4,6.7,-3.6,18.3,-12.9,85
2002-04,7.9,14.1,2.2,32.3,-7.1,98
2002-05,11.4,17.7,5.6,26.8,-1.8,123
2002-06,16.8,23.1,10.9,31.3,4.3,115
2002-07,20.8,26.8,15.3,33.6,8.8,66
2002-08,20.4,27,15.1,33.7,7.8,118
2002-09,17.1,23.4,11.8,32.3,4,87
2002-10,7.6,12.8,3.1,26.5,-5.2,74
2002-11,2.4,6.3,-1.3,18.3,-13.6,128
2002-12,-3.1,1.3,-7.1,12.7,-17.4,107
2003-01,-8.8,-4.3,-13.3,3,-23.2,81
2003-02,-6.4,-1.6,-11.4,11.6,-21.9,82
2003-03,0.8,7.2,-5.3,20.7,-20.7,103
2003-04,5.1,11,-0.4,26.5,-8,96
2003-05,11.5,17.3,6.3,26.8,0.9,145
2003-06,17.2,22.8,12.2,33.3,4.3,152
2003-07,20.6,26.3,15.6,30.8,11.9,36
2003-08,20.5,26.1,16.1,30.1,7.1,99
2003-09,15.8,21.2,10.9,26.2,5.1,139
2003-10,8.1,13.8,3.3,24.5,-3,143
2003-11,4.5,10.2,0.2,21.4,-8.8,80
2003-12,-1.5,3,-5.8,12.2,-13.3,154
2004-01,-10.4,-6,-15,6.8,-25.6,30
2004-02,-3.6,1.8,-8.7,10.3,-17.3,36
2004-03,1.3,6.5,-3.3,20.7,-11.6,83
2004-04,7.3,13.7,1.6,29,-5.4,154
2004-05,13.8,20.7,7.7,29.8,-0.7,114
2004-06,16.7,22.9,10.8,31,6,70
2004-07,19.5,25,14.8,29,11,126
2004-08,19.3,25,14.7,30,8.7,87
2004-09,16,22,10.8,27.3,4.3,214
2004-10,8.9,14.1,4.6,23.1,-1.1,62
2004-11,3.7,8.7,-1.3,17.3,-9.4,88
2004-12,-2.5,1.5,-6.9,13.5,-22,99
2005-01,-6.7,-2.1,-11.3,14,-24.9,111
2005-02,-2.7,2.8,-7.8,12.3,-16,65
2005-03,-1.3,4.2,-6.5,16.7,-17.5,120
2005-04,8.6,15.5,2,27.5,-3.8,144
2005-05,9.9,15.4,4.6,25.4,-1.5,91
2005-06,19.3,25.7,13.9,32.6,7.5,140
2005-07,20.7,26.5,15.9,31.5,11.3,123
2005-08,20.9,26.8,16.1,30.9,10.9,87
