"datasetID","genus","species","varetc","woody","forcetemp","forcetemp_night","photoperiod_day","response","response.time","Total_Chilling_Hours","provenance.lat","force","photo","chill","resp","force_type","photo_type","chill_type","chill.cen","photo.cen","force.cen","force.z","chill.z","photo.z","chill.hrs","chill.ports","chill.hrs.z","chill.ports.z","complex","complex.wname","prov.lat"
"falusi90","Fagus","sylvatica","first-year shoot","yes","24","13","13","62.5",108,0,46.03333,18.9583333333333,13,0,108,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi90","Fagus","sylvatica","second-year shoot","yes","24","13","13","61",108,0,46.03333,18.9583333333333,13,0,108,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi90","Fagus","sylvatica","leader apical bud","yes","24","13","13","87.5",94,0,46.03333,18.9583333333333,13,0,94,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi90","Fagus","sylvatica","mean","yes","24","13","13","73.9",108,0,46.03333,18.9583333333333,13,0,108,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","9","88.97",235.09,0,38.2666,17.125,9,0,235.09,"exp","exp","exp",-1257.43009443861,-5.68497138888889,-0.226844923484137,-0.0455347967161236,-1.54497439160406,-1.02088674636934,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","9","88.5",59.58,633,38.2666,17.125,9,1.00416666666667,59.58,"exp","exp","fldest",-1016.43009443861,-5.68497138888889,-0.226844923484137,-0.0455347967161236,-1.24886343480148,-1.02088674636934,633,75.8522691930718,-0.925589853975446,0.11309710253447,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","13","93.31",224.16,0,38.2666,18.9583333333333,13,0,224.16,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","13","91.32",51.87,633,38.2666,18.9583333333333,13,1.00416666666667,51.87,"exp","exp","fldest",-1016.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.24886343480148,-0.30258111101319,633,75.8522691930718,-0.925589853975446,0.11309710253447,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","9","96.6",150,0,43.8,17.125,9,0,150,"exp","exp","exp",-1257.43009443861,-5.68497138888889,-0.226844923484137,-0.0455347967161236,-1.54497439160406,-1.02088674636934,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","9","95.66",45.56,1479,43.8,17.125,9,4.75,45.56,"exp","exp","fldest",-117.430094438615,-5.68497138888889,-0.226844923484137,-0.0455347967161236,-0.144283558595999,-1.02088674636934,1479,86.6628496543005,0.0545475351255435,0.396503298329871,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","13","93.43",224.16,0,43.8,18.9583333333333,13,0,224.16,"exp","exp","exp",-1257.43009443861,-1.68497138888889,1.6064884098492,0.322471942707623,-1.54497439160406,-0.30258111101319,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi96","Fagus","sylvatica","","yes","24","13","13","94.37",38.55,1479,43.8,18.9583333333333,13,4.75,38.55,"exp","exp","fldest",-117.430094438615,-1.68497138888889,1.6064884098492,0.322471942707623,-0.144283558595999,-0.30258111101319,1479,86.6628496543005,0.0545475351255435,0.396503298329871,9,"Fagus_sylvatica",12
"falusi97","Fagus","sylvatica","","yes","25","","12","60.338",60,0,43.8,25,12,-1.01875,60,"exp","exp","bothest",-1501.93009443861,-2.68497138888889,7.64815507651586,1.53522142489952,-1.84538571499921,-0.482157519852227,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"falusi97","Fagus","sylvatica","","yes","25","","12","70.096",120,710,43.82,25,12,3.35,120,"exp","exp","fldest",-453.430094438615,-2.68497138888889,7.64815507651586,1.53522142489952,-0.557118751482587,-0.482157519852227,710,53.9123071109649,-0.836381131799588,-0.462072862842077,9,"Fagus_sylvatica",12
"falusi97","Fagus","sylvatica","","yes","15","","12","85.232",60,800,43.8,15,12,3.50625,60,"exp","exp","fldest",-415.930094438615,-2.68497138888889,-2.35184492348414,-0.472088062866376,-0.511043395133637,-0.482157519852227,800,64.2605415284332,-0.732111196788844,-0.190787360646165,9,"Fagus_sylvatica",12
"falusi97","Fagus","sylvatica","","yes","25","","12","66.667",60,800,43.8,25,12,3.50625,60,"exp","exp","fldest",-415.930094438615,-2.68497138888889,7.64815507651586,1.53522142489952,-0.511043395133637,-0.482157519852227,800,64.2605415284332,-0.732111196788844,-0.190787360646165,9,"Fagus_sylvatica",12
"heide93","Betula","pendula","","yes","21","21","24","95.919",18,922,59.5,21,24,5.65625,18,"exp","exp","fldest",100.069905561385,9.31502861111111,3.64815507651586,0.73229762979316,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","15","15","8","89.984",25,922,59.5,15,8,5.65625,25,"exp","exp","fldest",100.069905561385,-6.68497138888889,-2.35184492348414,-0.472088062866376,0.122953508227908,-1.20046315520837,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","15","15","24","69.634",25,922,59.5,15,24,5.65625,25,"exp","exp","fldest",100.069905561385,9.31502861111111,-2.35184492348414,-0.472088062866376,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","9","9","8","85.321",42,922,59.5,9,8,5.65625,42,"exp","exp","fldest",100.069905561385,-6.68497138888889,-8.35184492348414,-1.67647375552591,0.122953508227908,-1.20046315520837,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","9","9","24","60.307",42,922,59.5,9,24,5.65625,42,"exp","exp","fldest",100.069905561385,9.31502861111111,-8.35184492348414,-1.67647375552591,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,5,"Betula_pendula",12
"heide93","Betula","pubescens","","yes","21","21","24","72.267",18,612,59.5,21,24,4.9375,18,"exp","exp","fldest",-72.4300944386148,9.31502861111111,3.64815507651586,0.73229762979316,-0.0889931309772598,1.67275938621621,612,52.5136568477889,-0.949919505477953,-0.498739363013511,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","21","21","24","92.533",18,922,59.5,21,24,5.65625,18,"exp","exp","fldest",100.069905561385,9.31502861111111,3.64815507651586,0.73229762979316,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","15","15","24","62.453",25,922,59.5,15,24,5.65625,25,"exp","exp","fldest",100.069905561385,9.31502861111111,-2.35184492348414,-0.472088062866376,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","9","9","24","69.493",42,922,59.5,9,24,5.65625,42,"exp","exp","fldest",100.069905561385,9.31502861111111,-8.35184492348414,-1.67647375552591,0.122953508227908,1.67275938621621,922,67.9051752905634,-0.590767507107614,-0.0952409842700529,6,"Betula_pubescens",7
"heide93","Betula","pendula","","yes","21","21","24","75.57",18,612,59.5,21,24,4.9375,18,"exp","exp","fldest",-72.4300944386148,9.31502861111111,3.64815507651586,0.73229762979316,-0.0889931309772598,1.67275938621621,612,52.5136568477889,-0.949919505477953,-0.498739363013511,5,"Betula_pendula",12
"heide93","Betula","pubescens","","yes","21","21","24","72.267",18,703,59.5,21,24,4.36875,18,"exp","exp","fldest",-208.930094438615,9.31502861111111,3.64815507651586,0.73229762979316,-0.256707428087436,1.67275938621621,703,52.0491558914724,-0.844491015633757,-0.51091654900691,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","21","21","24","92.533",18,1019,59.5,21,24,5.19791666666667,18,"exp","exp","fldest",-9.93009443861479,9.31502861111111,3.64815507651586,0.73229762979316,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","15","15","24","62.453",25,1019,59.5,15,24,5.19791666666667,25,"exp","exp","fldest",-9.93009443861479,9.31502861111111,-2.35184492348414,-0.472088062866376,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,6,"Betula_pubescens",7
"heide93","Betula","pubescens","","yes","9","9","24","69.493",42,1019,59.5,9,24,5.19791666666667,42,"exp","exp","fldest",-9.93009443861479,9.31502861111111,-8.35184492348414,-1.67647375552591,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,6,"Betula_pubescens",7
"heide93","Betula","pendula","","yes","21","21","24","75.57",18,703,59.5,21,24,4.36875,18,"exp","exp","fldest",-208.930094438615,9.31502861111111,3.64815507651586,0.73229762979316,-0.256707428087436,1.67275938621621,703,52.0491558914724,-0.844491015633757,-0.51091654900691,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","21","21","24","95.919",18,1019,59.5,21,24,5.19791666666667,18,"exp","exp","fldest",-9.93009443861479,9.31502861111111,3.64815507651586,0.73229762979316,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","15","15","8","89.984",25,1019,59.5,15,8,5.19791666666667,25,"exp","exp","fldest",-9.93009443861479,-6.68497138888889,-2.35184492348414,-0.472088062866376,-0.0122008703956773,-1.20046315520837,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","15","15","24","69.634",25,1019,59.5,15,24,5.19791666666667,25,"exp","exp","fldest",-9.93009443861479,9.31502861111111,-2.35184492348414,-0.472088062866376,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","9","9","8","85.321",42,1019,59.5,9,8,5.19791666666667,42,"exp","exp","fldest",-9.93009443861479,-6.68497138888889,-8.35184492348414,-1.67647375552591,-0.0122008703956773,-1.20046315520837,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,5,"Betula_pendula",12
"heide93","Betula","pendula","","yes","9","9","24","60.307",42,1019,59.5,9,24,5.19791666666667,42,"exp","exp","fldest",-9.93009443861479,9.31502861111111,-8.35184492348414,-1.67647375552591,-0.0122008703956773,1.67275938621621,1019,65.1740630354463,-0.478387688262701,-0.166838817271609,5,"Betula_pendula",12
"li05","Betula","pendula","","yes","18","18","12","87.419",14,0,63.233,18,12,0,14,"exp","exp","exp",-1257.43009443861,-2.68497138888889,0.648155076515863,0.130104783463392,-1.54497439160406,-0.482157519852227,0,0,-1.65895506355101,-1.87541804996401,5,"Betula_pendula",12
"li05","Betula","pendula","","yes","18","18","12","90.889",56,1008,67.7333,18,12,2.1,56,"exp","exp","exp",-753.430094438615,-2.68497138888889,0.648155076515863,0.130104783463392,-0.925721602274183,-0.482157519852227,1008,21.0969207656398,-0.491131791430681,-1.32234894524477,5,"Betula_pendula",12
"li05","Betula","pendula","","yes","18","18","12","70.499",56,1008,58.167,18,12,2.1,56,"exp","exp","exp",-753.430094438615,-2.68497138888889,0.648155076515863,0.130104783463392,-0.925721602274183,-0.482157519852227,1008,21.0969207656398,-0.491131791430681,-1.32234894524477,5,"Betula_pendula",12
"rinne94","Betula","pubescens","","yes","18","","24","45.161",43.911,336,65.16666667,18,24,1.4,43.911,"exp","exp","exp",-921.430094438615,9.31502861111111,0.648155076515863,0.130104783463392,-1.13213919871748,1.67275938621621,336,10.7522431600643,-1.2696806395109,-1.59354120337009,6,"Betula_pubescens",7
"rinne94","Betula","pubescens","","yes","18","","24","83.347",22.867,1344,65.16666667,18,24,5.6,22.867,"exp","exp","exp",86.5699055613852,9.31502861111111,0.648155076515863,0.130104783463392,0.106366379942286,1.67275938621621,1344,45.9302120830574,-0.101857367390572,-0.67132852625902,6,"Betula_pubescens",7
"rinne94","Betula","pubescens","","yes","18","","24","78.532",38.883,1344,65.16666667,18,24,5.6,38.883,"exp","exp","exp",86.5699055613852,9.31502861111111,0.648155076515863,0.130104783463392,0.106366379942286,1.67275938621621,1344,45.9302120830574,-0.101857367390572,-0.67132852625902,6,"Betula_pubescens",7
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",22.3,1857,46.315,21,16,7.71041666666667,22.3,"exp","exp","fldest",593.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.728690859695431,0.23614811550392,1857,111.522957248158,0.492481262170666,1.04822672294224,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",19.3,1857,46.315,21,16,7.71041666666667,19.3,"exp","exp","fldest",593.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.728690859695431,0.23614811550392,1857,111.522957248158,0.492481262170666,1.04822672294224,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",24.65,1857,46.315,21,16,7.71041666666667,24.65,"exp","exp","fldest",593.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.728690859695431,0.23614811550392,1857,111.522957248158,0.492481262170666,1.04822672294224,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",21.07,1219,46.315,21,16,5.21875,21.07,"exp","exp","fldest",-4.93009443861479,1.31502861111111,3.64815507651586,0.73229762979316,-0.00605748954915068,0.23614811550392,1219,73.1802177497165,-0.24667672157216,0.0430475860217486,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",18.62,1219,46.315,21,16,5.21875,18.62,"exp","exp","fldest",-4.93009443861479,1.31502861111111,3.64815507651586,0.73229762979316,-0.00605748954915068,0.23614811550392,1219,73.1802177497165,-0.24667672157216,0.0430475860217486,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",23.63,1219,46.315,21,16,5.21875,23.63,"exp","exp","fldest",-4.93009443861479,1.31502861111111,3.64815507651586,0.73229762979316,-0.00605748954915068,0.23614811550392,1219,73.1802177497165,-0.24667672157216,0.0430475860217486,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",19.51,1585,46.315,21,16,6.51458333333333,19.51,"exp","exp","fldest",306.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.376060799104804,0.23614811550392,1585,93.2022833316661,0.17735434747153,0.567938683118439,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",17.94,1585,46.315,21,16,6.51458333333333,17.94,"exp","exp","fldest",306.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.376060799104804,0.23614811550392,1585,93.2022833316661,0.17735434747153,0.567938683118439,9,"Fagus_sylvatica",12
"basler14","Fagus","sylvatica","","yes","21","21","16","timeonly",22.47,1585,46.315,21,16,6.51458333333333,22.47,"exp","exp","fldest",306.069905561385,1.31502861111111,3.64815507651586,0.73229762979316,0.376060799104804,0.23614811550392,1585,93.2022833316661,0.17735434747153,0.567938683118439,9,"Fagus_sylvatica",12
"caffarra11a","Fagus","sylvatica","","yes","18","","16","timeonly",57.4,0,52.32,18,16,0,57.4,"exp","exp","exp",-1257.43009443861,1.31502861111111,0.648155076515863,0.130104783463392,-1.54497439160406,0.23614811550392,0,0,-1.65895506355101,-1.87541804996401,9,"Fagus_sylvatica",12
"caffarra11a","Betula","pubescens","","yes","18","","16","timeonly",38.43,0,52.32,18,16,0,38.43,"exp","exp","exp",-1257.43009443861,1.31502861111111,0.648155076515863,0.130104783463392,-1.54497439160406,0.23614811550392,0,0,-1.65895506355101,-1.87541804996401,6,"Betula_pubescens",7
"caffarra11a","Fagus","sylvatica","","yes","18","","8","timeonly",22.32,2520,52.32,18,8,10.5,22.32,"exp","exp","exp",1262.56990556139,-6.68497138888889,0.648155076515863,0.130104783463392,1.55128955504534,-1.20046315520837,2520,70.1297827068214,1.26060311674981,-0.0369214955764495,9,"Fagus_sylvatica",12
"caffarra11a","Fagus","sylvatica","","yes","18","","16","timeonly",15.31,2520,52.32,18,16,10.5,15.31,"exp","exp","exp",1262.56990556139,1.31502861111111,0.648155076515863,0.130104783463392,1.55128955504534,0.23614811550392,2520,70.1297827068214,1.26060311674981,-0.0369214955764495,9,"Fagus_sylvatica",12
"caffarra11a","Betula","pubescens","","yes","18","","8","timeonly",5.74,2520,52.32,18,8,10.5,5.74,"exp","exp","exp",1262.56990556139,-6.68497138888889,0.648155076515863,0.130104783463392,1.55128955504534,-1.20046315520837,2520,70.1297827068214,1.26060311674981,-0.0369214955764495,6,"Betula_pubescens",7
"caffarra11a","Betula","pubescens","","yes","18","","16","timeonly",3.67,2520,52.32,18,16,10.5,3.67,"exp","exp","exp",1262.56990556139,1.31502861111111,0.648155076515863,0.130104783463392,1.55128955504534,0.23614811550392,2520,70.1297827068214,1.26060311674981,-0.0369214955764495,6,"Betula_pubescens",7
"caffarra11a","Betula","pubescens","","yes","18","","16","timeonly",38.27,264,52.32,18,16,1.1,38.27,"exp","exp","exp",-993.430094438615,1.31502861111111,0.648155076515863,0.130104783463392,-1.22060388290746,0.23614811550392,264,6.58547339369995,-1.35309658751949,-1.70277570492861,6,"Betula_pubescens",7
"caffarra11a","Fagus","sylvatica","","yes","18","","16","timeonly",61.23,264,52.32,18,16,1.1,61.23,"exp","exp","exp",-993.430094438615,1.31502861111111,0.648155076515863,0.130104783463392,-1.22060388290746,0.23614811550392,264,6.58547339369995,-1.35309658751949,-1.70277570492861,9,"Fagus_sylvatica",12
"caffarra11a","Betula","pubescens","","yes","18","","16","timeonly",5.25,384,52.32,18,16,1.6,5.25,"exp","exp","exp",-873.430094438615,1.31502861111111,0.648155076515863,0.130104783463392,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,6,"Betula_pubescens",7
"caffarra11a","Betula","pubescens","","yes","6","","16","timeonly",12.2,384,52.32,6,16,1.6,12.2,"exp","exp","exp",-873.430094438615,1.31502861111111,-11.3518449234841,-2.27866660185568,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,6,"Betula_pubescens",7
"caffarra11a","Fagus","sylvatica","","yes","6","","16","timeonly",28.99,384,52.32,6,16,1.6,28.99,"exp","exp","exp",-873.430094438615,1.31502861111111,-11.3518449234841,-2.27866660185568,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,9,"Fagus_sylvatica",12
"caffarra11a","Betula","pubescens","","yes","12","","16","timeonly",7.7,384,52.32,12,16,1.6,7.7,"exp","exp","exp",-873.430094438615,1.31502861111111,-5.35184492348414,-1.07428090919614,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,6,"Betula_pubescens",7
"caffarra11a","Fagus","sylvatica","","yes","32","","16","timeonly",11.93,384,52.32,32,16,1.6,11.93,"exp","exp","exp",-873.430094438615,1.31502861111111,14.6481550765159,2.94033806633564,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,9,"Fagus_sylvatica",12
"caffarra11a","Betula","pubescens","","yes","24","","16","timeonly",2.94,384,52.32,24,16,1.6,2.94,"exp","exp","exp",-873.430094438615,1.31502861111111,6.64815507651586,1.33449047612293,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,6,"Betula_pubescens",7
"caffarra11a","Fagus","sylvatica","","yes","18","","16","timeonly",17.68,384,52.32,18,16,1.6,17.68,"exp","exp","exp",-873.430094438615,1.31502861111111,0.648155076515863,0.130104783463392,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,9,"Fagus_sylvatica",12
"caffarra11a","Fagus","sylvatica","","yes","24","","16","timeonly",13.45,384,52.32,24,16,1.6,13.45,"exp","exp","exp",-873.430094438615,1.31502861111111,6.64815507651586,1.33449047612293,-1.07316274259082,0.23614811550392,384,9.96548966690231,-1.21407000750517,-1.61416644318265,9,"Fagus_sylvatica",12
