"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Latitude","Leaf dry matter content per leaf water-saturated mass (LDMC)","Longitude","Plant developmental status / plant age / maturity / plant life stage","Treatment exposition"
"21","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324854,"42.51","384.4064113","13.17","mature","natural environment"
"22","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324855,"42.51","416.3410302","13.17","mature","natural environment"
"23","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324856,"42.51","400.6237596","13.17","mature","natural environment"
"24","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324857,"42.51","415.704388","13.17","mature","natural environment"
"25","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324858,"42.51","378.4530387","13.17","mature","natural environment"
"26","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324859,"42.51","421.4266912","13.17","mature","natural environment"
"27","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324860,"42.51","385.9832636","13.17","mature","natural environment"
"28","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324861,"42.51","439.2220421","13.17","mature","natural environment"
"29","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324862,"42.51","415.5982906","13.17","mature","natural environment"
"30","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324863,"42.51","440.4015056","13.17","mature","natural environment"
"31","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324974,"42.55","398.8670443","13.09","mature","natural environment"
"32","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324975,"42.55","375.175644","13.09","mature","natural environment"
"33","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324976,"42.55","393.8484621","13.09","mature","natural environment"
"34","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324977,"42.55","388.518024","13.09","mature","natural environment"
"35","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324978,"42.55","399.7017151","13.09","mature","natural environment"
"36","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324979,"42.55","420.8333333","13.09","mature","natural environment"
"37","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324980,"42.55","424.3268338","13.09","mature","natural environment"
"38","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324981,"42.55","435.6748224","13.09","mature","natural environment"
"39","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324982,"42.55","413.6722174","13.09","mature","natural environment"
"40","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1324983,"42.55","377.2954925","13.09","mature","natural environment"
"41","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325114,"42.49","369.4915254","13.22","mature","natural environment"
"42","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325115,"42.49","351.7618469","13.22","mature","natural environment"
"43","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325116,"42.49","342.2459893","13.22","mature","natural environment"
"44","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325117,"42.49","377.9943159","13.22","mature","natural environment"
"45","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325118,"42.49","374.1707209","13.22","mature","natural environment"
"46","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325119,"42.49","356.6249176","13.22","mature","natural environment"
"47","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325120,"42.49","347.5493316","13.22","mature","natural environment"
"48","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325121,"42.49","360.4395604","13.22","mature","natural environment"
"49","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325122,"42.49","375.8357211","13.22","mature","natural environment"
"50","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325123,"42.49","358.2510578","13.22","mature","natural environment"
"51","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325264,"42.59","404.6410442","13.12","mature","natural environment"
"52","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325265,"42.59","387.3312565","13.12","mature","natural environment"
"53","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325266,"42.59","371.0756562","13.12","mature","natural environment"
"54","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325267,"42.59","391.862955","13.12","mature","natural environment"
"55","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325268,"42.59","426.035503","13.12","mature","natural environment"
"56","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325269,"42.59","400","13.12","mature","natural environment"
"57","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325270,"42.59","383.4586466","13.12","mature","natural environment"
"58","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325271,"42.59","401.2588513","13.12","mature","natural environment"
"59","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325272,"42.59","397.6083707","13.12","mature","natural environment"
"60","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325273,"42.59","404.3583535","13.12","mature","natural environment"
"61","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325440,"42.58","335.3457739","13","mature","natural environment"
"62","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325441,"42.58","324.2736645","13","mature","natural environment"
"63","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325442,"42.58","375.648891","13","mature","natural environment"
"64","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325443,"42.58","386.7867868","13","mature","natural environment"
"65","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325444,"42.58","333.1637843","13","mature","natural environment"
"66","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325445,"42.58","342.5975414","13","mature","natural environment"
"67","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325446,"42.58","396.430503","13","mature","natural environment"
"68","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325447,"42.58","363.7717122","13","mature","natural environment"
"69","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325448,"42.58","395.2059004","13","mature","natural environment"
"70","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325449,"42.58","398.744113","13","mature","natural environment"
"71","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325609,"42.58","311.1467522","13.01","mature","natural environment"
"72","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325610,"42.58","337.5959079","13.01","mature","natural environment"
"73","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325611,"42.58","297.8449662","13.01","mature","natural environment"
"74","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325612,"42.58","328.85405","13.01","mature","natural environment"
"75","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325613,"42.58","331.2852023","13.01","mature","natural environment"
"76","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325614,"42.58","341.4634146","13.01","mature","natural environment"
"77","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325615,"42.58","283.160323","13.01","mature","natural environment"
"78","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325616,"42.58","325.2918288","13.01","mature","natural environment"
"79","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325617,"42.58","325.8706468","13.01","mature","natural environment"
"80","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325618,"42.58","312.0842572","13.01","mature","natural environment"
"81","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325758,"42.57","311.7088608","13.01","mature","natural environment"
"82","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325759,"42.57","365.2830189","13.01","mature","natural environment"
"83","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325760,"42.57","320.6650831","13.01","mature","natural environment"
"84","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325761,"42.57","334.077381","13.01","mature","natural environment"
"85","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325762,"42.57","322.4618622","13.01","mature","natural environment"
"86","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325763,"42.57","311.6581514","13.01","mature","natural environment"
"87","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325764,"42.57","325.9935553","13.01","mature","natural environment"
"88","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325765,"42.57","297.9966611","13.01","mature","natural environment"
"89","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325766,"42.57","350.6583507","13.01","mature","natural environment"
"90","Campetella","Giandiego",161,"Leaf Traits in Central Apennines Beech Forests","Fagus sylvatica",1325767,"42.57","355.704698","13.01","mature","natural environment"
