"","LastName","FirstName","DatasetID","Dataset","SpeciesName","ObservationID","Basal area","Canopy height of stand","Diameter at breast height (DBH) of the forest stand","Exposition","Latitude","Leaf age at measurement","Leaf area index of the site (LAI)","Longitude","Maximum diameter at breast height comments","Maximum diameter at breast height extreme","Maximum diameter at breast height max","Maximum diameter at breast height mean","Maximum diameter at breast height min","Maximum height","Maximum height comment","Maximum height extreme","Maximum height max","Maximum height min","Plant developmental status / plant age / maturity / plant life stage","Plant height observed","Plant height vegetative","SLA leaf area type","Stem diameter at breast height (1.3 m","Wood density; stem specific density; wood specific gravity"
"314","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sommergr¸ner",NA,"40","35",NA,NA,NA,NA,NA,NA
"315","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1823514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1825806,NA,NA,NA,"Outside ""natural"" vegetation","50",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","15.3",NA,"all sides",NA,NA
"317","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1825815,NA,NA,NA,"Outside ""natural"" vegetation","47","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","8",NA,"all sides",NA,NA
"318","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1825816,NA,NA,NA,"Outside ""natural"" vegetation","-43","Expanded",NA,"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5",NA,"all sides",NA,NA
"319","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1826504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1828258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","MaxHeight: FOC: 50 m tall",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1828259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA
"322","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua",1832745,NA,NA,NA,NA,NA,NA,NA,NA,"max diameter: data from FOC",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825807,NA,NA,NA,"Outside ""natural"" vegetation","50",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","19.8",NA,"all sides",NA,NA
"324","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825809,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"325","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825810,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"326","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825811,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"327","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825812,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"328","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825813,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"329","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Larix decidua x leptolepis",1825814,NA,NA,NA,"Outside ""natural"" vegetation","50","Expanded",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","18",NA,"all sides",NA,NA
"330","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Malus domestica",763146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA
"331","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Malus domestica",1258177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA
"332","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Malus domestica",1823595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","8",NA,NA,NA,NA,NA,NA
"333","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Malus domestica",1825109,NA,NA,NA,"Outside ""natural"" vegetation","58.66",NA,NA,"25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","1.3",NA,"projected leaf area",NA,NA
"334","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",763197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,NA,NA
"335","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",763198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA
"336","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",763199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA
"337","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1258198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,NA
"338","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1258199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"339","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1823647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","Page: 316",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1823648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"frequently 60 to 80 feet high (18-24 m)",NA,"24","18",NA,NA,NA,NA,NA,NA
"341","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1823649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mittelhoher (10-20 m) bis groﬂer (30 m) Baum",NA,"30","10",NA,NA,NA,NA,NA,NA
"342","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica",1828682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","19",NA,NA,NA,NA,NA,NA
"343","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica var. sylvatica",763201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,NA,NA
"344","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica var. sylvatica",1823651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","Black tupelo can achieve heights of 36 in (120 ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Nyssa sylvatica var. sylvatica",1829975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","20","10",NA,NA,NA,NA,NA,NA
"346","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA
"347","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"348","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"349","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61",NA,NA,NA
"350","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"351","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",763226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"352","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",764095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA
"353","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"354","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA
"355","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,NA,NA
"356","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA,NA
"357","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA
"358","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA
"359","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1258216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70",NA,NA,NA
"360","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","Page: 341",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Page: 264","70","50","30",NA,NA,NA,NA,NA,NA
"362","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Je nach Alter und Standort werden Hˆhen zwischen 30 und 50m","60","50","30",NA,NA,NA,NA,NA,NA
"363","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the range is usually between 100 and 200 feet (30-61 m)",NA,"61","30",NA,NA,NA,NA,NA,NA
"364","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","Immergr¸ner bis 50 m hoher Baum","70",NA,NA,NA,NA,NA,NA,NA,NA
"365","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1823676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50",NA,"70",NA,NA,NA,NA,NA,NA,NA,NA
"366","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825025,NA,NA,NA,"Outside ""natural"" vegetation","61.8",NA,NA,"24.33333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seedling (0 - 1 y)","0.51",NA,NA,NA,NA
"367","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825044,"96.7",NA,NA,"Outside ""natural"" vegetation","41",NA,NA,"13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","20.9",NA,NA,NA,NA
"368","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825046,"19",NA,NA,"Outside ""natural"" vegetation","48",NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","29.6",NA,NA,NA,NA
"369","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825048,"24.6",NA,NA,"Outside ""natural"" vegetation","50",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.3",NA,NA,NA,NA
"370","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825050,"39.4",NA,NA,"Outside ""natural"" vegetation","50",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","26.7",NA,NA,NA,NA
"371","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825052,"26.4",NA,NA,"Outside ""natural"" vegetation","56",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","16.9",NA,NA,NA,NA
"372","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825053,"32.6",NA,NA,"Outside ""natural"" vegetation","56",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pole (10 - 60 y)","15",NA,NA,NA,NA
"373","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825054,"11.9",NA,NA,"Outside ""natural"" vegetation","64",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","22",NA,NA,NA,NA
"374","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825356,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.37",NA,"projected leaf area",NA,NA
"375","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825357,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.87",NA,"projected leaf area",NA,NA
"376","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825358,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.18",NA,"projected leaf area",NA,NA
"377","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825359,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.18",NA,"projected leaf area",NA,NA
"378","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825360,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.93",NA,"projected leaf area",NA,NA
"379","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825361,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.09",NA,"projected leaf area",NA,NA
"380","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825362,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","3.72",NA,"projected leaf area",NA,NA
"381","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825363,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.23",NA,"projected leaf area",NA,NA
"382","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825364,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.36",NA,"projected leaf area",NA,NA
"383","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825365,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.63",NA,"projected leaf area",NA,NA
"384","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825366,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","3.35",NA,"projected leaf area",NA,NA
"385","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825367,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.6",NA,"projected leaf area",NA,NA
"386","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825368,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","6.02",NA,"projected leaf area",NA,NA
"387","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825369,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.05",NA,"projected leaf area",NA,NA
"388","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825370,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.4",NA,"projected leaf area",NA,NA
"389","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825371,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","5.36",NA,"projected leaf area",NA,NA
"390","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825372,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.85",NA,"projected leaf area",NA,NA
"391","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825373,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","3.89",NA,"projected leaf area",NA,NA
"392","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825374,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.09",NA,"projected leaf area",NA,NA
"393","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825375,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.25",NA,"projected leaf area",NA,NA
"394","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825376,NA,NA,NA,"Outside ""natural"" vegetation","51.23333333","Expanded",NA,"18.16666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling (1 - 10 y)","4.56",NA,"projected leaf area",NA,NA
"395","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825781,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"396","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825782,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"397","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825783,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"398","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825784,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"399","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825785,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"400","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825786,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"401","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825787,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"402","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825788,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"403","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825789,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"404","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825790,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"405","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825791,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"406","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825792,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"407","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825793,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"408","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825794,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
"409","Wirth","Christian",68,"The Functional Ecology of Trees (FET) Database  - Jena","Picea abies",1825795,NA,"25.3",NA,"Outside ""natural"" vegetation","51.72","Expanded",NA,"9.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mature (60 - 150 y)","25.6",NA,NA,NA,NA
