"","LastName","FirstName","SpeciesName","ObservationID","DatasetID","Dataset","Latitude","Longitude","Plant developmental status / plant age / maturity / plant life stage","Plant height reproductive / generative","Plant height vegetative","Seed number per reproducton unit (seed / ovule ratio)","Seed number: reproduction subunit measured","Seed number: reproduction unit measured","Wood density; stem specific density; wood specific gravity","LDMC"
"71","Kleyer","Michael","Alnus glutinosa",1073575,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"72","Kleyer","Michael","Alnus glutinosa",1105873,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"239"
"73","Kleyer","Michael","Alnus glutinosa",1105874,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"263"
"74","Kleyer","Michael","Alnus glutinosa",1105875,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"237"
"75","Kleyer","Michael","Alnus glutinosa",1105876,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"253"
"76","Kleyer","Michael","Alnus glutinosa",1114505,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"77","Kleyer","Michael","Alnus glutinosa",1114506,25,"The LEDA Traitbase",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"78","Kleyer","Michael","Alnus glutinosa",1114507,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"79","Kleyer","Michael","Alnus glutinosa",173525,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"80","Kleyer","Michael","Alnus glutinosa",173526,25,"The LEDA Traitbase",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"81","Kleyer","Michael","Alnus glutinosa",173527,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"82","Kleyer","Michael","Alnus glutinosa",178435,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"239"
"83","Kleyer","Michael","Alnus glutinosa",178436,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"263"
"84","Kleyer","Michael","Alnus glutinosa",178437,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"237"
"85","Kleyer","Michael","Alnus glutinosa",178438,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"253"
"86","Kleyer","Michael","Alnus glutinosa",190572,25,"The LEDA Traitbase",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"87","Kleyer","Michael","Alnus glutinosa",190573,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"88","Kleyer","Michael","Alnus glutinosa",212977,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"89","Kleyer","Michael","Alnus glutinosa",212978,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"90","Kleyer","Michael","Alnus glutinosa",212979,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"91","Kleyer","Michael","Alnus glutinosa",212980,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"92","Kleyer","Michael","Alnus glutinosa",212981,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"410",NA
"93","Kleyer","Michael","Alnus incana",1073576,25,"The LEDA Traitbase",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA
"94","Kleyer","Michael","Alnus incana",1073577,25,"The LEDA Traitbase",NA,NA,NA,"14",NA,NA,NA,NA,NA,NA
"95","Kleyer","Michael","Alnus incana",1105877,25,"The LEDA Traitbase","7033302","572830","adult",NA,NA,NA,NA,NA,NA,"221.28"
"96","Kleyer","Michael","Alnus incana",1105878,25,"The LEDA Traitbase","7033302","572830","adult",NA,NA,NA,NA,NA,NA,"284.57"
"97","Kleyer","Michael","Alnus incana",1105879,25,"The LEDA Traitbase","7033302","572830","adult",NA,NA,NA,NA,NA,NA,"178.77"
"98","Kleyer","Michael","Alnus incana",1105880,25,"The LEDA Traitbase","7033302","572830","adult",NA,NA,NA,NA,NA,NA,"213.84"
"99","Kleyer","Michael","Alnus incana",1114508,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"100","Kleyer","Michael","Alnus incana",1114509,25,"The LEDA Traitbase",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"101","Kleyer","Michael","Alnus incana",173528,25,"The LEDA Traitbase",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA
"102","Kleyer","Michael","Alnus incana",178439,25,"The LEDA Traitbase","7033302","572830","adult",NA,NA,NA,NA,NA,NA,"213.84"
"103","Kleyer","Michael","Alnus incana",190574,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"104","Kleyer","Michael","Alnus incana",212982,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"105","Kleyer","Michael","Alnus incana",212983,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"106","Kleyer","Michael","Betula pendula",1062349,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"53200","unknown","per square meter",NA,NA
"107","Kleyer","Michael","Betula pendula",1062350,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"2300","unknown","per square meter",NA,NA
"108","Kleyer","Michael","Betula pendula",1062351,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"340","unknown","per square meter",NA,NA
"109","Kleyer","Michael","Betula pendula",1062352,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"43000","unknown","per square meter",NA,NA
"110","Kleyer","Michael","Betula pendula",1062353,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"3800","unknown","per square meter",NA,NA
"111","Kleyer","Michael","Betula pendula",1062902,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"450","unknown","per multiple flower inflorescence",NA,NA
"112","Kleyer","Michael","Betula pendula",1068320,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1","unknown","per single flower inflorescence",NA,NA
"113","Kleyer","Michael","Betula pendula",1074281,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"114","Kleyer","Michael","Betula pendula",1074282,25,"The LEDA Traitbase",NA,NA,NA,"17.5",NA,NA,NA,NA,NA,NA
"115","Kleyer","Michael","Betula pendula",1074283,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"116","Kleyer","Michael","Betula pendula",1106612,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"254"
"117","Kleyer","Michael","Betula pendula",1106613,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"296"
"118","Kleyer","Michael","Betula pendula",1106614,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"269"
"119","Kleyer","Michael","Betula pendula",1115234,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"120","Kleyer","Michael","Betula pendula",1115235,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"121","Kleyer","Michael","Betula pendula",1115236,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"122","Kleyer","Michael","Betula pendula",1115237,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"123","Kleyer","Michael","Betula pendula",1115238,25,"The LEDA Traitbase",NA,NA,NA,NA,"26",NA,NA,NA,NA,NA
"124","Kleyer","Michael","Betula pendula",173902,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"125","Kleyer","Michael","Betula pendula",173903,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"126","Kleyer","Michael","Betula pendula",173904,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"127","Kleyer","Michael","Betula pendula",173905,25,"The LEDA Traitbase",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA
"128","Kleyer","Michael","Betula pendula",178712,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"254"
"129","Kleyer","Michael","Betula pendula",178713,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"296"
"130","Kleyer","Michael","Betula pendula",178714,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,"269"
"131","Kleyer","Michael","Betula pendula",190909,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"132","Kleyer","Michael","Betula pendula",190910,25,"The LEDA Traitbase",NA,NA,NA,"25",NA,NA,NA,NA,NA,NA
"133","Kleyer","Michael","Betula pendula",202264,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"53200","unknown","per square meter",NA,NA
"134","Kleyer","Michael","Betula pendula",202265,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1320","unknown","per square meter",NA,NA
"135","Kleyer","Michael","Betula pendula",202266,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"23400","unknown","per square meter",NA,NA
"136","Kleyer","Michael","Betula pendula",202704,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"450","unknown","per multiple flower inflorescence",NA,NA
"137","Kleyer","Michael","Betula pendula",205775,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1","unknown","per single flower inflorescence",NA,NA
"138","Kleyer","Michael","Betula pendula",213375,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"139","Kleyer","Michael","Betula pendula",213376,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"140","Kleyer","Michael","Betula pendula",213377,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"141","Kleyer","Michael","Betula pendula",213378,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"657",NA
"142","Kleyer","Michael","Betula pendula",213379,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"143","Kleyer","Michael","Betula pendula",213380,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"144","Kleyer","Michael","Betula pubescens",1066274,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"450","unknown","per multiple flower inflorescence",NA,NA
"145","Kleyer","Michael","Betula pubescens",1066275,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"10000000","unknown","per ramet/tussock or individual plant",NA,NA
"146","Kleyer","Michael","Betula pubescens",1066276,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"50000","unknown","per square meter",NA,NA
"147","Kleyer","Michael","Betula pubescens",1067204,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1","unknown","per single flower inflorescence",NA,NA
"148","Kleyer","Michael","Betula pubescens",1115239,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"149","Kleyer","Michael","Betula pubescens",1115240,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"150","Kleyer","Michael","Betula pubescens",1115241,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"151","Kleyer","Michael","Betula pubescens",1123170,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"719",NA
"152","Kleyer","Michael","Betula pubescens",173906,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"153","Kleyer","Michael","Betula pubescens",173907,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"154","Kleyer","Michael","Betula pubescens",173908,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"155","Kleyer","Michael","Betula pubescens",204573,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"450","unknown","per multiple flower inflorescence",NA,NA
"156","Kleyer","Michael","Betula pubescens",204574,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"10000000","unknown","per ramet/tussock or individual plant",NA,NA
"157","Kleyer","Michael","Betula pubescens",204575,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"50000","unknown","per square meter",NA,NA
"158","Kleyer","Michael","Betula pubescens",205098,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"1","unknown","per single flower inflorescence",NA,NA
"159","Kleyer","Michael","Betula pubescens",213381,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA
"160","Kleyer","Michael","Betula pubescens",213382,25,"The LEDA Traitbase",NA,NA,"unknown",NA,NA,NA,NA,NA,NA,NA
"161","Kleyer","Michael","Betula pubescens",213383,25,"The LEDA Traitbase","6958700","604700","unknown",NA,NA,NA,NA,NA,NA,NA
"162","Kleyer","Michael","Betula pubescens",213384,25,"The LEDA Traitbase",NA,NA,"adult",NA,NA,NA,NA,NA,"600",NA
"163","Kleyer","Michael","Carpinus betulus",1064673,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"705318","unknown","per ramet/tussock or individual plant",NA,NA
"164","Kleyer","Michael","Carpinus betulus",1066793,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"45.67",NA,"per multiple flower inflorescence",NA,NA
"165","Kleyer","Michael","Carpinus betulus",1066794,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"60",NA,"per multiple flower inflorescence",NA,NA
"166","Kleyer","Michael","Carpinus betulus",1066795,25,"The LEDA Traitbase",NA,NA,NA,NA,NA,"33",NA,"per multiple flower inflorescence",NA,NA
"167","Kleyer","Michael","Carpinus betulus",1074962,25,"The LEDA Traitbase",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"168","Kleyer","Michael","Carpinus betulus",1074963,25,"The LEDA Traitbase",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"169","Kleyer","Michael","Carpinus betulus",1074964,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
"170","Kleyer","Michael","Carpinus betulus",1074965,25,"The LEDA Traitbase",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA
"171","Kleyer","Michael","Carpinus betulus",1107450,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"205.2"
"172","Kleyer","Michael","Carpinus betulus",1107451,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"295.18"
"173","Kleyer","Michael","Carpinus betulus",1107452,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"258.55"
"174","Kleyer","Michael","Carpinus betulus",1107453,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"254.24"
"175","Kleyer","Michael","Carpinus betulus",1107454,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"258.82"
"176","Kleyer","Michael","Carpinus betulus",1107455,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"254.51"
"177","Kleyer","Michael","Carpinus betulus",1107456,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"295.82"
"178","Kleyer","Michael","Carpinus betulus",1107457,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"204.58"
"179","Kleyer","Michael","Carpinus betulus",1115830,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"180","Kleyer","Michael","Carpinus betulus",1115831,25,"The LEDA Traitbase",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"181","Kleyer","Michael","Carpinus betulus",1115832,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"182","Kleyer","Michael","Carpinus betulus",1115833,25,"The LEDA Traitbase",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"183","Kleyer","Michael","Carpinus betulus",1115834,25,"The LEDA Traitbase",NA,NA,NA,NA,"15.5",NA,NA,NA,NA,NA
"184","Kleyer","Michael","Carpinus betulus",174205,25,"The LEDA Traitbase",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA
"185","Kleyer","Michael","Carpinus betulus",174206,25,"The LEDA Traitbase",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"186","Kleyer","Michael","Carpinus betulus",174207,25,"The LEDA Traitbase",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"187","Kleyer","Michael","Carpinus betulus",174208,25,"The LEDA Traitbase",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"188","Kleyer","Michael","Carpinus betulus",179034,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"258.55"
"189","Kleyer","Michael","Carpinus betulus",179035,25,"The LEDA Traitbase","5898075","437393","adult",NA,NA,NA,NA,NA,NA,"258.82"
"190","Kleyer","Michael","Carpinus betulus",191256,25,"The LEDA Traitbase",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA
