"Species","Number","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","Species","Number"
"Cornus_alba",16,-5.09492397800025,0.0958121890162883,6.8744503101426,-18.5093432057116,-9.73794633525304,-5.13987809677609,-0.4188255351794,8.35388517466538,5147.95129210011,0.999473741349899,"Cornus_alba",16
"Cornus_mas",17,-6.68393237616087,0.109531246030755,7.21241233564369,-20.8779185201022,-11.5468638269776,-6.75116265591947,-1.87080629662934,7.2397800996513,4335.95771769156,0.999697061329543,"Cornus_mas",17
"Corylus_avellana",18,-8.2556090906665,0.0874935189763949,5.34450015303753,-18.8879512352029,-11.8490030380587,-8.20124895626733,-4.71261049748599,2.14885240918225,3731.3193421868,0.999878492100002,"Corylus_avellana",18
"Corylus_complex",19,-0.702803047804514,0.0546860393801752,3.5338267416166,-7.5589713229262,-3.08619280922619,-0.631427592567523,1.70905050807279,6.08753391709319,4175.77955871155,0.999887456411008,"Corylus_complex",19
"Fagus_complex",20,-7.77606000538049,0.0451147916080447,2.88850596246869,-13.4347803910996,-9.64751755411119,-7.82373858497503,-5.95650269464629,-1.93845594355961,4099.28983306203,0.999558865513683,"Fagus_complex",20
"Fagus_sylvatica",21,-17.057549700568,0.0165773023051642,1.14289932578245,-19.2707855450921,-17.8404341331775,-17.0614412349553,-16.2744321449953,-14.7982792134294,4753.22352914885,0.999846746534396,"Fagus_sylvatica",21
"Fraxinus_complex",22,-6.66369646528828,0.0278491572598088,1.87303063357538,-10.3074012334319,-7.95289546848378,-6.70137695375112,-5.43311316415564,-2.94446980592364,4523.40678958843,0.999288290515167,"Fraxinus_complex",22
"Fraxinus_excelsior",23,-8.10211206016602,0.0997476992411257,7.35106313330406,-22.0585817106492,-13.2211131539423,-8.15807832110426,-2.94378236887802,5.87097718700004,5431.18418423919,1.00023709405738,"Fraxinus_excelsior",23
"Hamamelis_complex",24,-8.70790816839859,0.0565596342409483,3.8454285286815,-16.252456709019,-11.2260500825315,-8.74707044817689,-6.10068842802465,-1.32055776878734,4622.49343760929,1.00029726678457,"Hamamelis_complex",24
"Larix_complex",25,-1.4849219745195,0.0687893875189772,4.84391251346421,-10.9535251530383,-4.76178292621609,-1.53508435580628,1.81250837228118,8.04955334935491,4958.49290467759,0.999883074607846,"Larix_complex",25
"Larix_decidua",26,-9.56595508805414,0.117759664234757,6.01434004633928,-21.3039643464374,-13.6072952341418,-9.53604768556117,-5.4663531847882,2.02218594945659,2608.45194909252,1.00121201392722,"Larix_decidua",26
"Lonicera_complex",27,-2.8756874148265,0.0873671318415565,5.30249573972127,-13.4293644603352,-6.46171919532033,-2.697930289407,0.669785096953958,7.25248890023834,3683.5324435636,0.999487567657847,"Lonicera_complex",27
"Olea_europaea",28,-2.30790382387008,0.0360921893016206,2.09255667694898,-6.35582088199006,-3.65834160215324,-2.30980090886611,-0.974948153212131,1.88614221580311,3361.46045357961,0.999992790870317,"Olea_europaea",28
"Picea_abies",29,-10.7852909672,0.0205953567872253,1.50849451639509,-13.7371110582424,-11.8217804300411,-10.7925152203563,-9.74262625158423,-7.84083053838396,5364.74188759922,0.99921161110169,"Picea_abies",29
"Picea_glauca",30,-21.0213344236063,0.134998635591022,6.66044613479171,-34.4458160679534,-25.5554392982288,-21.1028486613142,-16.5205514861217,-8.08381691671246,2434.15305506758,1.00076289056367,"Picea_glauca",30
"Pinus_complex",31,-2.51629356739962,0.0474613903399577,2.61197555956414,-7.640110176889,-4.284225715683,-2.49225946730701,-0.78667483556636,2.67306184995743,3028.70730548245,0.999663292034102,"Pinus_complex",31
"Populus_complex",32,-35.8554740750314,0.0605991026575865,3.23516006660227,-42.312142369235,-37.954725869601,-35.848491691179,-33.7667208729632,-29.421881505382,2850.0938427784,1.00043336144761,"Populus_complex",32
"Populus_tremula",33,0.267728080335244,0.0608654597419296,3.38273243476711,-6.27168849382383,-1.95697406325244,0.258250626247536,2.60928712592829,6.78772968502501,3088.82626580193,1.00100801115578,"Populus_tremula",33
"Populus_tremuloides",34,-75.3521981390002,0.142042819910008,6.5467883134696,-88.1790272529737,-79.8239567766559,-75.2760736526559,-70.8470859071605,-62.7370757902035,2124.31064738101,0.999558734021944,"Populus_tremuloides",34
"Prunus_avium",35,-9.89884657391445,0.103674047060994,7.35780257261932,-24.1028820032439,-15.1306836677485,-9.89350194514487,-4.89261392530484,4.37672444235382,5036.81682050469,0.999637478631045,"Prunus_avium",35
"Prunus_complex",36,-0.781880805506499,0.0417312860453517,3.00960808412706,-6.68579626076581,-2.76964482774553,-0.821270754109694,1.25565365535315,5.04190353758905,5201.1137512412,0.999841979488428,"Prunus_complex",36
"Prunus_padus",37,-1.26427520814464,0.0580113229431699,3.16685788749994,-7.68260815397317,-3.30664725731782,-1.28635326512224,0.796676129953123,4.9515896603985,2980.10530446963,1.00045592796539,"Prunus_padus",37
"Pseudotsuga_menziesii",38,-29.4194970010152,0.0463860027985827,3.19504070238213,-35.5198515078228,-31.6015968903431,-29.4804982240995,-27.1964768237293,-23.0432808592766,4744.37370806722,1.00022758617267,"Pseudotsuga_menziesii",38
"Quercus_complex",39,-16.1263063448056,0.0468874019475631,3.22366912263838,-22.4749421059324,-18.3065045712243,-16.149540829108,-13.8918921329169,-9.84173937117686,4727.03242100061,0.999185247244071,"Quercus_complex",39
"Quercus_petraea",40,-9.5738240179188,0.133858181272384,6.68709997979045,-22.5047077940242,-14.0637009260193,-9.66935059906734,-5.32169562597397,3.76574692234453,2495.66215319232,0.999425255214509,"Quercus_petraea",40
"Quercus_robur",41,-8.6207988007146,0.0717370768431589,4.14982828377136,-16.5372328259376,-11.5047271488494,-8.62421216926901,-5.86323958461654,-0.274816978572118,3346.36185237562,1.0015379906569,"Quercus_robur",41
"Quercus_rubra",42,-17.5018116448128,0.0679195938015715,4.01818491668817,-25.5189062562911,-20.3109325196546,-17.4622234895505,-14.7570019367112,-9.57849484373678,3500.01316847296,1.00082695287355,"Quercus_rubra",42
"Rhamnus_cathartica",43,-2.15976756826836,0.0758993923334111,5.07452267467026,-12.0505181161272,-5.58325884119839,-2.24062884132476,1.35573866685565,7.49676953204722,4470.0645759506,0.999889774825806,"Rhamnus_cathartica",43
"Rhamnus_complex",44,-1.14176507320504,0.0714849376864195,4.73511180235151,-10.4789187065616,-4.28802953510834,-1.12292688684496,2.07328803877337,8.10122287722174,4387.64406659597,0.999731637495064,"Rhamnus_complex",44
"Rhododendron_complex",45,-2.623791996538,0.0572765788134635,4.26591412592831,-11.0469477380851,-5.4515026000334,-2.6701228068137,0.296796911060247,5.80925698455023,5547.15216151304,0.999436236124213,"Rhododendron_complex",45
"Robinia_pseudoacacia",46,-5.77104646287213,0.112196297516063,7.28810605618004,-20.1406769277871,-10.7828348137768,-5.78107495727508,-0.690900564568103,8.29858286326229,4219.61003858166,1.00084903832688,"Robinia_pseudoacacia",46
"Salix_complex",47,-1.55824792554635,0.0500500905070503,3.24066176939716,-7.82170309082724,-3.78986629451027,-1.53009304159756,0.659446385593026,4.70795222360693,4192.3513936287,0.999669931528722,"Salix_complex",47
"Sorbus_aucuparia",48,-6.14904460216757,0.21260905880397,9.59492201710122,-25.3780103496035,-12.5565235031671,-6.11854774828127,0.40522639551677,12.3929172052938,2036.66391551513,1.00165649040007,"Sorbus_aucuparia",48
"Sorbus_complex",49,-11.1364625710109,0.0697499525184944,4.27229677933973,-19.6814735482382,-13.9702097533913,-11.0841665021809,-8.21108390972311,-3.00716946745933,3751.75953467511,0.999684673543041,"Sorbus_complex",49
"Symphoricarpos_albus",50,-10.8223248209814,0.115598521203538,7.13229972355828,-25.0119805328645,-15.5031144639929,-10.7922764574718,-6.10803456843218,3.01044512477751,3806.7522582903,1.00013300413364,"Symphoricarpos_albus",50
"Syringa_vulgaris",51,-5.6996308176939,0.114721572067041,7.0978926416086,-19.4323230757301,-10.4474808917158,-5.81869917870283,-0.988213333036115,7.99891191692493,3827.97130062806,0.99985971485715,"Syringa_vulgaris",51
"Tilia_cordata",52,-4.01175918626739,0.0459365947406849,2.88977886488269,-9.67582664363826,-5.97929731628203,-4.01561897376355,-2.01452040100216,1.53400371663033,3957.41526692214,0.999582998512573,"Tilia_cordata",52
"Ulmus_complex",53,-12.9797745665782,0.0175391728416116,1.2653518298977,-15.4895820204413,-13.8224457119397,-12.9823087727731,-12.1407645178147,-10.4837307530862,5204.80399316972,0.999443746340968,"Ulmus_complex",53
"Vaccinium_complex",54,-17.1163942749145,0.076059213471384,3.32204512476547,-23.6206655796515,-19.3209153008608,-17.0892871879304,-14.9033756259542,-10.5534455972893,1907.68820539277,1.00070479330563,"Vaccinium_complex",54
"Viburnum_complex",55,-0.340029077517893,0.0406757916151145,2.76207155804702,-5.8194801109248,-2.15368063979134,-0.308765978949258,1.50999084710823,5.24291411966494,4611.02868707439,0.999713340877126,"Viburnum_complex",55
