parameters,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
b_force[10],-6.20710241962959,0.034755368558611,2.28251302617642,-10.7297505714429,-7.74804664042656,-6.1702731498449,-4.66314605328132,-1.86426224957929,4313.03252128933,1.00078876439725
b_force[11],-5.15794346640252,0.059435361836364,4.14205984724748,-13.2455504943112,-7.92456355165072,-5.17068675901776,-2.3463766886496,2.99491587252324,4856.71833331883,0.999851224878213
b_force[12],-5.01526918058595,0.038591521435837,2.62510660680069,-10.1654525472201,-6.8043080219038,-4.99328949325448,-3.21031294719688,0.234977922867401,4627.11282095821,1.00063349010294
b_force[13],-2.98974993568756,0.018215697911944,1.36015255227527,-5.58068044036352,-3.89832210798106,-3.0086973758471,-2.09840237593581,-0.288127567140699,5575.49731338151,0.99997243912635
b_force[14],-6.69788306335309,0.019865448080819,1.53377998106394,-9.67281522085923,-7.74177702414706,-6.73529819581847,-5.66714611323263,-3.58180087166922,5961.14106839985,0.999168017573205
b_force[15],-0.713037466285802,0.052564968903653,2.99107959587061,-6.4797804209883,-2.79298696850801,-0.77144389691937,1.2972891770277,5.12289114250194,3237.89765167969,0.999969686262658
b_force[16],0.852614818514984,0.063400256147564,3.59175572552503,-5.88973049978119,-1.60281425099662,0.805957184959538,3.20680979073378,8.20267263507439,3209.45699281447,1.00004571315777
b_force[17],-3.02384101552322,0.051055512541452,3.22995825305577,-9.41514576021967,-5.19219460784489,-2.96361606120703,-0.83875864924468,3.20335339317225,4002.28985012463,0.999511609118146
b_force[18],-4.67280843368886,0.033973830257028,2.1636355805024,-8.89985779886366,-6.12434299425602,-4.69795905179292,-3.20404402185337,-0.38648205131499,4055.82496587479,0.999885176330792
b_force[19],-4.33832507725463,0.052844212786379,3.77570420909504,-11.5652899142017,-6.8815787061979,-4.37079222455744,-1.82730597016481,3.34339088784044,5105.06249318355,0.999380965680146
b_force[20],-4.07887134119789,0.04334027531478,3.00180519205427,-9.87890731803509,-6.09276787596243,-4.0733349841128,-2.11025217726481,1.86227692926566,4797.13209285424,0.999812521222276
b_force[21],-1.737407013896,0.018403221908053,1.21183729553449,-4.05236285328949,-2.57015643089136,-1.74601876961996,-0.899576163652989,0.659918736860233,4336.11610632103,1.00007777371295
b_force[22],1.81448781582267,0.030060278672415,2.00023619588515,-2.14321572646835,0.479541626216733,1.79449344459156,3.17764152041366,5.74268325762398,4427.68339848009,0.999493777970893
b_force[23],-7.06091328089223,0.068848697767027,3.79825130916567,-14.8945319382982,-9.57424041673512,-7.01842726766533,-4.52554634460627,0.295682877896872,3043.51840164223,0.999606553882705
b_force[24],-5.93925227185757,0.058790450996671,4.12169421323077,-14.151630202213,-8.67171605479481,-5.91933053528719,-3.21566666837638,2.19032556020281,4915.16332451929,1.00053316850487
b_force[25],-8.08049007783413,0.077397915151235,4.43231357194105,-17.0639365821782,-10.9438365533089,-8.03122889707541,-5.11189360587079,0.283188558700072,3279.46069967062,1.00212238395172
b_force[26],-4.33075279519724,0.034492405981339,2.12744600336357,-8.45219219902723,-5.78901495812194,-4.31163750427035,-2.86179789386008,-0.16371340980356,3804.25932481772,0.999658730686038
b_force[27],-5.95244883304655,0.054738573079325,3.84613118855083,-13.386550817805,-8.58013128225359,-5.90699997181862,-3.37467661778973,1.38669923071444,4936.97858128296,0.999508386700004
b_force[28],-2.74948443479643,0.022581846612207,1.40437744423825,-5.51303031744659,-3.66040779751349,-2.7424709877783,-1.83701040093251,0.0791651033316,3867.66441792147,1.00020106751772
b_force[29],-10.5496286152448,0.020520144798775,1.44789104367536,-13.3858478021733,-11.5415128099051,-10.5399550565293,-9.56885147881086,-7.74367072063713,4978.64226139274,0.999294004144722
b_force[30],-5.88903986873463,0.046211286770021,3.36110734949606,-12.5312690200401,-8.09609081451817,-5.93653655126912,-3.65752002637271,0.88905573790171,5290.15800308122,1.00092798406937
b_force[31],-8.98150592403687,0.07912684733941,3.89442923769873,-17.0252838217138,-11.4416707360958,-8.88547580025437,-6.38069381807431,-1.48337475449715,2422.36682049872,0.999934521167424
b_force[32],-9.30849169036169,0.037070100400972,2.36135317164978,-13.9508120014509,-10.9570305854059,-9.27590831153625,-7.69793868265421,-4.71208674892159,4057.64798986763,1.00044092507575
b_force[33],-7.17776749986443,0.024249254923017,1.85682649724431,-10.7642732987459,-8.44794326695719,-7.16868553280107,-5.91988172272529,-3.5468335656607,5863.35043811705,0.999553088727766
b_force[34],-2.85844582583545,0.057474439867124,3.50422258071354,-9.59370888237138,-5.26179870647346,-2.85301799158639,-0.61228305627163,4.17067299374804,3717.35359168582,1.00107707704445
b_force[35],-2.97612307739947,0.071151419312188,4.02419844024172,-10.6683971988413,-5.61891814611128,-3.06594934252952,-0.391719000050369,5.13405829037269,3198.83354282329,0.999839340862806
b_force[36],-3.38678724743927,0.039100098510843,2.78895739066403,-8.78773694348454,-5.21858868005104,-3.47727901225531,-1.54959176321821,2.23640683963983,5087.77685451898,0.999767705746985
b_force[37],-10.0385955002018,0.028839281347616,2.21377149983549,-14.4640697485076,-11.4897145901482,-10.0226034355551,-8.5112916497976,-5.76173795081692,5892.46099283806,0.999303084265751
b_force[38],-12.4991039019163,0.029483829870006,2.02047660067056,-16.4795196190218,-13.8592710863755,-12.462956852569,-11.0958087106908,-8.68961232843013,4696.12726027478,0.999500042389942
b_force[39],-3.86153373512927,0.034085264524949,2.33519186913984,-8.46781369858701,-5.39850440579001,-3.85229318955159,-2.28548331302234,0.726574162731252,4693.66189332322,1.00069355719531
b_force[40],-10.6064901959838,0.044193408343501,2.37030245759053,-15.1952766045096,-12.2230348560236,-10.6207916451709,-8.97991629120855,-6.0802060129662,2876.68652756436,0.999653062732803
b_force[41],-2.51641994465103,0.029563774302468,2.44707492502022,-7.26419424041774,-4.2256566325354,-2.49666568938728,-0.838339575668089,2.20254006040689,6851.32828605596,0.999249350390432
b_force[42],-10.0788203362349,0.035067027776621,2.26302922463264,-14.4650604031392,-11.5714206364914,-10.0917214251154,-8.52959279809483,-5.64270244236598,4164.68741153384,0.999768741413333
b_force[43],-7.23726481825052,0.076014968401896,4.44305269246041,-16.1348116778099,-10.1246170452883,-7.18756468700056,-4.22961119463354,1.26102277312512,3416.3683433561,1.0000814160816
b_force[44],-4.72788566930821,0.063080847759639,4.13234791578745,-12.5755372553467,-7.43320861064792,-4.78145212936087,-1.98373531793381,3.42850973344642,4291.39721989801,0.999173023583442
b_force[45],-8.59761778427563,0.061298171367618,4.20561901632324,-17.2803558613042,-11.3001573740486,-8.49815603167713,-5.70691241368827,-0.549317473637656,4707.22348269957,0.99990033020996
b_force[46],-0.783970432935821,0.044770810212352,2.81794214562775,-6.0692358143553,-2.69235793116217,-0.830579775706933,1.09213419229358,4.87316017563993,3961.63296954297,1.00160662430663
b_force[47],-5.34488861233473,0.045322287847419,3.00524828405454,-11.2304969363932,-7.34617994074698,-5.4087961340382,-3.30637344120925,0.660962032464947,4396.80359616039,0.999936223438936
b_force[48],-5.21541847261917,0.056786055549256,3.12879114511875,-11.2748497380126,-7.30966101767765,-5.20077784371285,-3.05928723825063,0.837275181495049,3035.77612976175,1.00094703979645
b_force[49],-10.510854442606,0.076810734362358,4.60415452477663,-20.2181725470455,-13.4719386207427,-10.3451111906688,-7.39697714296698,-1.76196871929278,3592.9894951563,0.999393093783889
b_force[50],-2.69924341324653,0.040014264319714,2.80497480298419,-8.3774873340221,-4.5306554774538,-2.68050277658494,-0.823843647673293,2.80472820602157,4913.92196576181,0.999812173840257
b_force[51],-1.44143481400087,0.038815848327478,2.50441947670557,-6.29820409580181,-3.12126287675589,-1.43655369021356,0.14619329286108,3.4534012701467,4162.90002224651,1.00008514019659
b_force[52],-9.24991453223597,0.033001113006188,2.29415831541068,-13.6910998529664,-10.789514455768,-9.27788375973502,-7.68634105538714,-4.82957801997113,4832.69730755622,1.00023179788369
b_force[53],-11.6929810642256,0.020913561980836,1.31012723830838,-14.2668645173511,-12.5911750083677,-11.66824331359,-10.8228872502608,-9.15266820413093,3924.37893922936,0.999680822931998
b_force[54],-0.831398737133993,0.069370966097995,3.80517475814615,-8.0053891846402,-3.42604804564246,-0.944754086149787,1.65946088914724,6.66954251271954,3008.80282933082,1.00090185871721
b_force[55],-1.05176859767659,0.036822092392702,2.5073798407256,-6.03385321441827,-2.68978687467669,-1.0519879204308,0.560778687685325,3.91369630703743,4636.85305337957,1.00003559374095
mu_b_photo_sp,-2.01221625550066,0.014864383393451,0.682162902431392,-3.31270220827334,-2.47574123295538,-2.01370850804959,-1.55885260580085,-0.65670726478118,2106.11653949874,1.00258650176517
sigma_b_photo_sp,3.18909955347279,0.022414022956473,0.606040921872431,2.13337416242031,2.7650950656884,3.12776215195653,3.55936078855454,4.49110445614479,731.078943380897,1.00272144937101
b_photo[1],-2.78827830136673,0.031863730928405,2.33207204487515,-7.42443629919606,-4.32010698008742,-2.76573232606125,-1.26399434018323,1.89167200813358,5356.61796967224,0.999342996482747
b_photo[2],-1.00008436369388,0.02512681711169,1.73734701640616,-4.32054681285029,-2.17822012677705,-1.02593856320223,0.167220490902904,2.42431139567005,4780.77371603984,0.999463854173221
b_photo[3],-5.20958771542749,0.053147608669406,2.9242855909716,-11.3867265932969,-7.12246614094241,-5.0582005326174,-3.17455882750792,0.259776330408274,3027.41606706026,1.00031394489594
b_photo[4],-0.256861193750659,0.040499481280269,2.6080253011513,-5.25204032471188,-2.0107780388081,-0.33721461593316,1.51101870929156,5.06041041309593,4146.91065884126,0.999774090737278
b_photo[5],-3.30721778947261,0.038565708751806,2.48817152191599,-8.07119343891348,-4.968750511631,-3.30785033521613,-1.63828225543981,1.5189735124425,4162.53593658611,1.00075425611518
b_photo[6],-1.78275095914472,0.039775260914975,2.68448074755403,-7.00986354973021,-3.60332002731552,-1.73621740710618,-0.008076317471115,3.42545378461289,4555.0643107498,0.999742496043828
b_photo[7],-0.516082720394051,0.020992508733771,1.50150619431554,-3.52323994838303,-1.50010022990277,-0.51575886759216,0.481214579187815,2.45950832098714,5115.94151796563,1.00003832349979
b_photo[8],-0.684217399198393,0.019813702989498,1.42271638427559,-3.53952672309027,-1.61313810490713,-0.687060037807377,0.276194404848016,2.02959481751071,5155.91048621614,1.00003216886033
b_photo[9],-1.5943334553517,0.03903567320901,2.97137350039424,-7.32959665952151,-3.58692065155941,-1.65432226072374,0.300801571647071,4.17505873708719,5794.16881714966,0.999367230788781
b_photo[10],-3.02676608344703,0.04358978222689,2.74510499862749,-8.77733539437116,-4.78784316277708,-2.96765950010267,-1.11043638071948,2.06326319348086,3965.96176193566,1.00043567332689
b_photo[11],-2.22125681055188,0.040030039634683,2.95937986538324,-8.30660000887224,-4.04823730496329,-2.18427184300166,-0.392512222852223,3.5764273285488,5465.49358826588,0.999502975857655
b_photo[12],1.0975357046891,0.04097825310086,2.39158592236888,-3.47549452769366,-0.520725623714899,1.02614699974793,2.6806569095908,6.00703169652948,3406.16040106771,1.00094790559269
b_photo[13],0.120467408023031,0.00796603520822,0.558603819215552,-0.996638752159308,-0.24485444324036,0.122536449264134,0.48842890213641,1.23603594774338,4917.26210610671,1.00019300948393
b_photo[14],-0.76386529893148,0.007445970054042,0.608819852057779,-1.97544033244667,-1.18443211305154,-0.758788222233943,-0.337472781802473,0.390590992890429,6685.51765378086,0.999286738318403
b_photo[15],-1.59420304345511,0.034866056369208,2.56567959162309,-6.52613449887321,-3.32027353642435,-1.6386835470982,0.081534467191818,3.61031257037053,5415.00900772671,1.00046602867903
b_photo[16],-2.29275086500769,0.041078167055732,2.74373367811024,-7.72267475711794,-4.09049027779183,-2.22973924358692,-0.491995895276175,3.13370899300692,4461.30376269309,0.99988562341662
b_photo[17],-1.64342119310953,0.041974223183435,2.95032717084883,-7.37591399113323,-3.61125070077652,-1.63572016873965,0.259385514404604,4.3391867277486,4940.54686180634,1.00024259878173
b_photo[18],-1.53592922460949,0.026242093546412,1.99046551034052,-5.28098440050157,-2.94380946680128,-1.54873860119857,-0.222850430650274,2.42498849341006,5753.23819395741,0.999394003034349
b_photo[19],-1.6861645885075,0.035429672494754,2.6435359052022,-6.80980801448484,-3.46427318354343,-1.69997699873953,0.062039978842598,3.51046461364888,5567.19138374677,0.999239559005636
b_photo[20],-4.07879639423023,0.035509937406509,2.38347429343725,-8.92352784759889,-5.62038526919402,-4.10061466221871,-2.49744645459726,0.64910489134476,4505.27319235074,0.999691526468547
b_photo[21],-10.9290323616155,0.029916594535511,1.42239028905786,-13.8109763752872,-11.8835305456551,-10.9339002416238,-9.94969798544777,-8.15035252644945,2260.54546629213,1.00000714154864
b_photo[22],-3.23191728201649,0.032832238866921,2.28619717924681,-7.72032146606705,-4.77766123741814,-3.20394687410444,-1.69207629464226,1.22152332143776,4848.711806009,0.999997287521684
b_photo[23],-2.44380432025423,0.037661299336557,2.94511159784115,-8.34085076616591,-4.39434588267307,-2.40646760789064,-0.471973717427019,3.26206023957957,6115.23165171354,0.999493866311953
b_photo[24],-1.67664776135663,0.034504799730455,2.59325324751563,-6.72424549894698,-3.40535934590837,-1.6978123869365,0.081033375440826,3.44982807997684,5648.47015951377,0.999414098302339
b_photo[25],-2.66943484525012,0.039628606086731,2.66830003202453,-8.01291395499147,-4.40512577278234,-2.67609159252606,-0.872227640051761,2.46852788717588,4533.6890468206,0.999792905708534
b_photo[26],-0.945881166763287,0.033353838406161,2.47508470625155,-5.77403837655771,-2.62275452947944,-0.960267171255197,0.653884839454359,3.95121219287202,5506.66291756992,1.00011600642228
b_photo[27],-1.35432854998474,0.035636856784982,2.5978483133197,-6.45182001720429,-3.08275693549442,-1.36439127774281,0.327039495675065,3.76799298761161,5314.08865072154,1.00038906271303
b_photo[28],-1.91662312766947,0.044237436490974,3.2219146276444,-8.13629768121028,-4.05976088323383,-1.88548859941542,0.13025877665949,4.41407077502681,5304.54518081599,0.999904069250675
b_photo[29],-0.663740898641043,0.025496449333571,1.56608940814222,-3.75885849921874,-1.74538354762939,-0.662343755503843,0.411112287486641,2.27170169301469,3772.88611456061,1.00009235120459
b_photo[30],-3.34549811924893,0.050351846593248,3.25174791797722,-10.0632475000727,-5.4251554185147,-3.26062057941664,-1.24685985596884,2.77037180865803,4170.64223477676,0.999796106995556
b_photo[31],-2.70067508047838,0.031189744930164,2.41030071264244,-7.33299333231122,-4.37199562391351,-2.6809870386008,-1.05137720479709,2.03065875782062,5971.98642866119,0.999624743865058
b_photo[32],-3.39768371613232,0.036662247501654,2.42174962947601,-8.04889447371392,-5.02998842660713,-3.36633426518713,-1.73990546757712,1.25455971930995,4363.35264558894,1.00048510508771
b_photo[33],0.012070545465194,0.017799410209282,1.31608303604447,-2.57916622310984,-0.877542186573963,-0.010415669910449,0.883102302526393,2.64290632558795,5467.07911141201,1.00053582982675
b_photo[34],-2.38624586337285,0.053331671616119,3.323815030768,-9.02334465438869,-4.4544499805913,-2.35931433488605,-0.247616091845899,4.20394772403843,3884.21536801337,1.00118119654858
b_photo[35],-1.46109880634868,0.038473650834662,3.01088289245866,-7.25048540012286,-3.55426058403602,-1.43004059852655,0.568669853344176,4.51868920050482,6124.36307839291,0.999678087745368
b_photo[36],-0.515621330335656,0.035965988563807,2.33660571100074,-5.02333080173687,-2.08929493534329,-0.55935668876216,0.972872529802724,4.14278976598254,4220.7231264076,0.999897338238733
b_photo[37],-1.04734527300944,0.014377618238766,1.1213502933602,-3.25736578540119,-1.81542839625126,-1.04895173089207,-0.299577491027971,1.11700107330754,6082.87239919836,1.000806629813
b_photo[38],3.35589290015532,0.067697012186155,3.14599826410216,-2.39399626191326,1.17268153708624,3.24618011433886,5.39068482828009,9.97242264559437,2159.62305111582,1.00092298105922
b_photo[39],-5.31889944118469,0.038162200400754,2.43852913214819,-10.3805004521698,-6.89595983863347,-5.26699575490961,-3.67504846763775,-0.716993429747263,4083.09120508864,0.999841142982863
b_photo[40],-4.58924382656831,0.062062154563184,3.28015501586014,-11.316517369752,-6.66363307185476,-4.43759362842313,-2.39541283886955,1.48773010890359,2793.41229053655,1.00014786096803
b_photo[41],-1.31846037920438,0.030543492912156,2.22456365531852,-5.65464344744429,-2.8346949362433,-1.32086590215128,0.197282540670716,3.06547173436993,5304.59550821816,0.999704480845705
b_photo[42],-3.23269769069605,0.037427260412304,2.50056065682569,-8.29189439296627,-4.88592822512411,-3.16717091132621,-1.4957850576638,1.56779618951562,4463.73814473308,0.999998906505609
b_photo[43],-2.80527871966591,0.042923155890525,2.88957007172193,-8.40852592900273,-4.74361920107422,-2.77592089599735,-0.97574183802793,2.95589923693105,4531.92975630739,0.999852637004623
b_photo[44],-1.14659284128466,0.039829911294296,2.91025559317343,-6.8418255309591,-3.0293139834968,-1.22973427206141,0.845983762016367,4.70843151604703,5338.79920057726,0.999539218851442
b_photo[45],-1.1539762089016,0.04471849878022,2.67891949297264,-6.35351751420009,-2.95543302441974,-1.208647878171,0.648894133769418,4.31718193669443,3588.76394776595,0.999497701066546
b_photo[46],-1.23003319185152,0.043221511515971,2.96745582505897,-7.21051398648031,-3.16296850390747,-1.23292144853673,0.688643972512237,4.65201542912725,4713.77255786376,0.999748797363117
b_photo[47],-3.20414777932085,0.03749207637429,2.6623255330049,-8.54387846606581,-4.95552622691469,-3.10307714525286,-1.42541700412707,1.82605753209801,5042.47006258599,1.0008889890802
b_photo[48],-1.46450305942083,0.0364555460616,2.38276491642902,-6.07296101785892,-3.11815553665724,-1.43672136961336,0.153875979708659,3.23671400991305,4272.03869976677,1.00027738980643
b_photo[49],-0.549408188443677,0.030670704170973,2.18012210605646,-4.79370363808925,-1.943025084937,-0.582171885953846,0.864144794739331,3.84193477059633,5052.59098688828,1.00069582529605
b_photo[50],-1.66613682339445,0.041150002109973,3.03592145827871,-7.63387537158813,-3.61721908320372,-1.63713901499929,0.325751462839939,4.42954328429697,5443.03767040795,1.00024018106617
b_photo[51],-1.73056475642109,0.041901282837258,3.00004414723864,-7.81261470214636,-3.72342741052166,-1.7566992999602,0.285532182305172,4.1354049780267,5126.26027131985,0.999929243982201
b_photo[52],-3.67061019282837,0.032380216375455,2.26047749757499,-8.17418610187352,-5.20615649328491,-3.62983443469094,-2.14986485682095,0.711819435569205,4873.49902107702,0.99946334373427
b_photo[53],-3.95065661174862,0.018610715581847,1.37550416931104,-6.60164145047033,-4.87494959768015,-3.96195697222099,-3.02305051892903,-1.23488375561175,5462.5783371567,1.00037552932177
b_photo[54],-2.14274848220605,0.04363422088846,2.94557802412521,-8.08326337185935,-4.03829124126271,-2.15802214841856,-0.128312442009794,3.56260709624552,4557.07955665354,0.999764228683103
b_photo[55],0.440388884800455,0.03430536377719,2.12100550385138,-3.6057680077697,-1.05383533228795,0.412445380180924,1.89152341030924,4.68084775881165,3822.60596347882,0.9995132606393
mu_b_chill_sp,-9.77512963112252,0.030640321213557,1.90709009487659,-13.6368995428838,-11.0105895072023,-9.76400520361765,-8.49738736389622,-6.1319041318068,3873.96589740957,1.0009149452473
sigma_b_chill_sp,12.9627095787359,0.025241041794378,1.48820128287238,10.307307662527,11.8927833199271,12.8743703445557,13.9470235853698,16.1333402109477,3476.23235367535,1.00067964944913
b_chill[1],-18.0024974023329,0.081918854750626,4.76908457735371,-27.2406459291135,-21.24961166857,-18.0745781235157,-14.7866361545211,-8.71808061696726,3389.23985519032,0.999512975407095
b_chill[2],-6.76337691702122,0.025210239059141,1.651814085334,-9.93471546521797,-7.8691333789175,-6.77198563825241,-5.65196511290301,-3.4906007657704,4293.07427491586,0.99972452701718
b_chill[3],-8.91268951300486,0.097008441280014,5.73901644791444,-20.3338939659668,-12.6329069148104,-8.93375370039496,-5.07493143117476,2.53964151736038,3499.90201630093,1.00131146292243
b_chill[4],-18.3905144733196,0.063982220820532,4.52152193112495,-27.3377491798268,-21.4829835072494,-18.4065414102667,-15.3630164039614,-9.65478427376095,4994.02443141751,0.999806859803652
b_chill[5],-6.25192545495225,0.024256990730775,1.87691697577999,-9.85367461348029,-7.51557672352816,-6.27211477897445,-4.95591968529174,-2.66177664705437,5987.09680273609,0.999841334355765
b_chill[6],-4.37695060315203,0.083178142501503,5.62269155771375,-15.4374948455047,-8.15956901174168,-4.3525018974674,-0.511487691005272,6.61051099458353,4569.51476635859,0.99953898006479
b_chill[7],-5.0758865540845,0.06364904780563,3.97198555421979,-12.8869838231366,-7.67853554043706,-5.04741173445234,-2.42440069847193,2.79210296832195,3894.31877780483,0.999512042249163
b_chill[8],-1.28983955501962,0.033860494560105,2.29809908006075,-5.84067246817242,-2.85331250345066,-1.27493032581007,0.22348400484514,3.20968641402048,4606.28604555321,1.0001534516022
b_chill[9],0.598386076341672,0.109626976554313,6.85233321375656,-12.5297633450435,-3.94604881865035,0.53289111872612,4.97112205569904,14.5985202688394,3906.9879680818,1.00044295000365
b_chill[10],-9.82433157894834,0.074000681198538,4.50329504684055,-18.6917965703415,-12.9030069769925,-9.84432054225248,-6.76786153621018,-0.995150003325162,3703.30403940035,0.999850291119778
b_chill[11],-1.29133782901769,0.067481705357398,4.5537153955078,-10.3132805345398,-4.36728964253354,-1.27174633955022,1.80143672561468,7.4965287788117,4553.65023400532,1.00033081966719
b_chill[12],-31.6825793117279,0.060641444200338,3.65669645473238,-38.8207883624242,-34.2222399534177,-31.7030968376214,-29.184581986483,-24.4095221465471,3636.12454338721,0.999771888540457
b_chill[13],-3.86371741331231,0.00932512832921,0.700718189895365,-5.25258770518813,-4.32818528940557,-3.86876987324994,-3.39333586452287,-2.511542307058,5646.47160700908,0.999665084685012
b_chill[14],-2.02663634376789,0.009353600826363,0.734961015935304,-3.46137114484494,-2.5207721696689,-2.03038807971296,-1.52561790612953,-0.605174567027017,6174.06138776304,0.999221036727864
b_chill[15],-14.4248375318223,0.098629901494973,4.92973033410187,-24.0855835904498,-17.6426330471695,-14.4013013726264,-11.1329982329099,-4.94203960248363,2498.21106493781,1.0004302893404
b_chill[16],-5.15596100449306,0.093518431195039,7.17158765752695,-19.1212674208997,-9.92550861438342,-5.17877222956157,-0.274223505588929,9.03100937898711,5880.79711511944,0.999464886396169
b_chill[17],-6.81105678688595,0.100456504446308,7.36716656972452,-21.2160658372385,-11.7512404432346,-6.77866693925726,-1.93584300928805,8.26696923357023,5378.29790670355,0.999643838197899
b_chill[18],-8.37371109176755,0.085409411287196,5.25932775287273,-18.9058411858009,-11.8961761909427,-8.3444541222321,-4.87912480109454,1.88990185338107,3791.83137420326,0.999925113849302
b_chill[19],-0.783050532602956,0.048836300079547,3.5621685968725,-7.73831253156822,-3.22095605275382,-0.743605407635907,1.60043008881415,6.39059546700872,5320.38957889023,0.999632410315402
b_chill[20],-7.69611657966021,0.03756004436425,2.91058688797731,-13.3644740154896,-9.64449594963879,-7.69750725814604,-5.71897440367541,-1.96044313753596,6004.94375497116,0.999480702840131
b_chill[21],-17.0697303122992,0.016891341978276,1.19388017702364,-19.3800260503208,-17.8552976840377,-17.0739487871111,-16.2590432211632,-14.7046517219273,4995.66345445914,0.999637141850763
b_chill[22],-6.71599218884888,0.028081707902849,1.91799151405994,-10.5205728859292,-8.03284341005741,-6.69528233967886,-5.42215121295774,-3.01883738140743,4664.94284817272,0.999585404960716
b_chill[23],-8.09440545639415,0.085923404140113,7.41038517170962,-22.5519911657149,-13.1134138298206,-8.08952239776498,-3.08272761764934,6.32008162733814,7438.04179912674,0.999313626047461
b_chill[24],-8.62199842308252,0.052235279974211,3.8528650852655,-16.0088354145478,-11.196047150806,-8.65644545709934,-5.99640631979579,-1.1962009402623,5440.51171495694,0.999523347217704
b_chill[25],-1.48387909172073,0.064450228605741,4.97486655347871,-11.5282447412545,-4.85348012643996,-1.45191835515261,1.9530915460703,7.96156275277646,5958.18449556004,0.99958029204268
b_chill[26],-9.58753584407202,0.107949692884799,5.84723652799137,-21.0797983663211,-13.4878541256178,-9.62911095479227,-5.65757165524667,1.82790472009436,2933.98913780036,1.00012575395128
b_chill[27],-2.92989089118227,0.078247543008002,5.34535010139054,-13.4455479674621,-6.56602171420551,-2.89000353291286,0.645754155867618,7.55878574025578,4666.71083602425,0.999362852185918
b_chill[28],-2.33995195783025,0.036369201365323,2.09325394354289,-6.42486396935111,-3.71537818450394,-2.31467119767834,-0.92716714404416,1.83169651937163,3312.65575556774,0.99964171243531
b_chill[29],-10.7233828717764,0.020789020318272,1.53417926837343,-13.654997874383,-11.7493806054813,-10.7519932171097,-9.70828499424999,-7.60816043714007,5446.08194992725,0.999488348985662
b_chill[30],-21.0992273764128,0.119811383085547,6.66827688721603,-34.0364591685879,-25.5737743277718,-21.0300978116526,-16.5304377476582,-8.20998331140657,3097.64101663903,1.00092345707506
b_chill[31],-2.53962618403106,0.042458621089506,2.65303974818057,-7.70207746366376,-4.35124591965147,-2.51201280944954,-0.775239788199169,2.67713275954035,3904.41292747095,0.999191113052023
b_chill[32],-35.7514113660701,0.054349132324271,3.19130276952783,-41.7764101718353,-38.0099737954682,-35.7131064365981,-33.5724439640518,-29.5348179177529,3447.86925000542,1.00098227864141
b_chill[33],0.275606617343125,0.052800643110642,3.37136026552546,-6.00446904276203,-2.09816924743942,0.242923312141258,2.64339184704079,7.0150452589827,4076.91731401252,0.999413721919915
b_chill[34],-75.2234058776178,0.139175300618254,6.57132410340052,-87.8474168276557,-79.7778982245323,-75.0995211068105,-70.8327663997405,-62.124899772931,2229.36633602039,1.0024075220498
b_chill[35],-9.85442171483249,0.096563032612766,7.31267672896848,-24.0896322231512,-14.958945018568,-9.88035241470743,-4.70340734257827,4.31777689308294,5734.96744505098,0.999253397168328
b_chill[36],-0.762907633999155,0.040828711977473,2.98194673720511,-6.57251586843175,-2.73930543298559,-0.781486823534849,1.19736396145382,5.16784552043692,5334.18906709528,0.999819959185521
