"stn"	"species"	"year"	"doy"
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	27
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.faginea"	2004	58
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	109
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.faginea"	2004	27
"sanzperez10 2004-01-01 6.4    13"	"Quercus.faginea"	2004	58
"sanzperez10 2004-01-01 8.9    13"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.faginea"	2004	100
"sanzperez10 2004-01-01 10.7    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.faginea"	2004	28
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	57
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	28
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.faginea"	2004	57
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.faginea"	2004	28
"sanzperez10 2004-01-01 6.4    13"	"Quercus.faginea"	2004	57
"sanzperez10 2004-01-01 8.9    13"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.faginea"	2004	100
"sanzperez10 2004-01-01 10.7    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.faginea"	2004	25
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	56
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	25
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.faginea"	2004	56
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.faginea"	2004	25
"sanzperez10 2004-01-01 6.4    13"	"Quercus.faginea"	2004	56
"sanzperez10 2004-01-01 8.9    13"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.faginea"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.faginea"	2004	27
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	57
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	27
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.ilex"	2004	57
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.ilex"	2004	27
"sanzperez10 2004-01-01 6.4    13"	"Quercus.ilex"	2004	57
"sanzperez10 2004-01-01 8.9    13"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 10.7    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.ilex"	2004	88
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.ilex"	2004	88
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 6.4    13"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 8.9    13"	"Quercus.ilex"	2004	88
"sanzperez10 2004-01-01 10.7    13"	"Quercus.ilex"	2004	101
"sanzperez10 2004-01-01 10.7    13"	"Quercus.ilex"	2004	117
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	117
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	117
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	117
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.ilex"	2004	26
"sanzperez10 2004-01-01 6.4    13"	"Quercus.ilex"	2004	56
"sanzperez10 2004-01-01 8.9    13"	"Quercus.ilex"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.ilex"	2004	118
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	44
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	65
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	51
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	58
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	37
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	30
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	16
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	23
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	44
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	51
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	65
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	16
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	72
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	58
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	30
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	37
"spann04 2001-01-03 21 7 14  16"	"Vaccinium.corymbosum"	2001	23
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	145
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1982	37
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	296
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	321
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1982	21
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	241
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	250
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	102
"swartz81 1980-11-01 22 4.5 121  14"	"Malus.domestica"	1981	135
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1981	123
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1982	245
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1981	45
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1982	104
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1982	248
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1981	210
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1981	285
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1982	22
"swartz81 1980-11-01 22 4.5 63  14"	"Malus.domestica"	1982	33
"ashby62 1956-12-11     8"	"Tilia.americana"	1957	71
"ashby62 1957-01-08     8"	"Tilia.americana"	1957	58
"ashby62 1957-02-05     8"	"Tilia.americana"	1957	65
"ashby62 1957-03-04     8"	"Tilia.americana"	1957	84
"ashby62 1956-12-11     12"	"Tilia.americana"	1957	93
"ashby62 1957-01-08     12"	"Tilia.americana"	1957	49
"ashby62 1957-02-05     12"	"Tilia.americana"	1957	65
"ashby62 1957-03-04     12"	"Tilia.americana"	1957	81
"ashby62 1956-12-11     16"	"Tilia.americana"	1957	228
"ashby62 1957-01-08     16"	"Tilia.americana"	1957	49
"ashby62 1957-02-05     16"	"Tilia.americana"	1957	65
"ashby62 1957-03-04     16"	"Tilia.americana"	1957	81
"ashby62 1956-12-11     8"	"Tilia.americana"	1957	84
"ashby62 1957-01-08     8"	"Tilia.americana"	1957	56
"ashby62 1957-02-05     8"	"Tilia.americana"	1957	63
"ashby62 1957-03-04     8"	"Tilia.americana"	1957	77
"ashby62 1956-12-11     12"	"Tilia.americana"	1957	120
"ashby62 1957-01-08     12"	"Tilia.americana"	1957	57
"ashby62 1957-02-05     12"	"Tilia.americana"	1957	60
"ashby62 1957-03-04     12"	"Tilia.americana"	1957	77
"ashby62 1956-12-11     16"	"Tilia.americana"	1957	205
"ashby62 1957-01-08     16"	"Tilia.americana"	1957	48
"ashby62 1957-02-05     16"	"Tilia.americana"	1957	60
"ashby62 1957-03-04     16"	"Tilia.americana"	1957	77
"basler12 2009-03-03 meandaily    9.5"	"Acer.pseudoplatanus"	2009	109
"basler12 2009-03-03 meandaily    11"	"Acer.pseudoplatanus"	2009	108
"basler12 2009-03-03 meandaily    9.5"	"Acer.pseudoplatanus"	2009	99
"basler12 2009-03-03 meandaily    11"	"Acer.pseudoplatanus"	2009	98
"basler12 2009-03-03 meandaily    9.5"	"Acer.pseudoplatanus"	2009	119
"basler12 2009-03-03 meandaily    11"	"Acer.pseudoplatanus"	2009	119
"basler12 2009-03-03 meandaily    9.5"	"Acer.pseudoplatanus"	2009	97
"basler12 2009-03-03 meandaily    11"	"Acer.pseudoplatanus"	2009	97
"basler12 2009-03-03 meandaily    9.5"	"Betula.pendula"	2009	88
"basler12 2009-03-03 meandaily    11"	"Betula.pendula"	2009	87
"basler12 2009-03-03 meandaily    9.5"	"Betula.pendula"	2009	87
"basler12 2009-03-03 meandaily    11"	"Betula.pendula"	2009	86
"basler12 2009-03-03 meandaily    9.5"	"Betula.pendula"	2009	92
"basler12 2009-03-03 meandaily    11"	"Betula.pendula"	2009	92
"basler12 2009-03-03 meandaily    9.5"	"Betula.pendula"	2009	92
"basler12 2009-03-03 meandaily    11"	"Betula.pendula"	2009	90
"basler12 2009-03-03 meandaily    9.5"	"Aesculus.hippocastanum"	2009	91
"basler12 2009-03-03 meandaily    11"	"Aesculus.hippocastanum"	2009	91
"basler12 2009-03-03 meandaily    9.5"	"Aesculus.hippocastanum"	2009	90
"basler12 2009-03-03 meandaily    11"	"Aesculus.hippocastanum"	2009	90
"basler12 2009-03-03 meandaily    9.5"	"Aesculus.hippocastanum"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Aesculus.hippocastanum"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Aesculus.hippocastanum"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Aesculus.hippocastanum"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Syringa.vulgaris"	2009	91
"basler12 2009-03-03 meandaily    11"	"Syringa.vulgaris"	2009	91
"basler12 2009-03-03 meandaily    9.5"	"Syringa.vulgaris"	2009	92
"basler12 2009-03-03 meandaily    11"	"Syringa.vulgaris"	2009	93
"basler12 2009-03-03 meandaily    9.5"	"Syringa.vulgaris"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Syringa.vulgaris"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Syringa.vulgaris"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Syringa.vulgaris"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Corylus.avellana"	2009	97
"basler12 2009-03-03 meandaily    11"	"Corylus.avellana"	2009	96
"basler12 2009-03-03 meandaily    9.5"	"Corylus.avellana"	2009	99
"basler12 2009-03-03 meandaily    11"	"Corylus.avellana"	2009	100
"basler12 2009-03-03 meandaily    9.5"	"Corylus.avellana"	2009	100
"basler12 2009-03-03 meandaily    11"	"Corylus.avellana"	2009	98
"basler12 2009-03-03 meandaily    9.5"	"Corylus.avellana"	2009	101
"basler12 2009-03-03 meandaily    11"	"Corylus.avellana"	2009	100
"basler12 2009-03-03 meandaily    9.5"	"Fraxinus.excelsior"	2009	109
"basler12 2009-03-03 meandaily    11"	"Fraxinus.excelsior"	2009	107
"basler12 2009-03-03 meandaily    9.5"	"Fraxinus.excelsior"	2009	108
"basler12 2009-03-03 meandaily    11"	"Fraxinus.excelsior"	2009	106
"basler12 2009-03-03 meandaily    9.5"	"Fraxinus.excelsior"	2009	109
"basler12 2009-03-03 meandaily    11"	"Fraxinus.excelsior"	2009	109
"basler12 2009-03-03 meandaily    9.5"	"Fraxinus.excelsior"	2009	111
"basler12 2009-03-03 meandaily    11"	"Fraxinus.excelsior"	2009	108
"basler12 2009-03-03 meandaily    9.5"	"Fagus.sylvatica"	2009	111
"basler12 2009-03-03 meandaily    11"	"Fagus.sylvatica"	2009	106
"basler12 2009-03-03 meandaily    9.5"	"Fagus.sylvatica"	2009	114
"basler12 2009-03-03 meandaily    11"	"Fagus.sylvatica"	2009	105
"basler12 2009-03-03 meandaily    9.5"	"Fagus.sylvatica"	2009	113
"basler12 2009-03-03 meandaily    11"	"Fagus.sylvatica"	2009	107
"basler12 2009-03-03 meandaily    9.5"	"Fagus.sylvatica"	2009	116
"basler12 2009-03-03 meandaily    11"	"Fagus.sylvatica"	2009	109
"basler12 2009-03-03 meandaily    9.5"	"Picea.abies"	2009	116
"basler12 2009-03-03 meandaily    11"	"Picea.abies"	2009	113
"basler12 2009-03-03 meandaily    9.5"	"Picea.abies"	2009	119
"basler12 2009-03-03 meandaily    11"	"Picea.abies"	2009	114
"basler12 2009-03-03 meandaily    9.5"	"Picea.abies"	2009	121
"basler12 2009-03-03 meandaily    11"	"Picea.abies"	2009	114
"basler12 2009-03-03 meandaily    9.5"	"Picea.abies"	2009	123
"basler12 2009-03-03 meandaily    11"	"Picea.abies"	2009	115
"basler12 2009-03-03 meandaily    9.5"	"Larix.decidua"	2009	84
"basler12 2009-03-03 meandaily    11"	"Larix.decidua"	2009	84
"basler12 2009-03-03 meandaily    9.5"	"Larix.decidua"	2009	84
"basler12 2009-03-03 meandaily    11"	"Larix.decidua"	2009	84
"basler12 2009-03-03 meandaily    9.5"	"Larix.decidua"	2009	88
"basler12 2009-03-03 meandaily    11"	"Larix.decidua"	2009	90
"basler12 2009-03-03 meandaily    9.5"	"Larix.decidua"	2009	91
"basler12 2009-03-03 meandaily    11"	"Larix.decidua"	2009	90
"basler12 2009-03-03 meandaily    9.5"	"Prunus.avium"	2009	83
"basler12 2009-03-03 meandaily    11"	"Prunus.avium"	2009	83
"basler12 2009-03-03 meandaily    9.5"	"Prunus.avium"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Prunus.avium"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Prunus.avium"	2009	85
"basler12 2009-03-03 meandaily    11"	"Prunus.avium"	2009	84
"basler12 2009-03-03 meandaily    9.5"	"Prunus.avium"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Prunus.avium"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Quercus.patraea"	2009	115
"basler12 2009-03-03 meandaily    11"	"Quercus.patraea"	2009	113
"basler12 2009-03-03 meandaily    9.5"	"Quercus.patraea"	2009	124
"basler12 2009-03-03 meandaily    11"	"Quercus.patraea"	2009	117
"basler12 2009-03-03 meandaily    9.5"	"Quercus.patraea"	2009	117
"basler12 2009-03-03 meandaily    11"	"Quercus.patraea"	2009	115
"basler12 2009-03-03 meandaily    9.5"	"Quercus.patraea"	2009	124
"basler12 2009-03-03 meandaily    11"	"Quercus.patraea"	2009	115
"basler12 2009-03-03 meandaily    9.5"	"Tilia.cordata"	2009	122
"basler12 2009-03-03 meandaily    11"	"Tilia.cordata"	2009	116
"basler12 2009-03-03 meandaily    9.5"	"Tilia.cordata"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Tilia.cordata"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Tilia.cordata"	2009	124
"basler12 2009-03-03 meandaily    11"	"Tilia.cordata"	2009	119
"basler12 2009-03-03 meandaily    9.5"	"Tilia.cordata"	NA	NA
"basler12 2009-03-03 meandaily    11"	"Tilia.cordata"	NA	NA
"basler12 2009-03-03 meandaily    9.5"	"Sorbus.aucuparia"	2009	84
"basler12 2009-03-03 meandaily    11"	"Sorbus.aucuparia"	2009	84
"basler12 2009-03-03 meandaily    9.5"	"Sorbus.aucuparia"	2009	87
"basler12 2009-03-03 meandaily    11"	"Sorbus.aucuparia"	2009	88
"basler12 2009-03-03 meandaily    9.5"	"Sorbus.aucuparia"	2009	87
"basler12 2009-03-03 meandaily    11"	"Sorbus.aucuparia"	2009	87
"basler12 2009-03-03 meandaily    9.5"	"Sorbus.aucuparia"	2009	93
"basler12 2009-03-03 meandaily    11"	"Sorbus.aucuparia"	2009	93
"basler12 2009-03-03 meandaily    9.5"	"Abies.alba"	2009	118
"basler12 2009-03-03 meandaily    11"	"Abies.alba"	2009	114
"basler12 2009-03-03 meandaily    9.5"	"Abies.alba"	2009	122
"basler12 2009-03-03 meandaily    11"	"Abies.alba"	2009	111
"basler12 2009-03-03 meandaily    9.5"	"Abies.alba"	2009	124
"basler12 2009-03-03 meandaily    11"	"Abies.alba"	2009	117
"basler12 2009-03-03 meandaily    9.5"	"Abies.alba"	2009	124
"basler12 2009-03-03 meandaily    11"	"Abies.alba"	2009	114
"basler14 2010-03-31 21  122  16"	"Acer.pseudoplatanus"	2010	125
"basler14 2010-03-31 21  122  16"	"Fagus.sylvatica"	2010	112
"basler14 2010-03-31 21  122  16"	"Quercus.petraea"	2010	111
"basler14 2010-03-31 21  122  16"	"Picea.abies"	2010	129
"basler14 2010-03-31 21  122  16"	"Acer.pseudoplatanus"	2010	109
"basler14 2010-03-31 21  122  16"	"Fagus.sylvatica"	2010	109
"basler14 2010-03-31 21  122  16"	"Quercus.petraea"	2010	123
"basler14 2010-03-31 21  122  16"	"Picea.abies"	2010	115
"basler14 2010-03-31 21  122  16"	"Acer.pseudoplatanus"	2010	110
"basler14 2010-03-31 21  122  16"	"Fagus.sylvatica"	2010	115
"basler14 2010-03-31 21  122  16"	"Quercus.petraea"	2010	114
"basler14 2010-03-31 21  122  16"	"Picea.abies"	2010	110
"basler14 2010-03-31 6  122  9.2"	"Acer.pseudoplatanus"	2010	132
"basler14 2010-03-31 6  122  10.2"	"Acer.pseudoplatanus"	2010	134
"basler14 2010-03-31 9  122  9.2"	"Acer.pseudoplatanus"	2010	126
"basler14 2010-03-31 9  122  10.2"	"Acer.pseudoplatanus"	2010	124
"basler14 2010-03-31 6  122  9.2"	"Fagus.sylvatica"	2010	135
"basler14 2010-03-31 6  122  10.2"	"Fagus.sylvatica"	2010	126
"basler14 2010-03-31 9  122  9.2"	"Fagus.sylvatica"	2010	130
"basler14 2010-03-31 9  122  10.2"	"Fagus.sylvatica"	2010	121
"basler14 2010-03-31 6  122  9.2"	"Quercus.petraea"	2010	133
"basler14 2010-03-31 6  122  10.2"	"Quercus.petraea"	2010	133
"basler14 2010-03-31 9  122  9.2"	"Quercus.petraea"	2010	131
"basler14 2010-03-31 9  122  10.2"	"Quercus.petraea"	2010	129
"basler14 2010-03-31 6  122  9.2"	"Picea.abies"	2010	139
"basler14 2010-03-31 6  122  10.2"	"Picea.abies"	2010	138
"basler14 2010-03-31 9  122  9.2"	"Picea.abies"	2010	138
"basler14 2010-03-31 9  122  10.2"	"Picea.abies"	2010	135
"basler14 2010-01-27 21  57  16"	"Acer.pseudoplatanus"	2010	60
"basler14 2010-01-27 21  57  16"	"Fagus.sylvatica"	2010	48
"basler14 2010-01-27 21  57  16"	"Quercus.petraea"	2010	46
"basler14 2010-01-27 21  57  16"	"Picea.abies"	2010	64
"basler14 2010-01-27 21  57  16"	"Acer.pseudoplatanus"	2010	46
"basler14 2010-01-27 21  57  16"	"Fagus.sylvatica"	2010	46
"basler14 2010-01-27 21  57  16"	"Quercus.petraea"	2010	57
"basler14 2010-01-27 21  57  16"	"Picea.abies"	2010	49
"basler14 2010-01-27 21  57  16"	"Acer.pseudoplatanus"	2010	46
"basler14 2010-01-27 21  57  16"	"Fagus.sylvatica"	2010	51
"basler14 2010-01-27 21  57  16"	"Quercus.petraea"	2010	50
"basler14 2010-01-27 21  57  16"	"Picea.abies"	2010	46
"basler14 2010-01-27 6  57  9.2"	"Acer.pseudoplatanus"	2010	129
"basler14 2010-01-27 6  57  10.2"	"Acer.pseudoplatanus"	2010	129
"basler14 2010-01-27 9  57  9.2"	"Acer.pseudoplatanus"	2010	99
"basler14 2010-01-27 9  57  10.2"	"Acer.pseudoplatanus"	2010	99
"basler14 2010-01-27 6  57  9.2"	"Fagus.sylvatica"	2010	129
"basler14 2010-01-27 6  57  10.2"	"Fagus.sylvatica"	2010	114
"basler14 2010-01-27 9  57  9.2"	"Fagus.sylvatica"	2010	112
"basler14 2010-01-27 9  57  10.2"	"Fagus.sylvatica"	2010	99
"basler14 2010-01-27 6  57  9.2"	"Quercus.petraea"	2010	132
"basler14 2010-01-27 6  57  10.2"	"Quercus.petraea"	2010	129
"basler14 2010-01-27 9  57  9.2"	"Quercus.petraea"	2010	111
"basler14 2010-01-27 9  57  10.2"	"Quercus.petraea"	2010	104
"basler14 2010-01-27 6  57  9.2"	"Picea.abies"	2010	137
"basler14 2010-01-27 6  57  10.2"	"Picea.abies"	2010	129
"basler14 2010-01-27 9  57  9.2"	"Picea.abies"	2010	108
"basler14 2010-01-27 9  57  10.2"	"Picea.abies"	2010	87
"basler14 2010-03-02 21  93  16"	"Acer.pseudoplatanus"	2010	92
"basler14 2010-03-02 21  93  16"	"Fagus.sylvatica"	2010	81
"basler14 2010-03-02 21  93  16"	"Quercus.petraea"	2010	78
"basler14 2010-03-02 21  93  16"	"Picea.abies"	2010	96
"basler14 2010-03-02 21  93  16"	"Acer.pseudoplatanus"	2010	79
"basler14 2010-03-02 21  93  16"	"Fagus.sylvatica"	2010	79
