datasetID,study,Entered.By,genus,species,varetc,woody,population,population.detail,provenance.lat,provenance.long,population.altitude.m,continent,year,material,fieldchill,fieldsample.date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response.time,n,error.type,resp_error,figure.table..if.applicable.,growing.lat,growing.long,field.chill.units,cu.model,other treatment,irradiance,irradiance.units,humidity,number.longdays,dormancy_induction_temp_day,dormancy_induction_temp_night,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,dormancy_induction_days,freeze.treatment.time,freeze.treatment.photoperiod_day,freeze.treatment.photoperiod_night,freeze.treatment.temp_day,freeze.treatment.temp_night,response..pre.treatment.,response..post.treatment
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,20,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,90.90909091,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,52.63157895,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,32.25806452,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,25,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,16.94915254,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,71.42857143,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,31.25,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,20,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,100,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,50,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,34.48275862,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,22.22222222,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Chardonnay,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,18.86792453,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,83.33333333,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,55.55555556,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,30.3030303,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Vitis,vinifera,Cabernet Sauvignon,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,20,"3 pots, 10 per pot",,,fig 3,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,111.1111111,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,62.5,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,30.3030303,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,21.27659574,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,Smith,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,76.92307692,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,29.41176471,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Pyrus,communis,PackhamÕs,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,19.23076923,"3 pots, 10 per pot",,,fig 4,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,0.00E+00,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,1.00E+02,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,4.00E+01,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,2.94E+01,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Golden King,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,1.92E+01,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,daystobudburst,1,na,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,daystobudburst,1,0,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,daystobudburst,1,83.33333333,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Actinidia,deliciosa,Hayward,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,daystobudburst,1,34.48275862,"3 pots, 10 per pot",,,fig 10,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,percentbudburst,92.015,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,percentbudburst,95.817,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,percentbudburst,89.354,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,percentbudburst,92.395,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Tropic Beauty,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,percentbudburst,95.817,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,percentbudburst,89.695,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,percentbudburst,89.695,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,persica,Eragil,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,percentbudburst,92.366,,"3 pots, 10 per pot",,,fig 1,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,percentbudburst,96.565,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,6,,0 (no photoperiod),no photoperiod,percentbudburst,90.076,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,8,,0 (no photoperiod),no photoperiod,percentbudburst,86.641,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,10,,0 (no photoperiod),no photoperiod,percentbudburst,93.13,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Gulf Blaze,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,12,,0 (no photoperiod),no photoperiod,percentbudburst,90.076,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,2,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
anzanello16,exp1,KS,Prunus,salicina,Leticia,yes,"Veranopolis, RS, Brazil",,,,,South america,2014,cutting,no,13/Jun/2014,0,0,,4,,0 (no photoperiod),no photoperiod,percentbudburst,0,,"3 pots, 10 per pot",,,fig 2,,,,1008 Hc below 7.2,,,,,,,,,,,,,,,,,,
