"","b_chill","b_chill_low","b_chill_up","b_force","b_force_low","b_force_up","b_photo","b_photo_low","b_photo_up"
"Betula lenta",-2.29179057564469,-9.46954660477086,5.25346070481443,-5.98943244612263,-14.6914378480522,2.78636714231711,-1.23364558711253,-5.53934687100167,3.12933222045708
"Corylus cornuta",-6.36991453176052,-19.2587464921667,7.06092157301379,-9.25063425948874,-17.670740782957,-1.12194761505096,-1.61640233437655,-5.98375721881777,2.69558594396188
"Ostrya carpinifolia",-4.10449661213483,-14.3292683684569,6.22438678387155,-7.40481862903028,-18.0728394386114,3.12208899554611,-1.08003896380751,-5.33453649604153,3.3324432318066
"Ostrya virginiana",-13.2627156770891,-23.4836092349137,-3.08021477761932,-6.96535271505911,-17.5895972448453,3.70648894445941,-0.845184443202507,-5.04099921641034,3.54063592050231
"Carpinus laxiflora",-9.40225027391955,-22.0561405623034,3.27778173834495,-7.32704416425187,-18.0408239455201,3.19323447833385,-1.13447057280403,-5.57256738368545,3.27489166777938
"Carpinus betulus",-13.3778431905439,-20.3765777566078,-6.35366943536171,-2.11694948389743,-7.21867235999525,3.0132964752763,-0.61918732653438,-4.37770523138158,3.07633210437529
"Carpinus monbeigiana",-4.42901569665452,-14.4431790622049,6.13684378997245,-7.23269932339122,-17.981752473024,3.60029203396234,-1.0535251956305,-5.4065861240237,3.16411721753444
"Rosa majalis",-4.89711021764155,-14.8233716271856,5.19574245649692,-7.49138398307281,-18.1705885130996,2.80153046087821,-0.912938513848254,-5.2984324496151,3.54349618086828
"Rosa hugonis",-8.23651894564411,-20.5810240839826,4.28928545497934,-7.47597191009093,-17.9786533458623,2.93107183125927,-1.0097223797717,-5.44246695622621,3.49633422796429
"Aronia melanocarpa",-2.25669167971571,-12.0249065360167,8.08330405443581,-5.30160068123125,-13.5278109539807,3.40802381995458,-1.0050026155222,-5.1789363872991,3.29546744358102
"Photinia villosa",-3.68879849713788,-13.7452759180505,6.67688408946126,-7.29494460335094,-17.6946332733935,3.1186520284585,-0.991435499796029,-5.24389794331811,3.28386824571174
"Spiraea japonica",-5.62127195923364,-15.7898578880521,4.68137058066275,-7.23174260349288,-17.5856661052643,3.41099102818689,-0.90447171211814,-5.23938848959771,3.44475611615209
"Spiraea chamaedryfolia",-6.08427030803782,-16.1652763706111,3.99747484318405,-7.34683874938635,-17.9600436080374,3.50215529544462,-0.90248748422569,-5.24811446826555,3.52781573598646
"Spiraea canescens",-8.76773922447312,-21.1547477435229,3.53388319891387,-7.51502455093959,-17.6423164476982,3.02335420673156,-1.04688629936785,-5.46249497679886,3.37426447113153
"Prunus tenella",-6.67936271644599,-18.9080033922847,6.02240758228294,-7.49742987294331,-18.6714395143251,3.49818638933084,-1.10995376131785,-5.55367419087521,3.30025582340764
"Prunus serrulata",-8.11271983612532,-20.3356531639631,4.46621031169713,-7.26025144335445,-17.5138110449225,2.93221618602066,-0.936854742373469,-5.46757037482089,3.52189203699645
"Prunus pensylvanica",-6.30868031808707,-18.7076872092534,6.34275250253545,-6.83494948063323,-14.730608677194,1.33835887496354,-1.14233947329541,-5.66275449719777,3.24835585854202
"Prunus serotina",-10.5834495527695,-21.0211550789342,-0.138017363054845,-5.49455495581373,-14.910348611679,4.22800610404843,-1.08651868359736,-5.41205346708325,3.20553141870718
"Prunus padus",-2.16988385001635,-7.46058175237834,3.09145831631812,-10.8097503264765,-14.5754007394176,-6.99169041150039,-1.02341868192927,-3.01719645536857,0.932837673451195
"Prinsepia uniflora",-7.79756742346657,-20.3336417020815,4.81553749496307,-7.61781413614606,-18.5155733904209,3.0454916340954,-0.955107669237729,-5.30927910808608,3.53733633039415
"Prinsepia sinensis",-8.07531470541922,-21.7109812518136,5.46926723149438,-7.72880923142522,-18.2961824271558,2.92303487123095,-1.03336693162014,-5.44971429129925,3.46589517114838
"Oemleria cerasiformis",-7.70509732119227,-19.8029023904187,4.48131909134131,-7.38227018403195,-17.7554923255055,2.99426453829516,-0.894288611590652,-5.29325279948271,3.43828995310502
"Ulmus minor",-15.631350674074,-20.5041117988234,-10.775916351534,-9.98892733755715,-14.3159262978342,-5.72043024447195,-2.53045833073403,-6.435299600262,1.32051842629404
"Ulmus glabra",-17.9456715934492,-25.5585368091642,-10.4932966617136,-8.22892092513508,-17.9514447074709,1.4188179380239,-0.947418823823285,-5.09619384138902,3.26006604872964
"Ulmus macrocarpa",-16.0443912185492,-23.6734268780903,-8.79611051120085,-8.41013725852633,-18.6102832830792,1.26450781441558,-0.98284900842667,-5.12448084817049,3.20985109925671
"Ulmus pumila",-11.4901135627396,-16.1064147373476,-6.70863330143668,-10.2280019667477,-14.4212747993897,-6.10816656266557,-1.41526264544052,-5.28199688701919,2.43494678433089
"Ulmus parvifolia",-15.0555971977585,-19.8292438116056,-10.2199848243773,-8.70278761085573,-12.8584985473822,-4.45813861421416,-2.25559046079172,-6.02908597325561,1.52263395269866
"Ulmus laevis",-14.8536365532967,-25.3343803612389,-4.76765480242538,-7.0310663577448,-17.8878145010438,3.91572474048838,-1.08553846065963,-5.44457044208389,3.11123374039019
"Ulmus americana",-10.016628140708,-20.1788023738151,0.495240345780284,-7.252411467911,-17.6631803961718,3.22855977093054,-1.0797670877187,-5.42678471689894,3.27814555660801
"Ulmus villosa",-15.1710705766169,-19.9214182129712,-10.3720307037595,-11.9324329797737,-16.2563722762689,-7.67691760374822,-1.64106131694007,-5.40856235433613,2.15526187447442
"Caragana pygmaea",-6.7064333826169,-18.9926945630061,6.14048296328612,-7.62007257286237,-17.9519234548568,2.60838445539959,-1.00301179213423,-5.49789008028102,3.4855364910287
"Robinia pseudoacacia",-6.86080547157233,-17.2112877812262,3.4017960244548,-0.601204805410632,-5.77973705751418,4.61239658752842,-0.745078742656186,-5.0596734049729,3.71938821185932
"Amorpha fruticosa",-2.88044967992282,-13.1792169666584,7.81295135282302,-6.49360909513121,-15.7994016406935,2.99527331233702,-0.886897741833691,-5.06348330864812,3.45960120324199
"Cercis chinensis",-1.56288599820887,-11.7699686720196,9.06230821221603,-7.5951022965316,-17.8902585799279,2.95088069078326,-1.74056873429996,-6.21202343918128,2.63248494643402
"Cercis canadensis",-6.5795557409346,-16.7618021362204,3.83693214930158,-7.04656979744808,-17.67433577251,3.6729439069508,-1.16444864978821,-5.52290146931234,3.16594267991942
"Tilia japonica",-4.13163818298208,-14.094955336913,6.19509954876877,-7.27400581129805,-17.8248416809722,3.34585937760748,-0.920834713543401,-5.13079368883175,3.38009731469659
"Tilia cordata",-4.07027281080998,-8.65370687894636,0.698970821412295,-10.1402208513856,-14.1838316590681,-6.1316572697421,-2.79602886260813,-6.49972564086766,0.719244748611007
"Tilia dasystyla",-11.9449036670603,-21.8700483744257,-2.1327639556611,-7.08101537206243,-17.2384710017731,3.42883839396593,-0.969367739725121,-5.30032864416606,3.48324352267807
"Tilia platyphyllos",-6.54275297827888,-16.8258673227172,3.81905040400763,-7.15492265084863,-17.6124473777874,3.33946469576176,-0.947183996352824,-5.30424861286094,3.34896806814042
"Hibiscus syriacus",-0.591959771097839,-11.0233929984829,10.0951301438909,-7.25970457331874,-17.5617229076121,3.34000571462029,-1.01005278556624,-5.33546827631001,3.55031975089365
"Aesculus flava",-16.4921116685726,-27.4896982123803,-6.45345213180595,-6.63532151849236,-16.972012903672,4.10613324880851,-1.19212850680293,-5.5569941165792,3.16051743296672
"Aesculus parviflora",-12.4877162716019,-22.7872097885089,-2.37418022459421,-7.7222942644833,-18.1145554068112,3.23597277625013,-2.0303011610194,-6.34143748250442,2.28752787631741
"Aesculus hippocastanum",-6.13321525688951,-14.543016723348,2.26530037546335,0.380078703656156,-5.66421117849098,6.52883048496711,-1.15325584815569,-5.18151436455142,2.96085773765811
"Toona sinensis",-4.10039151872652,-14.2047231712272,6.3031136461335,-7.24724669803228,-17.7482033265554,3.20175881485601,-1.16687946416834,-5.4574843263217,3.16658308389548
"Orixa japonica",-6.49666305199452,-16.3928791579011,3.66894009727539,-7.19251466536559,-18.0398634982587,3.51665526658462,-1.13257203358416,-5.58511197735247,3.41646571878211
"Ptelea trifoliata",-5.0983448219028,-15.4037203522124,5.24702718467124,-7.17995346876356,-17.6541555517143,3.19150762875288,-1.13301130393451,-5.30995015521207,2.9965548746715
"Ribes divaricatum",-13.6706609459049,-26.448110528219,-1.51038492855085,-7.56996471074096,-17.7897402482972,2.87449027482449,-1.33942520921965,-5.84372124477397,3.09917115650837
"Ribes glaciale",-6.68130494357945,-16.5302258515594,3.70849657886875,-7.51755198334837,-18.1223439211753,3.23994925120575,-0.92729844907988,-5.23770214946451,3.38234887195213
"Ribes alpinum",-10.1701754961694,-22.6573857056664,2.36931111927725,-7.55144912396798,-18.2793882679692,2.76699797141816,-1.09164200249876,-5.58949508868116,3.36281434830063
"Hamamelis virginiana",-8.61241862513498,-21.5128467849544,4.25936260167856,-10.9053692810325,-20.3074520046686,-2.11537461866892,-1.71408044465067,-6.07492609730202,2.62752715267081
"Hamamelis vernalis",-14.5893517567998,-24.8709278576057,-4.51194275368071,-6.98404197676831,-17.426877361982,3.98233213580829,-0.985145708922811,-5.35506456674342,3.37815898169904
"Hamamelis japonica",-9.15094840061331,-19.5930231567129,1.07569671103308,-7.26611322257657,-17.571078837211,2.99394398775044,-1.05810701071479,-5.29487054312837,3.44074951421149
"Sinowilsonia henryi",-5.23997015538694,-15.1771339167797,4.74665309734687,-7.49343804320011,-18.0323957298289,2.9788955684666,-1.18070762131903,-5.48798037769523,3.06055870534061
"Corylopsis sinensis",-8.51239622825417,-21.0716828797213,3.85700542755552,-7.55323541440236,-18.2336602553432,3.09785868882817,-1.28219169463106,-5.86903200400298,3.25898890082341
"Corylopsis spicata",-9.18147324867333,-22.0313742321407,3.41156147104688,-7.43495073995487,-17.8205042666327,3.06210041788064,-1.39436817771269,-5.73316319880288,2.98662304685379
"Liquidambar styraciflua",-11.0367458982747,-21.0831441637004,-0.873245844124491,-7.32522118591201,-17.5642190539271,2.98886675801407,-1.53227690037381,-5.93652512915802,2.76812764983453
"Liquidambar orientalis",-1.34726843197588,-11.388658685984,9.46115098702225,-7.4991222377583,-17.8853262064639,2.68128082661885,-1.09814275398722,-5.41973327604795,3.35621167320394
"Cercidiphyllum japonicum",-9.68426659820182,-22.1227162379776,2.59803696695629,-7.36792055506815,-17.8453210947757,2.64493186894295,-1.21407079413401,-5.56739782243203,3.13923568082153
"Cercidiphyllum magnificum",-10.6461425560355,-20.7454805839919,-0.519924349635591,-7.40075330510218,-18.1417840877275,3.44146960002798,-1.2603295244913,-5.50853484706409,3.05576409591037
"Parrotia persica",-9.3858300778271,-21.9186251621143,2.8861114103933,-7.29096390872653,-17.6978378162603,3.0376849958223,-0.963050358144621,-5.34593020222743,3.61395013417386
"Paeonia rockii",-7.59059879413083,-19.8863068320383,4.62116653053616,-7.49540287572294,-17.8997315765536,2.67415221545744,-1.10653800490011,-5.5362360365379,3.44705287747698
"Syringa villosa",-7.83191175858668,-20.0671041039931,4.59340024993912,-7.55997442735733,-17.9362699472907,2.99839139120037,-0.956047124019047,-5.47309756056295,3.6724267089551
"Syringa vulgaris",-6.29794337445919,-16.358157692504,3.99035776520244,-1.65346024525778,-6.09235955476828,2.8364161037421,-1.1016964305784,-5.3703484902557,3.19938121389276
"Syringa josikaea",-6.59617129310689,-19.1452169472063,6.32948348006413,-7.45187580080777,-18.0190634679987,2.71926016243141,-1.05702180865932,-5.44097775420775,3.3892375682046
"Syringa reticulata",-6.88642549778344,-19.4700120293133,5.71641283935994,-7.39065650216823,-17.7285197318305,3.2294384380231,-0.987194561803906,-5.25246435442927,3.4569592242708
"Ligustrum tschonoskii",-6.62717220405021,-19.199585399459,6.27676202091105,-7.60223536924562,-18.302554248529,3.07502983831674,-0.970795914031417,-5.36261645679904,3.5031801359259
"Forsythia ovata",-6.77138572638166,-19.5480467496804,5.87146397711159,-7.44359122154393,-17.7207821192567,2.72934260020928,-1.04671609120444,-5.49970303455861,3.28749707979653
"Forsythia suspensa",-6.11756810435228,-16.3641136155998,4.08810633936195,-7.34774868316573,-17.4331844671772,3.18911080199022,-0.905209968657403,-5.26313887780323,3.48738673005716
"Cephalanthus occidentalis",-4.95831075609009,-14.9159027749796,5.38382927065352,-7.23976771939953,-17.8917876360051,3.23798669814163,-1.19631128420384,-5.44312080352628,3.07835584413623
"Viburnum buddleifolium",-14.5366108466533,-27.3195384316366,-2.15264151316784,-6.42351177994647,-16.7496112448832,4.49180611591483,-0.327096819759827,-4.81016227388538,4.31687013053248
"Viburnum carlesii",-8.95283710627371,-21.7642388526763,3.97382026773,-7.50566938136057,-18.2139747803799,3.24142680931051,-1.24192526523433,-5.64116147296697,3.14792097116071
"Viburnum cassinoides",-3.71327982754335,-11.3789145463137,3.89247242339337,-5.16942213020858,-11.2694012569187,1.16474533433526,-1.46547575292903,-5.56937669321782,2.6674026009701
"Viburnum lantanoides",-9.24445403617141,-16.5667559518846,-1.66624450944722,-8.47235795988774,-14.6229491690759,-2.47849134470224,-1.60793202857787,-5.71708083355622,2.44521680882655
"Viburnum plicatum",-12.203282936349,-25.1157917198781,0.403448901478587,-6.77834779814354,-16.9681014781758,3.7694422967424,-0.67658646169545,-5.10515790507762,3.94230429231523
"Viburnum opulus",-6.92330347938352,-17.1281509498903,3.34138782844278,-7.13479164242478,-17.594196146017,3.53832162923823,-1.06805081283864,-5.31019725624749,3.3191930137121
"Viburnum betulifolium",-9.66685632236761,-21.9576440116338,2.29470149980258,-7.35088000262136,-18.0447041378605,2.92873172031219,-1.34653963542963,-5.71470437981081,3.06232423809327
"Weigela coraeensis",-6.5583561637339,-16.5026164983777,3.63364343186204,-7.2796462939883,-17.7307333027054,3.12133360917053,-0.966450933804859,-5.38767508385694,3.54756820334173
"Weigela florida",-7.67530910740115,-20.0899405224005,4.64058289230211,-7.44391866439286,-17.8716971295323,2.82351819910177,-1.02454014079425,-5.42993026540995,3.48085385225297
"Weigela maximowiczii",-8.92122853209439,-19.0812287273778,1.19624011243045,-7.17264894072708,-17.8772846915401,3.39331123171988,-0.930048370113377,-5.24960584763348,3.47676847930287
"Heptacodium miconioides",-6.81704528691451,-19.0395309545886,5.68723780400477,-7.43118805364442,-18.0571166954388,3.15928268152989,-1.05716239923178,-5.51189703169374,3.45066002691103
"Symphoricarpos albus",-9.52379230679808,-19.7812612115908,0.765033591636097,-3.20526337977428,-8.43645918636137,2.00622367622892,-0.987057186438742,-5.31252215863928,3.30046236890016
"Lonicera maximowiczii",-7.39385759621588,-19.3081353940823,5.44126009469216,-7.67956722278837,-18.0625355282764,2.94447666275481,-0.988027176301522,-5.42030765875651,3.57830443988947
"Lonicera alpigena",-7.7848969397771,-20.3286072042704,4.51149828004774,-7.44099483103146,-18.1687187439091,3.03993323162968,-0.908323682169652,-5.29989180236407,3.72620676875638
"Lonicera canadensis",-5.92534273734041,-18.8109752054389,7.24242313632186,-6.98116451510192,-14.793817435933,0.808185100343049,-1.09510923861392,-5.56187478567975,3.38860970000461
"Lonicera caerulea",-8.21273744484563,-21.5209215231698,5.30710801098453,-7.69020559722978,-18.2481141463909,2.78117628073405,-1.07034114683757,-5.55927156645496,3.47824660825507
"Eleutherococcus sieboldianus",-5.41084605044755,-15.5113311755266,4.70964207711257,-7.37915166128408,-17.9867270382084,3.12016952457396,-0.927426553514849,-5.20212594664233,3.19754446051161
"Eleutherococcus setchuenensis",-7.56626079202417,-20.4865525004913,5.35464398625161,-7.35482448850149,-17.7491164220275,2.95946965362971,-1.10723357202633,-5.57267018540999,3.35873145531383
"Eleutherococcus senticosus",-5.49425518350989,-15.9403555245234,5.08653480687785,-7.28363156656415,-17.9572458695492,3.46045898718549,-0.846454776674391,-5.164476907822,3.4799886748182
"Ilex mucronata",-3.7877281873916,-11.3199281307843,3.86502333047505,-6.56047839999439,-12.5513903113966,-0.463816316921755,-1.95193632006438,-6.21028378449396,2.12704205011824
"Rhododendron prinophyllum",-8.09134304973019,-20.8445941554781,4.66551111366189,-9.26237343936469,-18.3320625625896,-0.44617324322778,-1.15428325739694,-5.59921983960108,3.14296445348471
"Rhododendron canadense",-2.61756955035534,-12.7196149538393,7.74171487214494,-7.22676869467667,-17.4209110185489,3.13988119139652,-0.972152943244416,-5.29367556023947,3.32487956487914
"Rhododendron dauricum",-6.80015853983241,-19.0039168978219,5.67942585694322,-7.18897657233321,-17.7339449596821,3.18784045775508,-0.775949692481104,-5.1621220109034,3.83699176311399
"Rhododendron mucronulatum",-7.40044543859352,-20.3346663847389,5.50038202783081,-7.53695820987453,-18.2158095468918,3.35796329716595,-0.928130948849898,-5.23636254375213,3.41503067344194
"Kalmia angustifolia",-7.31971715352697,-19.7333474388079,5.24993829960677,-12.1100046798724,-20.8612721606883,-4.07704532909701,-1.87620145468845,-6.35738175664587,2.60083915211649
"Vaccinium myrtilloides",-5.9837031702912,-18.8117217046069,6.74762014083291,-7.40970543724203,-15.3763778548156,0.434003966974433,-0.956680657238997,-5.28787524845605,3.51572591265456
"Lyonia ligustrina",-8.14720749579499,-21.1053649242022,4.79973243651039,-10.4293083500736,-20.2802924026439,-1.38108121962144,-1.1346511652128,-5.666049154429,3.42428164428288
"Nyssa sylvatica",-8.30527338759983,-20.6708050882573,4.48810769712483,-9.52111783731298,-18.506265087196,-0.80168193042343,-1.39212481530591,-5.88000732470547,3.13896677434294
"Cornus alba",-6.40612967036771,-16.0365493771555,3.37342954357655,1.91761771827644,-5.09383067662863,9.27500013694178,-1.52510709929334,-5.67182030889278,2.61662693427333
"Cornus kousa",-4.68030691623674,-14.6076432118083,5.56864821916929,-7.38582583035777,-17.8491390860822,2.97259885853223,-1.22769185232023,-5.54311685290309,3.09795412391367
"Cornus mas",-6.61402556695468,-16.9817770371792,3.82415958343512,-3.76909262499244,-10.089515063112,2.70437767139724,-1.00340937221879,-5.4931817789223,3.49458236104171
"Hydrangea arborescens",-10.5824713534561,-20.6554544039412,-0.369216271834395,-7.14074475608115,-17.5508635027697,3.55172548549669,-0.997614272951987,-5.24072689447154,3.33285348073838
"Hydrangea involucrata",-10.1505872717672,-20.1405736579885,-0.0687666522310762,-7.3426555738263,-18.1293290319277,3.41367547562835,-1.09291613442459,-5.51510919537672,3.2993625461105
"Hydrangea serrata",-9.89149810750426,-22.5680440145887,2.80261883372043,-7.39719188787492,-17.9916702518215,3.12217658016911,-1.04958887479118,-5.61025517800403,3.29485468699557
"Deutzia gracilis",-7.59891469630704,-20.4969074696917,4.96455539945464,-7.49907409927975,-17.9973525099964,2.96479891424953,-0.969192615418247,-5.22152325382414,3.38527409548503
"Deutzia scabra",-5.07069127777464,-15.2037475716003,5.24776800344072,-7.38227481010871,-17.6149498498927,2.96873124058465,-0.962197465495236,-5.33103896679986,3.45270524446298
"Decaisnea fargesii",-9.88242930554217,-22.5642805262961,2.66930603842132,-7.29453269938201,-18.0463368096677,3.41881763658542,-1.04063650830844,-5.49053056048411,3.5288751607718
"Berberis dielsiana",-6.58895815980936,-19.0365847813971,6.30905573039761,-7.54747362633272,-18.1531285141819,3.03580627528304,-1.03313411939345,-5.45886042783898,3.37967057442627
"Liriodendron tulipifera",-13.6354421238007,-26.5864157025215,-1.42995554370035,-7.47575709898141,-17.9866437326532,2.8705621017755,-1.53992019163819,-6.04945738296134,2.967810157447
"Acer pseudoplatanus",-9.69663347657823,-16.4423416711288,-2.91617360148985,-9.89423878280774,-12.9715353099442,-6.81661751801513,-1.03712153873965,-4.56001525713465,2.51967405300696
"Acer saccharinum",-7.58880857525539,-11.6735860956061,-3.57147006398913,-5.91820100414914,-14.9623929166482,3.57067133282977,-1.10329391001807,-5.64927371850947,3.46892948775327
"Acer rubrum",-16.7188430212781,-23.8065347652539,-9.65415997267106,-0.56764390981694,-5.32733763485043,4.17820640990807,-0.108054060979575,-3.90522721996707,3.89056188220933
"Acer barbinerve",-8.41455668874137,-20.8008609981032,4.08545476255397,-7.4952410336691,-17.8814248419961,3.23707956146476,-1.09240169170284,-5.43934738085239,3.39382103026592
"Acer negundo",-11.7365525259082,-22.3449490694177,-1.06173267352326,-5.75262284602072,-15.2893779266917,4.10774754147587,-1.25391443009252,-5.64824742810286,3.01232086563416
"Acer pensylvanicum",-8.86962631892538,-16.2184992661671,-1.40361592473702,-7.87342564551069,-13.9628340892764,-1.91365238946741,-2.05894808342941,-6.16156237007889,1.94427597338298
"Acer platanoides",-9.84414884541827,-20.4150955514007,0.223951369299119,-7.15772750251124,-17.3423303478183,2.95493827074768,-1.07730430753898,-5.44412939336809,3.22205260681315
"Acer campestre",-10.9720301855336,-21.1827566794261,-0.765871818517344,-7.11170464351086,-17.6917642361929,3.49979173691485,-0.950473541526045,-5.30121263769748,3.32386551138303
"Acer tataricum",-7.78780351588391,-18.0335421945607,2.46313509847159,-5.40056514300135,-14.6366456859339,4.0716914573068,-1.15076465989023,-5.40018512714662,3.14006547101866
"Acer ginnala",-7.24292286387338,-19.5751054601591,5.23572823273166,-7.48815611096945,-18.3322009755585,3.4310720121094,-1.12162977617762,-5.68032217641652,3.43988264680892
"Amelanchier laevis",-8.10125142256079,-21.1132693462253,5.19206740295832,-7.37364962739231,-17.5828974566028,3.13690162278158,-1.2006783332168,-5.71986325036798,3.31087339237641
"Amelanchier florida",-8.42165554953371,-18.5252550872451,1.8784049815955,-7.19396857081745,-17.841823416749,3.49892031737687,-0.979784088887687,-5.22111383687165,3.35741408872181
"Buddleja davidii",-6.62786058372992,-18.7451765647231,5.86641953022864,-7.43820936201495,-17.8787546160834,3.29348633589681,-0.888989689248941,-5.27168146899699,3.52341684180879
"Buddleja alternifolia",-6.13901086942062,-18.702529403365,6.70893047937574,-7.49815603273416,-17.9839948855333,2.94717645289306,-0.987624404206289,-5.35310065406658,3.42842796004536
"Buddleja albiflora",-6.93580441309123,-19.4378690882483,5.67208560638985,-7.56756174508309,-17.9684100942784,2.86473004230865,-0.921577993481433,-5.34982468979112,3.60644563397289
"Celtis laevigata",-12.7773405885235,-22.9277716403325,-2.57878741671136,-7.2323798185395,-17.7983542990918,3.20921184641458,-1.46643508080342,-5.7750492755292,2.81080905182895
"Celtis occidentalis",-6.20740822393399,-18.4378629697924,6.35666728597488,-7.08666330378078,-17.4499886490186,3.0288171145063,-1.25812224554523,-5.69323693089166,3.24086888581061
"Celtis caucasica",-10.467467214251,-20.5849472561736,-0.575102900110641,-7.12543185989275,-17.5348789971062,3.27365412216109,-1.10328580082411,-5.49826985439426,3.24117024702721
"Cladrastis lutea",-12.1354690878676,-22.6180762333455,-1.82302266770226,-7.48683079920069,-17.736755427092,3.0502276308334,-1.8656653173523,-6.3199575729531,2.41654882672825
"Elaeagnus ebbingei",-7.84130019066412,-20.5003143818269,4.78169030555586,-7.59163889087551,-18.3629149526702,3.17412302424002,-0.936363645995885,-5.26528572157159,3.50484870985153
"Fagus crenata",-9.96032559868479,-20.3586265379354,0.389351950424435,-7.45534896445186,-17.8861159646033,2.81720883709988,-1.38830286830222,-5.68217388454504,2.9043099408212
"Fagus engleriana",-10.082792320782,-20.4169550166212,-0.0883188479040251,-7.3014684952347,-17.8881232633279,3.20574377788381,-1.28747760612406,-5.5484600658199,3.12921552872851
"Fagus grandifolia",-12.3509618624811,-20.2142343998227,-4.58240703099015,-9.7179994359183,-16.0657501172545,-3.46163569164427,-3.13763640924455,-7.45792991855918,0.94989713961347
"Fagus orientalis",-14.0460804770861,-24.3772673733034,-3.81739478570146,-7.67036960036461,-17.9567147282378,2.80270066455723,-2.11769956766608,-6.56099922498807,2.12991120864476
"Fagus sylvatica",-14.2121370071494,-15.8136363513782,-12.6509188036662,-2.65186313800528,-4.64303967137434,-0.658343269826871,-9.50814317205301,-12.0486026412909,-7.03438859208378
"Fraxinus excelsior",-8.32143774793235,-18.521233905134,1.93291474787557,-8.53787529538049,-17.4429415160866,0.298526901019323,-1.53665944427831,-5.88961682047602,2.74724433131929
"Fraxinus ornus",-16.6861084116869,-27.2279599372973,-6.4043765039791,-6.18859617671848,-16.3847185524666,4.61385964333905,-0.789920303911073,-5.21541457802525,3.63350006887188
"Fraxinus nigra",-8.33397335436399,-21.5796177554787,4.77778651356256,-11.8131508715509,-20.2261937929418,-3.87402771884931,-1.66026863808879,-6.23731078537547,2.84614613671957
"Fraxinus pennsylvanica",-5.36704988466416,-15.4885481887253,5.01591357628785,-6.09202680123033,-15.4665553655157,3.72286454065075,-1.14258745696368,-5.49853367605697,3.25168634072106
